BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;121CX;;;;81;81;;;;4383;;
DIALYSE;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;122AX;;;;2;4;;;;477;;
DIALYSE;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;TOT;0;;;;;;;;;21;21
DIALYSE;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;112AX;;;;2;2;323;;;;;
DIALYSE;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;1130X;;;;21;56;9474;;;;;
DIALYSE;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;TOT;0;;;;;;0;1;;3;
DIALYSE;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;1140X;;;;12;43;6653;;;;;
DIALYSE;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;TOT;0;;;;;;;;;8;0
DIALYSE;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;112AX;;;;2;14;2266;;;;;
DIALYSE;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;112BA;;;;43;159;24079;;;;;
DIALYSE;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;TOT;0;;;;;;0;3;;32;
DIALYSE;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;112BE;;;;5;8;923;;;;;
DIALYSE;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;122BX;;;;2;;;;;0;;
DIALYSE;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;TOT;0;;;;;;390;;;5;0
DIALYSE;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;112BA;;;;8;;4091;;;;;
DIALYSE;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TOT;0;;;;;;421;;;;
DIALYSE;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;112BA;;;;18;;8802;;;;;
DIALYSE;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;TOT;0;;;;;;909;;;;
DIALYSE;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;1150A;;;;30;26;6715;;;;;
DIALYSE;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;1210;;;;;138;;;;6329;;
DIALYSE;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;121AX;;;;;90;;;;4400;;
DIALYSE;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;121CX;;;;;48;;;;1929;;
DIALYSE;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;122AX;;;;;20;;;;1480;;
DIALYSE;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;TOT;0;;;;;;0;;;;81
DIALYSE;2021;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;TOT;0;;;;;;68;;;;
DIALYSE;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;TOT;0;;;;;;48;;;;
DIALYSE;2021;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;1130X;;;;21;24;3557;;;;;
DIALYSE;2021;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;1140X;;;;11;11;1994;;;;;
DIALYSE;2021;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;TOT;0;;;;;;0;;;4;
DIALYSE;2021;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;112AX;;;;10;36;2779;;;;;
DIALYSE;2021;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;112BA;;;;39;90;14538;;;;;
DIALYSE;2021;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;TOT;0;;;;;;0;;;37;
DIALYSE;2021;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;112AX;;;;6;11;1286;;;;;
DIALYSE;2021;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;112BA;;;;38;90;12556;;;;;
DIALYSE;2021;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;TOT;0;;;;;;0;;;20;
DIALYSE;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;112AX;;;;1;1;27;;;;;
DIALYSE;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;112BA;;;;9;15;1845;;;;;
DIALYSE;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;1130X;;;;10;13;1930;;;;;
DIALYSE;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;1140X;;;;3;2;564;;;;;
DIALYSE;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;TOT;0;;;;;;0;;;13;
DIALYSE;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;112AX;;;;1;0;25;;;;;
DIALYSE;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;112BA;;;;10;18;2251;;;;;
DIALYSE;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;1130X;;;;8;1;1934;;;;;
DIALYSE;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;1140X;;;;3;5;760;;;;;
DIALYSE;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;TOT;0;;;;;;0;;;9;
DIALYSE;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;112BA;;;;1;2;26;;;;;
DIALYSE;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;1130X;;;;34;72;9852;;;;;
DIALYSE;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;1140X;;;;27;60;8240;;;;;
DIALYSE;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;TOT;0;;;;;;0;;;28;
DIALYSE;2021;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;1140X;;;;14;12;445;;;;;
DIALYSE;2021;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;TOT;0;;;;;;;;;3;
DIALYSE;2021;360000962;CENTRE NÉPHRO. CHÂTEAUROUX-CH ISSOUDUN;920033412;1130X;;;;4;5;903;;;;;
DIALYSE;2021;360000962;CENTRE NÉPHRO. CHÂTEAUROUX-CH ISSOUDUN;920033412;1140X;;;;4;11;1757;;;;;
DIALYSE;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;112BA;;;;30;110;16560;;;;;
DIALYSE;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;1130X;;;;7;27;4572;;;;;
DIALYSE;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;1140X;;;;5;21;3336;;;;;
DIALYSE;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;1150A;;;;1;1;257;;;;;
DIALYSE;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;TOT;0;;;;;;0;2;;;
DIALYSE;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;112BA;;;;20;89;12192;;;;;
DIALYSE;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;1210;;;;;1;;;;20;;
DIALYSE;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;121AX;;;;;1;;;;20;;
DIALYSE;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;121CX;;;;3;;;;;0;;
DIALYSE;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;122AX;;;;1;;;;;0;;
DIALYSE;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;TOT;0;;;;;;447;;;38;1
DIALYSE;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;VACAN;;;;;;18;;;;;
DIALYSE;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;112BE;;;;4;;621;;;;;
DIALYSE;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;TOT;0;;;;;;99;;;;
DIALYSE;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;112AX;;;;3;10;12;;;;;
DIALYSE;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;112BA;;;;26;91;15347;;;;;
DIALYSE;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;112BE;;;;1;0;19;;;;;
DIALYSE;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;122BX;;;;1;0;;;;13;;
DIALYSE;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;TOT;0;;;;;;1150;;;94;0
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;112AX;;;;1;2;618;;;;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1130X;;;;12;44;4839;;;;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1140X;;;;1;0;4;;;;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1150A;;;;3;3;620;;;;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1210;;;;;20;;;;1033;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;121AX;;;;;10;;;;500;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;121CX;;;;10;10;;;;533;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;122AX;;;;1;1;;;;263;;
DIALYSE;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;TOT;1;2;44;;;;;1;;42;8
DIALYSE;2021;370014474;UDM SAINT GATIEN;370013468;1130X;;;;8;15;2318;;;;;
DIALYSE;2021;370014474;UDM SAINT GATIEN;370013468;VACAN;;;;;;18;;;;;
DIALYSE;2021;370100885;A.R.A.U.C.O. CHINON;370001067;1130X;;;;7;15;2283;;;;;
DIALYSE;2021;370100885;A.R.A.U.C.O. CHINON;370001067;1140X;;;;1;12;1461;;;;;
DIALYSE;2021;370100885;A.R.A.U.C.O. CHINON;370001067;TOT;0;;;;;;;;;6;0
DIALYSE;2021;370102832;A.R.A.U.C.O. PÔLE SANTÉ LEONARD VINCI;370001067;1130X;;;;4;9;1774;;;;;
DIALYSE;2021;370102832;A.R.A.U.C.O. PÔLE SANTÉ LEONARD VINCI;370001067;1140X;;;;8;24;4284;;;;;
DIALYSE;2021;370102832;A.R.A.U.C.O. PÔLE SANTÉ LEONARD VINCI;370001067;TOT;0;;;;;;;;;6;0
DIALYSE;2021;370103152;A.R.A.U.C.O. LOCHES;370001067;1130X;;;;9;17;2636;;;;;
DIALYSE;2021;370103152;A.R.A.U.C.O. LOCHES;370001067;1140X;;;;1;0;549;;;;;
DIALYSE;2021;370103152;A.R.A.U.C.O. LOCHES;370001067;TOT;0;;;;;;;;;5;0
DIALYSE;2021;370104002;A.R.A.U.C.O. CHÂTEAU-RENAULT;370001067;1140X;;;;7;11;1596;;;;;
DIALYSE;2021;370104002;A.R.A.U.C.O. CHÂTEAU-RENAULT;370001067;TOT;0;;;;;;;;;1;0
DIALYSE;2021;370104804;A.R.A.U.C.O. NOTRE-DAME-D'OÉ;370001067;1140X;;;;10;26;3987;;;;;
DIALYSE;2021;370104804;A.R.A.U.C.O. NOTRE-DAME-D'OÉ;370001067;TOT;0;;;;;;;;;5;0
DIALYSE;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;122AX;;;;1;;;;;7;;
DIALYSE;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;TOT;0;;;;;;148;;;;
DIALYSE;2021;380000067;HOPITAL NORD - CHU38;380780080;112BA;;;;12;15;1966;;;;;
DIALYSE;2021;380000067;HOPITAL NORD - CHU38;380780080;TOT;0;;;;;;2566;;;;
DIALYSE;2021;380000729;AURAL - ROUSSILLON;690796552;1140X;;;;6;10;1501;;;;;
DIALYSE;2021;380000828;CALYDIAL - CH DE VIENNE;690002225;112AX;;;;8;8;2989;;;;;
DIALYSE;2021;380000828;CALYDIAL - CH DE VIENNE;690002225;112BA;;;;16;57;6360;;;;;
DIALYSE;2021;380000828;CALYDIAL - CH DE VIENNE;690002225;1130X;;;;8;35;4340;;;;;
DIALYSE;2021;380000828;CALYDIAL - CH DE VIENNE;690002225;1140X;;;;4;10;1707;;;;;
DIALYSE;2021;380000828;CALYDIAL - CH DE VIENNE;690002225;TOT;1;1;32;;;;;;;;
DIALYSE;2021;380000968;AURAL UNITE DIALYSE CH BOURGOIN;690796552;112BA;;;;16;66;9704;;;;;
DIALYSE;2021;380000968;AURAL UNITE DIALYSE CH BOURGOIN;690796552;1130X;;;;18;57;8209;;;;;
DIALYSE;2021;380000968;AURAL UNITE DIALYSE CH BOURGOIN;690796552;1140X;;;;6;10;1559;;;;;
DIALYSE;2021;380000968;AURAL UNITE DIALYSE CH BOURGOIN;690796552;1210;;;;;9;;;;386;;
DIALYSE;2021;380000968;AURAL UNITE DIALYSE CH BOURGOIN;690796552;121AX;;;;;9;;;;385;;
DIALYSE;2021;380000968;AURAL UNITE DIALYSE CH BOURGOIN;690796552;121CX;;;;;0;;;;1;;
DIALYSE;2021;380000968;AURAL UNITE DIALYSE CH BOURGOIN;690796552;TOT;0;;;;;;;;;;
DIALYSE;2021;380019026;AGDUC CENTRE DE DIALYSE VOIRON;380793802;1130X;;;;16;44;6967;;;;;
DIALYSE;2021;380019026;AGDUC CENTRE DE DIALYSE VOIRON;380793802;1140X;;;;4;2;337;;;;;
DIALYSE;2021;380019026;AGDUC CENTRE DE DIALYSE VOIRON;380793802;1150A;;;;12;12;2582;;;;;
DIALYSE;2021;380019026;AGDUC CENTRE DE DIALYSE VOIRON;380793802;TOT;0;;;;;;;1;;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;112AX;;;;3;4;120;;;;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;112BA;;;;55;202;31895;;;;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;1210;;;;;34;;;;1758;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;121AX;;;;;25;;;;1273;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;121CX;;;;9;9;;;;485;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;122AX;;;;2;2;;;;713;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;122BX;;;;1;0;;;;7;;
DIALYSE;2021;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;TOT;1;1;63;;;;;4;;24;14
DIALYSE;2021;380793810;AGDUC CENTRE DE DIALYSE MEYLAN;380793802;1130X;;;;20;63;9862;;;;;
DIALYSE;2021;380793810;AGDUC CENTRE DE DIALYSE MEYLAN;380793802;1140X;;;;16;22;3673;;;;;
DIALYSE;2021;380793810;AGDUC CENTRE DE DIALYSE MEYLAN;380793802;TOT;0;;;;;;;;;8;
DIALYSE;2021;380803965;AGDUC CENTRE DE DIALYSE VOIRON;380793802;112AX;;;;3;6;795;;;;;
DIALYSE;2021;380803965;AGDUC CENTRE DE DIALYSE VOIRON;380793802;112BA;;;;22;65;9470;;;;;
DIALYSE;2021;380803965;AGDUC CENTRE DE DIALYSE VOIRON;380793802;TOT;1;1;44;;;;;2;;21;
DIALYSE;2021;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;112BA;;;;8;;5149;;;;;
DIALYSE;2021;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1130X;;;;0;;225;;;;;
DIALYSE;2021;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;TOT;0;;;;;;138;;;15;
DIALYSE;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;112BA;;;;12;50;7001;;;;;
DIALYSE;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;1130X;;;;11;11;1816;;;;;
DIALYSE;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;122AX;;;;1;0;;;;25;;
DIALYSE;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;122BX;;;;1;0;;;;12;;
DIALYSE;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;TOT;0;;;;;;403;;;28;5
DIALYSE;2021;390786408;UNITE DE DIALYSE DE DOLE;210012290;112AX;;;;1;;7;;;;;
DIALYSE;2021;390786408;UNITE DE DIALYSE DE DOLE;210012290;1130X;;;;7;33;4941;;;;;
DIALYSE;2021;390786408;UNITE DE DIALYSE DE DOLE;210012290;1150A;;;;2;2;483;;;;;
DIALYSE;2021;390786408;UNITE DE DIALYSE DE DOLE;210012290;1210;;;;;6;;;;292;;
DIALYSE;2021;390786408;UNITE DE DIALYSE DE DOLE;210012290;121AX;;;;;6;;;;248;;
DIALYSE;2021;390786408;UNITE DE DIALYSE DE DOLE;210012290;121CX;;;;1;;;;;44;;
DIALYSE;2021;390786408;UNITE DE DIALYSE DE DOLE;210012290;TOT;0;;;;;;;;;;
DIALYSE;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;112AX;;;;1;;24;;;;;
DIALYSE;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;112BA;;;;16;64;9441;;;;;
DIALYSE;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1130X;;;;8;8;1072;;;;;
DIALYSE;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;TOT;0;;;;;;807;2;;48;0
DIALYSE;2021;400006730;ANTENNE AUTODIALYSE AURAD ST VINCENT;330000266;1140X;;;;6;10;2140;;;;;
DIALYSE;2021;400006730;ANTENNE AUTODIALYSE AURAD ST VINCENT;330000266;TOT;0;;;;;;;1;;;
DIALYSE;2021;400007043;ANTENNE AUTODIALYSE DELAY;640000113;1130X;;;;8;31;4783;;;;;
DIALYSE;2021;400007043;ANTENNE AUTODIALYSE DELAY;640000113;1140X;;;;6;23;3523;;;;;
DIALYSE;2021;400007332;ANTENNE AUTODIALYSE AURAD MT MARSAN;330000266;1140X;;;;12;34;5657;;;;;
DIALYSE;2021;400007332;ANTENNE AUTODIALYSE AURAD MT MARSAN;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2021;400010906;ANTENNE AUTODIALYSE AURAD HAGETMAU;330000266;1140X;;;;6;17;1806;;;;;
DIALYSE;2021;400010906;ANTENNE AUTODIALYSE AURAD HAGETMAU;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2021;400011201;ANT. AUTODIALYSE NEPHROCARE-AIRE/ADOUR;640017612;1140X;;;;6;5;1007;;;;;
DIALYSE;2021;400789715;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;8;14;1881;;;;;
DIALYSE;2021;400789715;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;4;;;
DIALYSE;2021;400789715;ANTENNE AUTODIALYSE CADDD;330007386;VACAN;;;;6;1;0;;;;;
DIALYSE;2021;410000202;POLYCLINIQUE BLOIS;410000319;112AX;;;;2;;324;;;;;
DIALYSE;2021;410000202;POLYCLINIQUE BLOIS;410000319;112BA;;;;42;192;29257;;;;;
DIALYSE;2021;410000202;POLYCLINIQUE BLOIS;410000319;TOT;0;;;;;;1469;2;;88;
DIALYSE;2021;410005011;C.I.R.A.D. - CHEMERY;920033628;1130X;;;;8;31;4614;;;;;
DIALYSE;2021;410005011;C.I.R.A.D. - CHEMERY;920033628;1140X;;;;6;22;3408;;;;;
DIALYSE;2021;410005953;C.I.R.A.D. - VENDOME;920033628;1130X;;;;8;16;2291;;;;;
DIALYSE;2021;410005953;C.I.R.A.D. - VENDOME;920033628;1140X;;;;6;12;1637;;;;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;1130X;;;;12;45;7333;;;;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;1140X;;;;6;21;3405;;;;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;1150A;;;;1;;233;;;;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;1210;;;;;12;;;;3819;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;121AX;;;;;11;;;;3455;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;121CX;;;;10;1;;;;364;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;122AX;;;;1;;;;;112;;
DIALYSE;2021;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS);920033628;TOT;0;;;;;;;;;31;5
DIALYSE;2021;420000010;CH DE ROANNE;420780033;112AX;;;;1;0;39;;;;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;112BA;;;;12;77;10691;;;;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;1130X;;;;12;37;6274;;;;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;1140X;;;;6;3;662;;;;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;1150A;;;;1;1;369;;;;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;1210;;;;;11;;;;518;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;121AX;;;;;11;;;;518;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;122AX;;;;1;0;;;;52;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;122BX;;;;4;0;;;;12;;
DIALYSE;2021;420000010;CH DE ROANNE;420780033;TOT;0;;;;;;553;2;;31;5
DIALYSE;2021;420000010;CH DE ROANNE;420780033;VACAN;;;;0;0;23;;;;;
DIALYSE;2021;420011603;ARTIC 42 AUTODIALYSE L'HORME;420001752;1140X;;;;12;9;1432;;;;;
DIALYSE;2021;420012536;ARTIC 42 CENTRE D'HEMODIALYSE ADULTES;420001752;112BA;;;;42;151;22888;;;;;
DIALYSE;2021;420012536;ARTIC 42 CENTRE D'HEMODIALYSE ADULTES;420001752;TOT;0;;;;;;0;4;;17;0
DIALYSE;2021;420014623;ARTIC 42 SITE FRANCOIS BERTHOUX;420001752;1130X;;;;32;61;9953;;;;;
DIALYSE;2021;420014623;ARTIC 42 SITE FRANCOIS BERTHOUX;420001752;1140X;;;;25;43;5836;;;;;
DIALYSE;2021;420785354;HOPITAL NORD - CHU42;420784878;112BA;;;;23;88;11027;;;;;
DIALYSE;2021;420785354;HOPITAL NORD - CHU42;420784878;TOT;0;;;;;;1981;;;147;
DIALYSE;2021;420788689;ARTIC 42 AUTODIALYSE SAVIGNEUX;420001752;1140X;;;;12;18;3621;;;;;
DIALYSE;2021;420789968;ARTIC 42 UDM ENTRAINEMENT HAD DP;420001752;112AX;;;;8;23;3278;;;;;
DIALYSE;2021;420789968;ARTIC 42 UDM ENTRAINEMENT HAD DP;420001752;1150A;;;;11;11;2962;;;;;
DIALYSE;2021;420789968;ARTIC 42 UDM ENTRAINEMENT HAD DP;420001752;1210;;;;;44;;;;2487;;
DIALYSE;2021;420789968;ARTIC 42 UDM ENTRAINEMENT HAD DP;420001752;121AX;;;;;36;;;;2033;;
DIALYSE;2021;420789968;ARTIC 42 UDM ENTRAINEMENT HAD DP;420001752;121CX;;;;8;8;;;;454;;
DIALYSE;2021;420789968;ARTIC 42 UDM ENTRAINEMENT HAD DP;420001752;122AX;;;;2;0;;;;773;;
DIALYSE;2021;420789968;ARTIC 42 UDM ENTRAINEMENT HAD DP;420001752;TOT;0;;;;;;0;1;;10;11
DIALYSE;2021;430000117;CH EMILE ROUX LE PUY;430000018;112BA;;;;16;113;8828;;;;;
DIALYSE;2021;430000117;CH EMILE ROUX LE PUY;430000018;112BE;;;;1;1;22;;;;;
DIALYSE;2021;430000117;CH EMILE ROUX LE PUY;430000018;TOT;0;;;;;;664;;;;
DIALYSE;2021;430003475;ARTIC 42 AUTODIALYSE MONISTROL/LOIRE;420001752;1130X;;;;8;15;2344;;;;;
DIALYSE;2021;430003475;ARTIC 42 AUTODIALYSE MONISTROL/LOIRE;420001752;TOT;1;1;15;;;;0;0;;0;0
DIALYSE;2021;430004309;UNITE DE DIALYSE DE BRIOUDE;630000990;112AX;;;;1;;;;;;;
DIALYSE;2021;430004309;UNITE DE DIALYSE DE BRIOUDE;630000990;1130X;;;;5;12;2417;;;;;
DIALYSE;2021;430004309;UNITE DE DIALYSE DE BRIOUDE;630000990;1140X;;;;1;3;51;;;;;
DIALYSE;2021;430004309;UNITE DE DIALYSE DE BRIOUDE;630000990;TOT;1;1;15;;;;;;;5;0
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;112AX;;;;1;1;95;;;;;
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;1130X;;;;4;26;3822;;;;;
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;1140X;;;;4;;91;;;;;
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;1210;;;;;14;;;;630;;
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;121AX;;;;;10;;;;456;;
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;121CX;;;;3;4;;;;174;;
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;122AX;;;;1;1;;;;172;;
DIALYSE;2021;430004358;UNITE DE DIALYSE DU PUY;630000990;TOT;1;1;29;;;;;;;22;9
DIALYSE;2021;430004408;UNITE DE DIALYSE D'YSSINGEAUX;630000990;1140X;;;;8;12;1960;;;;;
DIALYSE;2021;430004408;UNITE DE DIALYSE D'YSSINGEAUX;630000990;TOT;0;;;;;;;;;3;
DIALYSE;2021;440000016;CH DE SAINT NAZAIRE;440000057;112AX;;;;2;6;575;;;;;
DIALYSE;2021;440000016;CH DE SAINT NAZAIRE;440000057;112BA;;;;20;71;10955;;;;;
DIALYSE;2021;440000016;CH DE SAINT NAZAIRE;440000057;1210;;;;;0;;;;2;;
DIALYSE;2021;440000016;CH DE SAINT NAZAIRE;440000057;121AX;;;;;0;;;;2;;
DIALYSE;2021;440000016;CH DE SAINT NAZAIRE;440000057;122AX;;;;3;0;;;;76;;
DIALYSE;2021;440000016;CH DE SAINT NAZAIRE;440000057;122BX;;;;17;3;;;;97;;
DIALYSE;2021;440000016;CH DE SAINT NAZAIRE;440000057;TOT;0;;;;;;1010;0;;124;4
DIALYSE;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;112BA;;;;20;83;12830;;;;;
DIALYSE;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;112BE;;;;4;3;487;;;;;
DIALYSE;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1130X;;;;0;0;802;;;;;
DIALYSE;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;TOT;0;;;;;;1939;;;;
DIALYSE;2021;440005080;DIALYSE ECHO NANTES;440002590;1130X;;;;12;50;6766;;;;;
DIALYSE;2021;440005080;DIALYSE ECHO NANTES;440002590;1140X;;;;8;5;839;;;;;
DIALYSE;2021;440005080;DIALYSE ECHO NANTES;440002590;1150A;;;;34;32;8514;;;;;
