BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2021;310786702;SSR DOMAINE DE LA CADENE;750043713;;;;1;A;;;;;;;;1;B;;;;;;;;8;C;;;;;0;;;;;;
ORG;2021;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;;;;;;;;;;;;;;;;;;;;;;3;D;;;;;0;;;;;;
ORG;2021;310795463;CENTRE DE POST CURE APRES;310785068;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;
ORG;2021;320000086;CH AUCH EN GASCOGNE;320780117;;;;;;;;;;1;C;;1;E;;1;D;;;;;;;;;;;;;;;;;
ORG;2021;320000094;CH GERS;320780125;;;;1;A;;;;;;;;2;B;;;;;;;;9;A;;;;;0;;;;;;
ORG;2021;320000110;EPS LOMAGNE SITE DE FLEURANCE;320004310;;;;;;;;;;;;;;;;;;;;;;3;A;;;;;;;;;;;
ORG;2021;320000144;CHI LOMBEZ SAMATAN;320780174;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;
ORG;2021;320000151;CH DE MAUVEZIN;320780182;8;A;C;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;320000169;CH MIRANDE;320780190;;;;;;;;;;;;;;;;;;;;;;5;D;C;;;;1;1;GERS;;;;
ORG;2021;320000177;CH NOGARO;320780208;;;;2;B;A;;;;;;;1;B;A;;;;;;;11;C;D;;;;;;;;;;
ORG;2021;320000185;CH DE VIC FEZENSAC;320780216;;;;;;;;;;;;;;;;;;;;;;20;A;C;;;;;;;;;;
ORG;2021;320780067;POLYCL DE GASCOGNE;320000052;;;;;;;;;;;;;1;G;;1;D;;;;;17;C;D;;;;0;;;;;;
ORG;2021;320780109;CL PSY D'EMBATS;320000078;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;GERS;;;;
ORG;2021;320780323;CENTRE PEDIATRIQUE ST JACQUES MPR;750810590;3;C;D;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2021;320784333;CRF ST BLANCARD;320000565;;;;;;;;;;;;;;;;;;;;;;19;C;;;;;1;2;HAUTE-GARONNE ET TARN OUEST;GERS;;;
ORG;2021;320784515;AAIR UAD UDM PAVIE;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2021;330000217;MAISON DE SANTE MARIE GALENE;330780347;;;;1;A;;;;;;;;1;B;;1;A;;1;A;;15;C;;;;;0;;;;;;
ORG;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;;;;1;C;;;;;;;;2;G;B;2;B;A;;;;92;C;;;;;0;;;;;;
ORG;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;;;;2;C;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;330000431;MONTALIER;330000431;;;;2;G;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;
ORG;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;;;;;;;;;;3;F;D;;;;;;;;;;;;;;;;1;1;ALLIANCE DE GIRONDE;;;;
ORG;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;;;;1;D;;;;;;;;;;;;;;;;;97;C;A;;;;;;;;;;
ORG;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;;;;;;;1;D;;;;;1;D;;;;;;;;295;C;A;;;;1;1;ALLIANCE DE GIRONDE;;;;
ORG;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;C;;5;A;G;;;;;;;3;B;A;1;D;;;;;161;C;E;;;;;;;;;;
ORG;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;;;;1;A;;;;;1;C;;;;;;;;;;;;;;;;;1;1;ALLIANCE DE GIRONDE;;;;
ORG;2021;330000639;CH CHARLES PERRENS;330781287;;;;3;A;C;;;;;;;1;B;;;;;;;;896;C;D;1;C;A;;;;;;;
ORG;2021;330000647;C.H. DE CADILLAC;330781295;;;;3;C;A;;;;;;;1;A;;;;;1;C;;;;;;;;1;1;ALLIANCE DE GIRONDE;;;;
ORG;2021;330000662;INSTITUT BERGONIE;330781329;;;;1;A;;;;;;;;;;;1;D;;;;;46;C;E;;;;0;;;;;;
ORG;2021;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;2;G;E;;;;;;;;;;;;;;;;;;;17;C;B;;;;0;;;;;;
ORG;2021;330005182;USLD DU CENTRE DE SOINS PODENSAC;330792862;1;G;;;;;;;;1;A;;1;G;;;;;;;;1;C;;;;;;;;;;;
ORG;2021;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;
ORG;2021;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;;;;1;C;;;;;;;;;;;;;;;;;28;D;;;;;1;1;ALLIANCE DE GIRONDE;;;;
ORG;2021;330060351;TIVOLI ONCOLOGIE;330059619;1;C;D;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;;;;;;;;;;;;;;;;;;;;;;10;C;D;;;;0;;;;;;
ORG;2021;330780115;CLINIQUE TIVOLI-DUCOS;330000076;;;;1;D;;;;;;;;;;;2;D;;;;;5;D;A;1;A;;0;;;;;;
ORG;2021;330780206;CLINIQUE D'ARCACHON;330000126;;;;2;F;D;;;;;;;;;;2;A;;;;;32;C;A;;;;0;;;;;;
ORG;2021;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;;;;1;C;G;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;330780313;MAISON DE SANTE LES PINS;330000191;;;;;;;;;;;;;;;;;;;;;;11;C;D;;;;0;;;;;;
ORG;2021;330780321;CLINIQUE BETHANIE;330000209;;;;;;;;;;;;;;;;1;A;;;;;5;C;;;;;0;;;;;;
ORG;2021;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;0;;;1;A;;0;;;0;;;0;;;0;;;0;;;26;E;;0;;;0;;;;;;
ORG;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;;;;;;;;;;1;;;;;;4;;;;;;;;;;;;0;;;;;;
ORG;2021;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;;;;;;;;;;;;;;;;2;B;A;;;;;;;;;;0;;;;;;
ORG;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;;;;;;;;;;;;;;;;1;B;;;;;6;C;;1;D;;0;;;;;;
ORG;2021;330780560;CENTRE DE SSR LA PIGNADA;330781386;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;;;;;;
ORG;2021;330781121;CHATEAU RAUZE - LADAPT;930019484;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;;;;;;;;;;2;;;1;B;;;;;;;;2;C;;;;;0;;;;;;
ORG;2021;330781303;HIA ROBERT PICQUE;750821092;;;;1;A;C;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;0;;;7;C;;0;;;0;;;3;A;;0;;;1;C;;1920;E;A;360;E;;0;;;;;;
ORG;2021;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;;;;;;;;;;;;;;;;;;;;;;4;D;;;;;0;;;;;;
ORG;2021;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;;;;1;G;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;;;;2;C;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;
ORG;2021;330802778;KORIAN CHÂTEAU LEMOINE;310020383;;;;;;;;;;;;;;;;;;;;;;8;C;;3;G;;0;;;;;;
ORG;2021;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;;;;1;A;D;;;;;;;1;A;;;;;;;;5;C;D;;;;;;;;;;
ORG;2021;340000033;CH BEZIERS;340780055;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;340000173;CH PEZENAS;340780451;;;;2;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;340000181;CH ST PONS DE THOMIERES;340780469;;;;2;A;;;;;;;;;;;;;;;;;101;C;A;;;;;;;;;;
ORG;2021;340000207;ICM;340780493;;;;1;D;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2021;340000215;CH LODEVE;340780519;;;;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;3;A;;;;;;;;1;;;5;C;B;1;;;;;;321;;;;;;0;;;;;;
ORG;2021;340000231;CH POLE DE SANTE DE LUNEL;340780535;;;;;;;;;;;;;;;;;;;;;;35;C;A;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2021;340000249;CH CLERMONT L'HERAULT;340780543;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;
ORG;2021;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;;;;;;;;;;;;;;;;;;;;;;11;C;D;;;;0;;;;;;
ORG;2021;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;
ORG;2021;340009018;CL DU PIC ST LOUP;340008978;;;;;;;;;;;;;;;;;;;;;;71;C;D;;;;0;;;;;;
ORG;2021;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM;340009489;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;340010149;CL ST CLEMENT;340010099;;;;;;;;;;;;;;;;;;;;;;63;C;C;;;;0;;;;;;
ORG;2021;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;1;C;;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;
ORG;2021;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2021;340013259;AIDER SANTE UAD BEDARIEUX;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;340013358;AIDER SANTE UAD BOUZIGUES;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2021;340015502;CL DU MILLENAIRE;340000512;;;;2;B;E;;;;;;;;;;1;D;;;;;109;C;D;;;;0;;;;;;
ORG;2021;340015965;POLYCL ST PRIVAT;340000074;;;;;;;1;E;;;;;;;;;;;;;;;;;2;D;D;0;;;;;;
ORG;2021;340015999;NEPHROCARE BEZIERS;940023831;;;;;;;;;;;;;;;;1;A;;;;;7;C;;;;;0;;;;;;
ORG;2021;340016005;AUTODIALYSE DE LUNEL NEPHROCARE LUNEL;940023856;;;;;;;;;;;;;;;;1;A;;;;;3;C;;;;;0;;;;;;
ORG;2021;340016476;HAD BEZIERS HAD;340016468;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;1;1;OUEST HÉRAULT;;;;
ORG;2021;340017839;ADENE HAD MONTPELLIER;340027937;;;;;;;;;;;;;;;;;;;;;;8;C;;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2021;340017847;HAD HOME SANTE 34;340018175;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2021;340019090;CRF BOURGES;340019082;;;;;;;;;;;;;;;;;;;;;;21;C;D;;;;0;;;;;;
ORG;2021;340019603;GCS HELP;340019587;;;;;;;;;;;;;;;;;;;;;;7;C;;;;;0;;;;;;
ORG;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;;;;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;
ORG;2021;340020445;CENTRE D'ONCOLOGIE MONTPELLIER;340021559;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;340022979;POLYCL ST ROCH;340000306;;;;;;;;;;;;;;;;1;A;;;;;12;C;D;;;;0;;;;;;
ORG;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;;;;;;;;;;;;;;;;1;A;;;;;4;C;;;;;0;;;;;;
ORG;2021;340023258;GCS CENTRE SMR AMBRUSSUM;340023241;;;;1;D;;;;;;;;;;;;;;;;;12;;;;;;0;;;;;;
ORG;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;;;;1;E;;;;;;;;;;;;;;;;;107;C;;;;;0;;;;;;
ORG;2021;340024512;SSR LES JARDINS DE SOPHIA;340001825;;;;;;;;;;;;;;;;;;;;;;19;C;;;;;0;;;;;;
ORG;2021;340024546;CL PLEIN SOLEIL SITE MTP;340000405;0;;;0;;;0;;;0;;;0;;;0;;;0;;;20;C;D;;;;0;;;;;;
ORG;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;340780147;POLYCL DES TROIS VALLEES;340000108;;;;;;;;;;;;;1;B;;;;;;;;37;C;;;;;1;2;OUEST HÉRAULT;EST HÉRAULT ET SUD AVEYRON;;;
ORG;2021;340780154;POLYCL PASTEUR;340000116;;;;;;;;;;;;;1;B;;;;;;;;40;C;;;;;0;;;;;;
ORG;2021;340780212;CRF STER LAMALOU LES BAINS;340796069;1;C;D;0;;;0;;;0;;;0;;;0;;;0;;;80;C;D;;;;0;;;;;;
ORG;2021;340780220;CH PAUL COSTE FLORET;340796358;;;;2;A;;;;;;;;;;;;;;;;;16;A;C;;;;;;;;;;
ORG;2021;340780253;MAISON DE REPOS LE COLOMBIER;340001387;;;;;;;;;;3;;;;;;7;;;;;;27;C;D;;;;0;;;;;;
ORG;2021;340780444;CH BEDARIEUX;340009893;;;C;1;A;;;;;;;;;;;;;;;;;2;C;;;;;1;1;OUEST HÉRAULT;;;;
ORG;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;;;;;;;;;;;;;;;;;;;;;;14;C;;;;;;;;;;;
ORG;2021;340780642;CL BEAU SOLEIL;340785856;;;;;;;;;;;;;;;;;;;;;;2;C;E;;;;0;;;;;;
ORG;2021;340780675;CL CLEMENTVILLE;340000298;;;;3;B;C;;;;;;;;;;;;;;;;61;C;;;;;0;;;;;;
ORG;2021;340780717;CL ST LOUIS;340023225;;;;;;;;;;;;;;;;2;A;B;;;;45;D;;;;;0;;;;;;
ORG;2021;340780725;CL VIA DOMITIA;340000330;1;C;;1;D;;;;;;;;;;;;;;;;;39;C;;;;;0;;;;;;
ORG;2021;340780741;POLYCL STE THERESE;340000348;;;;1;A;;;;;;;;;;;1;A;;;;;31;A;C;3;A;G;0;;;;;;
ORG;2021;340780758;CL RECH;340000355;;;;;;;;;;;;;;;;;;;;;;16;C;D;;;;0;;;;;;
ORG;2021;340780766;CLINIQUE LA LIRONDE;920030269;;;;;;;;;;;;;;;;;;;;;;2;D;A;;;;0;;;;;;
ORG;2021;340780790;CL ST ANTOINE;340000389;;;;;;;;;;;;;;;;;;;;;;25;C;;;;;0;;;;;;
ORG;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;;;;;;;;;;;;;;;;1;A;;;;;16;C;;;;;0;;;;;;
ORG;2021;340780857;CL LE CASTELET;340000421;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;
ORG;2021;340780931;CL ST MARTIN VIGNOGOUL;340000454;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;0;;;;;;
ORG;2021;340781608;CL DU MAS DE ROCHET;340015171;;;;;;;;;;;;;;;;;;;;;;87;C;D;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2021;340782002;CRF LA PETITE PAIX;340000629;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OUEST HÉRAULT;;;;
ORG;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;;;;1;C;D;;;;;;;;;;1;D;;7;C;;39;C;;;;;;;;;;;
ORG;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;;;;1;C;D;;;;;;;;;;;;;1;C;D;25;C;D;;;;;;;;;;
ORG;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;;;;2;C;D;;;;;;;;;;;;;3;C;D;31;C;D;;;;;;;;;;
ORG;2021;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;1;C;D;0;;;0;;;0;;;0;;;0;;;0;;;80;C;D;0;;;0;;;;;;
ORG;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;;;;2;C;D;;;;;;;;;;;;;4;C;D;33;C;D;;;;;;;;;;
ORG;2021;340797596;CENTRE DU MELEZET;920030269;;;;;;;;;;;;;;;;;;;;;;14;C;;;;;0;;;;;;
ORG;2021;340798552;CENTRE CONVALESCENCE LE PECH DU SOLEIL;340798545;1;;;;;;;;;;;;;;;;;;;;;18;;;;;;0;;;;;;
ORG;2021;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;;;;;;;;;;;;;;;;;;;;;;31;C;;;;;0;;;;;;
ORG;2021;350000121;CHP SAINT GREGOIRE;350000303;1;E;;;;;;;;;;;;;;3;B;A;;;;;;;;;;0;;;;;;
ORG;2021;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;;;;2;C;;;;;;;;1;B;;1;A;;;;;;;;;;;0;;;;;;
ORG;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;;;;7;A;B;;;;;;;1;B;;1;D;;6;C;;185;A;C;;;;;;;;;;
ORG;2021;350000154;C.H FOUGERES;350000030;;;;6;D;A;;;;;;;1;B;;;;;2;C;;120;C;A;;;;;;;;;;
ORG;2021;350000162;CHIRC SITE REDON;350000048;;;;3;C;;;;;4;A;;2;B;A;;;;1;C;;10;C;D;2;C;;1;1;HAUTE BRETAGNE;;;;
ORG;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;;;;3;A;D;;;;;;;1;B;;;;;2;C;;49;C;A;;;;1;1;HAUTE BRETAGNE;;;;
ORG;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;;;;;;;;;;;;;;;;4;B;A;;;;;;;;;;0;;;;;;
ORG;2021;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;;;;1;B;;;;;;;;;;;1;A;;;;;19;C;;;;;0;;;;;;
ORG;2021;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;;;;6;A;C;;;;;;;2;A;B;;;;;;;75;C;A;;;;;;;;;;
ORG;2021;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;;;;1;B;;;;;;;;2;A;;;;;;;;140;;;2;A;C;0;;;;;;
ORG;2021;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;;;;4;A;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;
ORG;2021;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY;350002309;;;;3;B;A;;;;;;;1;B;;;;;;;;8;C;D;;;;;;;;;;
ORG;2021;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU;350002317;;;;4;A;D;;;;;;;1;B;;;;;;;;33;C;A;;;;;;;;;;
ORG;2021;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;;;;;;;;;;3;A;B;;;;;;;;;;23;A;B;;;;1;1;HAUTE BRETAGNE;;;;
ORG;2021;350000451;CENTRE HOSPITALIER ST MEEN LE GRAND;350002333;;;;4;A;D;;;;;;;1;B;;;;;;;;24;A;C;2;A;;;;;;;;
ORG;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;;;;5;C;;;;;;;;;;;;;;2;C;;277;C;;;;;1;;;;;;
ORG;2021;350002119;CLINIQUE DU MOULIN;350000386;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;350002200;CLINIQUE SAINT YVES;350029948;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;;;;;;
ORG;2021;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;350002564;POLE MPR SAINT HELIER;350046199;4;C;;3;B;A;;;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;
ORG;2021;350002747;CTRE SSRAA L'ESCALE;440042844;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2021;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;;;;5;C;D;;;;;;;;;;1;D;;;;;85;C;;;;;0;;;;;;
ORG;2021;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;0;;;0;;;0;;;0;;;0;;;0;;;0;;;3;C;C;0;;;1;1;RANCE EMÉRAUDE;;;;
ORG;2021;350005021;POLE GERIATRIQUE RENNAIS;440042844;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;;;;1;A;;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;
ORG;2021;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;;;;;;;;;;;;;;;;;;;;;;4;C;C;;;;0;;;;;;
ORG;2021;350042628;HAD 35;350042578;;;;;;;;;;;;;;;;;;;;;;6;;;;;;1;1;HAUTE BRETAGNE;;;;
ORG;2021;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;;;;;;;;;;;;;;;;;;;;;;5;C;C;;;;0;;;;;;
ORG;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;;;;2;B;C;;;;;;;;;;;;;;;;25;C;D;;;;0;;;;;;
ORG;2021;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;360000137;CH CHATEAUROUX;360000053;;;;13;B;;;;;;;;2;;;3;;;;;;440;;C;;;;0;;;;;;
ORG;2021;360000145;CH LA CHATRE;360000061;;;;2;A;D;;;;;;;3;B;A;;;;1;C;;10;A;C;;;;0;;;;;;
ORG;2021;360000178;CH SAINT CHARLES DE VALENCAY;360000087;;;;1;A;;;;;;;;;;;;;;1;G;;;;;1;A;;;;;;;;
ORG;2021;360000186;CH SAINT-ROCH BUZANCAIS;360000095;;;;2;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;360000202;CH CHATILLON SUR INDRE;360000103;;;;1;B;;;;;;;;1;A;B;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;360000251;CH LEVROUX;360000111;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;;;;;;;
ORG;2021;360002232;CTRE CONV. & DIET.MANOIR EN BERRY;360000541;;;;;;;;;;;;;;;;;;;;;;;;;1;G;;0;;;;;;
ORG;2021;360004618;CH ISSOUDUN - SITE LES ARCADES;360000046;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE;360000392;;;;1;A;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;
ORG;2021;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;;;;;;;1;C;;;;;1;B;;2;A;;;;;28;;;;;;0;;;;;;
ORG;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;0;;;;;;
ORG;2021;370000119;CLINIQUE VONTES;370013062;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000127;CLINIQUE RONSARD;370000259;0;;;1;D;;0;;;0;;;0;;;0;;;0;;;15;C;D;0;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000143;CLINIQUE DU VAL DE LOIRE;370000291;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000150;CLINIQUE VELPEAU;370000333;0;;;0;;;0;;;0;;;0;;;0;;;0;;;13;D;;0;;;0;;;;;;
ORG;2021;370000184;A. N. A. S. LE COURBAT;940805963;;;;1;A;;;;;;;;1;;;;;;;;;19;C;;;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;;;;1;A;;;;;;;;1;B;;;;;;;;;;;;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000341;FONDATION L'ELAN RETROUVE CTRE MALVAU;750721391;8;A;;1;A;;;;;;;;1;B;;;;;;;;32;A;;11;C;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000374;CRF BEL AIR;750721334;0;;;0;;;0;;;1;B;;0;;;0;;;0;;;51;C;D;0;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
ORG;2021;370000531;CH DU CHINONAIS;370000606;0;;;1;A;;1;C;;;;;;;;1;A;;1;C;;8;C;;;;;;;;;;;
ORG;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;;;;2;A;;;;;;;;2;B;;;;;;;;73;C;D;;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;;;;2;A;A;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;
ORG;2021;370000986;CH LOUIS SEVESTRE;370000713;;;;1;A;;;;;;;;;;;;;;1;C;;5;C;;;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370001109;CH DE LUYNES - ET;370002701;;;;4;A;B;;;;;;;1;A;;;;;;;;26;A;C;;;;1;1;TOURAINE VAL DE LOIRE;;;;
ORG;2021;370001158;CH SAINTE MAURE DE TOURAINE;370004327;;;;2;A;D;;;;;;;;;;;;;;;;12;C;D;;;;;;;;;;
ORG;2021;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;;;;;;;;;;;;;1;B;;;;;;;;3;C;;;;;0;;;;;;
