BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;GEN;;;;;77;;;;;;28105;12;;;834;26142;;;;;;;1611;;;;;;;;;;;;;;654;51;603;10;0;7;0;0;2;1.4;0;1;34;16;47.8;28.72;9.96;1.25;0.8;1;0;0;0;0;0;0;;;;;;;;
PSY;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;TOT;0;;;0;77;;;;;;28105;12;;;834;26142;;;;;;;1611;;;;;;;;;;;;;;654;51;603;10;0;7;0;0;2;1.4;;;34;16;47.8;28.72;9.96;1.25;0.8;1;0;0;0;0;0;0;;;;;;;;
PSY;2021;360000137;CH CHATEAUROUX;360000053;GEN;;3;;;150;;15;;;;60225;12;9;;1149;44209;;4249;;;;;733;0;;;5;0;6;26392;594;8830;962;1099;63;5;5257;4468;749;40;9;5;11.8;2;;2;1;;203;30;220.52;81.29;52;11.1;0.75;4.06;;;;;;;160;14;165;53.96;47.08;1.96;0.75;1.67
PSY;2021;360000137;CH CHATEAUROUX;360000053;INF;;1;;;4;4;;;;;1460;33;;;89;0;419;;;;;;1981;;;5;2;1;9;4102;11840;17021;10;88;272;355;1360;1360;;;1;0;1;;;;0;0;61;16;71.62;24.53;2;6.41;3.64;21.98;;;;;;;;;;;;;;
PSY;2021;360000137;CH CHATEAUROUX;360000053;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;0;;0;8481;;;;793;793;;;1;1;1.5;;;;;;10;0;9.11;5.58;;1.52;;2;;;;;;;;;;;;;;
PSY;2021;360000137;CH CHATEAUROUX;360000053;TOT;1;;1;1;154;4;15;;;;61685;45;9;;1238;44209;419;4249;;;;;2714;0;;5;8;1;16;30494;12434;25851;9453;1187;335;360;7410;6621;749;40;11;6;14.3;2;;2;;;274;46;301.25;111.4;54;19.03;4.39;28.04;;;;;;;160;14;165;53.96;47.08;1.96;0.75;1.67
PSY;2021;360000210;CLINIQUE DU HAUT-CLUZEAU;920031036;GEN;;;;;62;;;;;;22630;10;;;418;20804;;;;;;;3369;;;;;;;;;;;;;;371;;309;;3;;3;;1;0.49;0;0;24;8;30.78;11.72;10.08;1.18;1.55;0.83;3;;3;;1;0.49;21;6;26.47;10.01;8.66;1.01;1.33;0.71
PSY;2021;360000210;CLINIQUE DU HAUT-CLUZEAU;920031036;TOT;0;;;0;62;;;;;;22630;10;;;418;20804;;;;;;;3369;;;;;;;;;;;;;;371;;309;;3;;3;;1;0.49;;;24;8;30.78;11.72;10.08;1.18;1.55;0.83;3;;3;;1;0.49;21;6;26.47;10.01;8.66;1.01;1.33;0.71
PSY;2021;370000119;CLINIQUE VONTES;370013062;GEN;;;;;150;;;;;;54750;;;;1761;52511;;;;;;;;;;;;;;;;;;;;;978;;;;;7;;1;2;;0;1;78;29;105.72;50.39;7.03;0.71;0.9;3.69;;7;;1;2;;78;29;105.72;49.84;7.03;0.71;0.9;3.69
PSY;2021;370000119;CLINIQUE VONTES;370013062;TOT;0;;;0;150;;;;;;54750;;;;1761;52511;;;;;;;;;;;;;;;;;;;;;978;;;;;7;;1;2;;;;78;29;105.72;50.39;7.03;0.71;0.9;3.69;;7;;1;2;;78;29;105.72;49.84;7.03;0.71;0.9;3.69
PSY;2021;370000127;CLINIQUE RONSARD;370000259;GEN;;;;;90;;;;;;32850;30;10;;508;30113;;;;;;;8815;644;;;;;;;;;;;;;713;;;;5;;5;;2;0.67;0;0;47;10;44.64;22.5;6.53;2.34;1.5;0.97;;;;;;;;;;;;;;
PSY;2021;370000127;CLINIQUE RONSARD;370000259;TOT;0;;;0;90;;;;;;32850;30;10;;508;30113;;;;;;;8815;644;;;;;;;;;;;;;713;;;;5;;5;;2;0.67;;;47;10;44.64;22.5;6.53;2.34;1.5;0.97;;;;;;;;;;;;;;
PSY;2021;370000143;CLINIQUE DU VAL DE LOIRE;370000291;GEN;;0;;;61;0;0;0;0;0;20153;12;0;0;386;20153;0;0;0;0;0;0;2109;0;0;0;0;0;0;0;0;0;0;0;0;0;488;0;386;0;0;3;1.5;0;2;0.75;0;1;19;8;27.49;17.34;5;0.51;0;1.4;0;3;1.5;0;2;0.75;15;8;23.49;3.5;0;0.51;0;0.4
PSY;2021;370000143;CLINIQUE DU VAL DE LOIRE;370000291;TOT;0;;0;0;61;0;0;0;0;0;20153;12;0;0;386;20153;0;0;0;0;0;0;2109;0;0;0;0;0;0;0;0;0;0;0;0;0;488;0;386;0;;3;1.5;;2;0.75;;;19;8;27.49;17.34;5;0.51;0;1.4;0;3;1.5;0;2;0.75;15;8;23.49;3.5;0;0.51;0;0.4
PSY;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;13056;;;234;;2981;33;1519;1519;;;;;;;;;;;12;2;9.53;3.8;0;3.33;2.4;0;;;;;;;0;0;0;0;0;0;0;0
PSY;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;TOT;1;;;0;;;;;;;;;;;;;;;;;;;;;;1;;;;13056;;;234;;2981;33;1519;1519;;;;;;;;;;;12;2;9.53;3.8;0;3.33;2.4;0;;;;;;;0;0;0;0;0;0;0;0
PSY;2021;370000531;CH DU CHINONAIS;370000606;GEN;;1;;;45;0;3;0;0;0;16425;30;0;1;564;11732;0;786;0;0;0;;2389;;1340;1;1;0;1;5737;;2265;2332;208;453;252;1050;117;368;;4;1;4.01;1;;1;0;1;77;8;80.6;61.85;4.73;2.98;0;1.98;4;1;1.6;1;;1;49;6;51.99;38.47;3.98;1.49;0;0.99
PSY;2021;370000531;CH DU CHINONAIS;370000606;INF;;1;;;12;0;;;0;0;2868;41;1;0;369;1392;0;;;0;0;;9148;21;0;3;3;;1;19245;;616;;;;;1432;1323;19;;7;6;8.27;;1;0.49;0;0;85;26;87.98;20.35;24.02;11.96;8.14;15.86;1;2;1.09;;1;0.49;;;;;;;;
PSY;2021;370000531;CH DU CHINONAIS;370000606;TOT;1;;0;0;57;0;3;0;0;0;19293;71;1;1;933;13124;0;786;0;0;0;;11537;21;1340;4;4;0;2;24982;;2881;2332;208;453;252;1861;1140;387;;11;7;12.28;1;1;1.49;;;162;34;168.58;82.2;28.75;14.94;8.14;17.84;5;3;2.69;1;1;1.49;49;6;51.99;38.47;3.98;1.49;0;0.99
PSY;2021;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;GEN;;1;;;50;;;;;;17520;15;;;231;16540;;;;;;;1263;;;4;2;;1;7712;;465;810;10;245;;1047;857;170;73;3;4;5.26;;;;0;1;34;21;57.72;41.49;13.49;1.57;0.21;0.96;;;;;;;;;;;;;;
PSY;2021;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;TOT;1;;1;0;50;;;;;;17520;15;;;231;16540;;;;;;;1263;;;4;2;;1;7712;;465;810;10;245;;1047;857;170;73;3;4;5.26;;;;;;34;21;57.72;41.49;13.49;1.57;0.21;0.96;;;;;;;;;;;;;;
PSY;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;GEN;;1;;;54;;;;;;19710;41;;;458;13138;;;;;;;5321;;;1;;1;;7333;5519;;1345;1;1330;;1629;1142;320;4;17;11;15.9;;;;;;115;35;129.93;98.51;2;7.32;1.16;4.43;;;;;;;41;15;56.51;45.05;1;1.21;0;0
PSY;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;INF;;1;;;;;;;;;;34;;;;;;;;;;;4747;;;;;1;1;;3495;2442;23;;;20;210;117;;;3;;2.5;;;;;;23;16;27.56;12.99;0;2.09;2.35;6.63;;;;;;;0;0;0;0;0;0;0;0
PSY;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;TOT;1;;;0;54;;;;;;19710;75;;;458;13138;;;;;;;10068;;;1;;2;1;7333;9014;2442;1368;1;1330;20;1839;1259;320;4;20;11;18.4;;;;;;137;51;157.49;111.5;2;9.41;3.51;11.06;;;;;;;41;15;56.51;45.05;1;1.21;0;0
PSY;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;GEN;;0;;;7;;;;;;2555;21;;;140;1818;;;;;;;2744;;;;;1;;;702;;;;;;266;113;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;12934;;1545;648;9;176;572;1663;1548;;;3;6;6.32;;;;;;29;15;44.2;15.85;4.58;11.02;9.22;3.53;;;;;;;;;;;;;;
PSY;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;TOT;1;;0;0;7;;;;;;2555;21;;;140;1818;;;;;;;2744;;;;5;1;1;12934;702;1545;648;9;176;572;1701;1548;56;;3;6;6.32;;;;;;29;15;44.2;15.85;4.58;11.02;9.22;3.53;;;;;;;;;;;;;;
PSY;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;GEN;;1;;;0;0;0;0;0;0;0;15;0;1;0;0;0;0;0;0;0;0;2952;0;903;1;1;0;1;6848;0;903;1243;383;24;0;969;726;0;0;1;1;1.78;0;0;0;0;0;17;2;18.24;13.09;0;2;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;TOT;1;;0;0;0;0;0;0;0;0;0;15;0;1;0;0;0;0;0;0;0;0;2952;0;903;1;1;0;1;6848;0;903;1243;383;24;0;969;726;0;0;1;1;1.78;0;0;0;;;17;2;18.24;13.09;0;2;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;GEN;;2;;;108;;;;;;39420;60;;;863;32405;;;;;;;7334;;;2;;2;1;13078;6059;2418;13868;2;83;;1890;1298;519;25;14;2;14.9;;;;;;166;40;177.15;131.21;6.82;6.23;2.3;7.74;;;;;;;118;29;123.18;88.13;6.82;3.94;1;2.05
PSY;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;7.33;5.23;0;2;0.1;0;;;;;;;0;0;0;0;0;0;0;0
PSY;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;TOT;1;;;1;108;;;;;;39420;60;;;863;32405;;;;;;;7334;;;2;;2;1;13078;6059;2418;13868;2;83;;1890;1298;519;25;14;2;14.9;;;;;;173;45;184.48;136.44;6.82;8.23;2.4;7.74;;;;;;;118;29;123.18;88.13;6.82;3.94;1;2.05
PSY;2021;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;GEN;;1;;;48;;;;;;17520;;;;781;14415;;;;;;;;;;1;;1;;7161;3542;;1471;345;3396;;3200;2695;505;2;10;5;9.11;;;;0;;52;11;51.89;42.87;0;2.2;0.13;0;;;;;;;45;10;44.63;36.11;0;1.7;0.13;0
PSY;2021;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;INF;;;;;12;;;;;;4380;;;;140;3934;;;;;;;;;;;;1;;;776;;186;;;;436;320;116;;;;;;;;;;20;9;21.4;18.19;0;0.62;0.33;0.49;;;;;;;19;7;20.51;17.79;0;0.62;0.33;0
PSY;2021;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;TOT;1;;1;0;60;;;;;;21900;;;;921;18349;;;;;;;;;;1;;2;;7161;4318;;1657;345;3396;;3636;3015;171;2;10;5;9.11;;;;;;71;19;73.29;61.06;0;2.82;0.46;0.49;;;;;;;63;16;65.14;53.9;0;2.32;0.46;0
PSY;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;INF;;1;;;10;;;;;;3285;24;;;93;2607;;;;;;;1288;;;;9;;1;17884;;432;;;;;1709;;;;2;3;3.5;;;;;;58;31;75.08;22;8.69;18.83;9.5;13.86;;;;;;;;;;;;;;
PSY;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;TOT;1;;;0;10;;;;;;3285;24;;;93;2607;;;;;;;1288;;;;9;;1;17884;;432;;;;;1709;;;;2;3;3.5;;;;;;58;31;75.08;22;8.69;18.83;9.5;13.86;;;;;;;;;;;;;;
PSY;2021;380000067;HOPITAL NORD - CHU38;380780080;GEN;;1;;;16;;;;;;5840;5;0;;475;5803;;;;;;;347;0;;;;7;;;3538;;;13;1104;;2349;1958;104;1;5;6;7.63;;;;0;0;28;20;40.8;23.78;5.38;5.79;2.91;0.72;3;;2.9;;;;25;16;35.69;22.18;5.38;3.08;2.11;0.72
PSY;2021;380000067;HOPITAL NORD - CHU38;380780080;INF;;;;;10;;;;;;3650;1;1;;170;2919;;;;;;;221;13;;;;2;;;1724;;;;294;;709;599;59;;3;;2.33;;1;0.2;0;0;13;16;25.38;14.82;3.5;1.99;1;0.07;3;;2.65;;1;0.2;13;16;25.38;14.82;3.5;1.99;1;0.07
PSY;2021;380000067;HOPITAL NORD - CHU38;380780080;TOT;1;;;0;26;;;;;;9490;6;1;;645;8722;;;;;;;568;13;;;;9;;;5262;;;13;1398;;3012;2552;163;1;8;6;9.96;;1;0.2;;;41;36;66.18;38.6;8.88;7.78;3.91;0.79;6;;5.55;;1;0.2;38;32;61.07;37;8.88;5.07;3.11;0.79
PSY;2021;380000133;CH ALPES ISERE;380780247;GEN;;10;;;309;16;0;0;0;0;114787;95;0;0;2800;111544;4163;0;0;0;0;7;8801;0;0;3;21;45;17;113223;18530;14870;4387;6512;8675;3;12795;10585;1968;74;23;43;44.15;3;3;3.55;1;1;592;311;778.72;472.9;90.65;68.43;12.45;44.8;;;;;;;;;;;;;;
PSY;2021;380000133;CH ALPES ISERE;380780247;INF;;4;;;10;2;;;0;0;3650;102;0;0;138;3326;0;;;0;0;14;14570;0;0;7;17;15;11;58211;5040;14166;619;588;6;849;4740;4362;121;0;8;18;17.62;;3;1.71;;;147;133;234.7;79.07;10.86;47.86;38.9;40.43;;;;;;;;;;;;;;
PSY;2021;380000133;CH ALPES ISERE;380780247;PEN;;;;;0;;;;;;;22;;0;0;0;;;;;;;4680;;0;0;1;;0;2485;;2;3321;;;;1287;1230;0;0;3;;1.73;;;;;;9;5;12.73;8.37;;3.37;;1;;;;;;;;;;;;;;
PSY;2021;380000133;CH ALPES ISERE;380780247;TOT;1;;6;1;319;18;0;0;0;0;118437;219;0;0;2938;114870;4163;0;0;0;0;21;28051;0;0;10;39;60;28;173919;23570;29038;8327;7100;8681;852;19578;15897;2085;74;31;60;63.5;3;6;5.26;;;743;447;1026.15;560.34;101.51;119.66;51.35;86.23;;;;;;;;;;;;;;
PSY;2021;380024257;PSYPRO GRENOBLE;690048798;GEN;;;;;;;;;;;;20;;;;;;;;;;;2591;;;;;;;;;;;;;;175;0;;;0;2;1.4;;;;0;0;8;18;6.75;1.91;0;2.2;1.92;0.72;;;;;;;;;;;;;;
PSY;2021;380024257;PSYPRO GRENOBLE;690048798;TOT;0;;;0;;;;;;;;20;;;;;;;;;;;2591;;;;;;;;;;;;;;175;0;;;0;2;1.4;;;;;;8;18;6.75;1.91;0;2.2;1.92;0.72;;;;;;;;;;;;;;
PSY;2021;380780296;CLINIQUE DU DAUPHINE;380021550;GEN;;;;;140;;;;;;51100;;;;1837;47622;;;;;;;;;;;;;;;;;;;;;1258;;1258;;;5;5.2;1;3;3.02;0;0;;;60.99;43.06;12.43;2.91;0.67;1.93;;;;1;4;2.36;;;60.99;43.06;12.43;2.91;0.67;1.93
PSY;2021;380780296;CLINIQUE DU DAUPHINE;380021550;TOT;0;;;0;140;;;;;;51100;;;;1837;47622;;;;;;;;;;;;;;;;;;;;;1258;;1258;;;5;5.2;1;3;3.02;;;;;60.99;43.06;12.43;2.91;0.67;1.93;;;;1;4;2.36;;;60.99;43.06;12.43;2.91;0.67;1.93
PSY;2021;380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;750720575;GEN;;;;;100;;;;;;36500;20;;;514;24175;;;;;;;4879;;;;;;;;;;;;;;363;75;246;;2;4;6.46;;4;0.86;;1;43;44;77.16;58.42;6.35;4.14;2.61;3.05;2;3;5.53;;4;0.86;41;39;68.66;50.92;6.35;3.14;2.61;3.05
PSY;2021;380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;750720575;TOT;0;;;0;100;;;;;;36500;20;;;514;24175;;;;;;;4879;;;;;;;;;;;;;;363;75;246;;2;4;6.46;;4;0.86;;;43;44;77.16;58.42;6.35;4.14;2.61;3.05;2;3;5.53;;4;0.86;41;39;68.66;50.92;6.35;3.14;2.61;3.05
PSY;2021;380784462;ETAB. DE SANTE MENTALE DE GRENOBLE;750005068;GEN;;;;;;;;;;;;24;;;;;;;;;;;5644;;;;;;;;;;;;;;234;94;;;1;3;2;;;;;;2;10;7.81;4.71;;0.97;1.66;0.47;;;;;;;;;;;;;;
PSY;2021;380784462;ETAB. DE SANTE MENTALE DE GRENOBLE;750005068;TOT;0;;;0;;;;;;;;24;;;;;;;;;;;5644;;;;;;;;;;;;;;234;94;;;1;3;2;;;;;;2;10;7.81;4.71;;0.97;1.66;0.47;;;;;;;;;;;;;;
PSY;2021;380794297;FONDATION GEORGES BOISSEL;380794297;GEN;;5;;;140;;30;;;;51100;60;2;;1810;41634;;6812;;;;;8223;0;;1;6;8;2;45889;5568;5150;1411;420;3028;5;6542;5375;959;243;11;14;16.31;4;7;10.67;0;0;258;104;320.1;196.58;43.27;21;2.53;17.14;9;6;7.93;2;4;5.47;169;42;188.92;110.61;39.65;2.99;0.72;7.25
PSY;2021;380794297;FONDATION GEORGES BOISSEL;380794297;INF;;1;;;;;;;;;;12;;;;;;;;;;;1251;;;;2;4;1;12844;1036;1726;29;26;349;46;800;768;;;1;3;2.03;;2;0.99;0;0;24;25;37.65;12.71;;8.42;4.6;9.01;;;;;;;;;;;;;;
PSY;2021;380794297;FONDATION GEORGES BOISSEL;380794297;TOT;1;;0;0;140;;30;;;;51100;72;2;;1810;41634;;6812;;;;;9474;0;;1;8;12;3;58733;6604;6876;1440;446;3377;51;7296;6104;959;243;12;17;18.34;4;9;11.66;;;282;129;357.75;209.29;43.27;29.42;7.13;26.15;9;6;7.93;2;4;5.47;169;42;188.92;110.61;39.65;2.99;0.72;7.25
PSY;2021;380795773;CTRE SOCIAL LUTTE CONTRE L'ISOLEMENT;380795765;GEN;;;;;;;;;;;;;;1;;;;;;;;;;;101;;;;1;;;4062;;;;;240;240;;;;1;0.1;;;;0;0;1;12;5.45;;;1.75;;0.9;;;;;;;;;;;;;;
PSY;2021;380795773;CTRE SOCIAL LUTTE CONTRE L'ISOLEMENT;380795765;TOT;1;;1;0;;;;;;;;;;1;;;;;;;;;;;101;;;;1;;;4062;;;;;240;240;;;;1;0.1;;;;;;1;12;5.45;;;1.75;;0.9;;;;;;;;;;;;;;
PSY;2021;390000164;CHS SAINT YLIE JURA;390780476;GEN;;4;;;206;;6;38;4;;75190;98;;3;1465;70430;0;590;10254;494;0;0;12287;0;2042;4;6;11;5;35617;2600;2493;6749;1139;4654;0;6734;5000;985;83;8;7;11.01;;3;0.56;0;0;306;135;416.15;237.38;85.48;16.57;;11.17;5;3;5.04;;3;0.56;254;92;324.62;174.64;81.17;5.58;;5.35
PSY;2021;390000164;CHS SAINT YLIE JURA;390780476;INF;;1;;;11;;;;;;4015;62;;;127;3373;0;;;0;0;0;5631;0;0;0;9;2;8;22230;411;549;25;120;1124;92;1866;1538;38;1;5;2;6;;;;0;0;91;33;113.49;71.2;2.17;8.55;7.99;6.8;1;;1.1;;;;33;6;36.62;27.95;1;0.5;;3.06
PSY;2021;390000164;CHS SAINT YLIE JURA;390780476;PEN;;;;;;;;;;;;;;;0;0;;;;;;;0;;0;0;0;;0;0;;0;411;;;;138;115;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;390000164;CHS SAINT YLIE JURA;390780476;TOT;1;;1;1;217;;6;38;4;;79205;160;;3;1592;73803;0;590;10254;494;0;0;17918;0;2042;4;15;13;13;57847;3011;3042;7185;1259;5778;92;8554;6498;1018;84;13;9;17.01;;3;0.56;;;397;168;529.64;308.58;87.65;25.12;7.99;17.97;6;3;6.14;;3;0.56;287;98;361.24;202.59;82.17;6.08;;8.41
PSY;2021;390008019;CLINIQUE VAL JURA;710016387;GEN;;;;;10;;;;;;3650;;;;158;2908;;;;;;;;;;;;;;;;;;;;;138;;138;;1;2;1.12;;;;0;0;15;;11.25;8.32;2.93;;;;1;2;1.12;;;;15;;11.25;8.32;2.93;;;
PSY;2021;390008019;CLINIQUE VAL JURA;710016387;TOT;0;;;0;10;;;;;;3650;;;;158;2908;;;;;;;;;;;;;;;;;;;;;138;;138;;1;2;1.12;;;;;;15;;11.25;8.32;2.93;;;;1;2;1.12;;;;15;;11.25;8.32;2.93;;;
PSY;2021;400000105;CENTRE HOSPITALIER DAX;400780193;GEN;;1;;;15;;;;;;5475;20;;;325;7230;;;;;;;2207;;;3;3;1;;19695;643;;2743;130;2672;;3521;3239;167;;;7;6.15;;;;0;1;41;26;58.14;36.74;7.54;3.3;2.15;1.3;;2;0.68;;;;21;6;26.1;15.28;6.81;0;0;0
PSY;2021;400000105;CENTRE HOSPITALIER DAX;400780193;INF;;1;;;;;;;;;;23;;;;;;;;;;;3041;;;;3;1;2;14695;92;5972;171;28;280;77;1488;1451;;;3;2;3.54;;;0.1;0;1;41;14;51.94;15.74;0;9.99;8.56;10.2;;;;;;;;;;;;;;
PSY;2021;400000105;CENTRE HOSPITALIER DAX;400780193;TOT;1;;0;0;15;;;;;;5475;43;;;325;7230;;;;;;;5248;;;3;6;2;2;34390;735;5972;2914;158;2952;77;4924;4605;167;;3;9;9.69;;;0.1;;;82;40;110.08;52.48;7.54;13.29;10.71;11.5;;2;0.68;;;;21;6;26.1;15.28;6.81;0;0;0
PSY;2021;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;GEN;;3;;;183;;16;;;;66795;36;3;1;1629;56898;;5639;;;;;5378;251;711;15;14;;6;29315;0;5558;3555;424;5580;12;6540;5352;1093;95;8;5;12.06;1;1;2.26;1;0;283;103;353.03;171.74;108.93;7.78;2.18;23.44;2;5;3.75;;;;212;75;263.62;106.84;107.03;0.92;1.33;14.22
PSY;2021;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;INF;;1;;;12;;;;;;4380;27;;;94;4080;;;;;;;4308;;0;7;6;;5;19384;0;5863;537;223;592;749;2195;1999;68;;6;1;6.21;0;0;0;0;0;26;21;36.15;11.25;1;6.1;2.9;11.03;0;0;;;;;0;0;0;0;0;0;0;0
PSY;2021;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;4639;;;;;;;685;;;;;2;1.65;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0
PSY;2021;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;TOT;1;;14;1;195;;16;;;;71175;63;3;1;1723;60978;;5639;;;;;9686;251;711;22;21;;11;53338;0;11421;4092;647;6172;761;8552;7159;1125;95;14;8;19.92;1;1;2.26;;;309;124;389.18;182.99;109.93;13.88;5.08;34.47;2;5;3.75;;;;212;75;263.62;106.84;107.03;0.92;1.33;14.22
PSY;2021;400014072;HOPITAL DE JOUR CMPA;400014064;GEN;;;;;;;;;;;;20;0;0;;;;;;;;;6690;;;;;;;;;;;;;;257;;;;;2;2;;;;0;0;9;1;8.86;5.81;0;1;0;0.5;;;;;;;;;;;;;;
PSY;2021;400014072;HOPITAL DE JOUR CMPA;400014064;TOT;0;;;0;;;;;;;;20;0;0;;;;;;;;;6690;;;;;;;;;;;;;;257;;;;;2;2;;;;;;9;1;8.86;5.81;0;1;0;0.5;;;;;;;;;;;;;;
PSY;2021;400015533;CLINIQUE HEGALDIA SUD LANDES;400015491;GEN;;;;;;;;;;;;10;;;;;;;;;;;675;;;;;;;;;;;;;;84;;;;;1;0.5;;;;0;0;2;;2;2;;;;;;;;;;;;;;;;;;
PSY;2021;400015533;CLINIQUE HEGALDIA SUD LANDES;400015491;TOT;0;;;0;;;;;;;;10;;;;;;;;;;;675;;;;;;;;;;;;;;84;0;;;;1;0.5;;;;;;2;;2;2;;;;;;;;;;;;;;;;;;
PSY;2021;400780367;CLINIQUE FSEF AIRE-SUR-L'ADOUR;750720575;INF;;;;;65;;;;;;23725;5;5;;381;12829;;;;;;;2017;0;;;1;5;1;1603;136;0;80;1;1;8;298;163;92;11;3;;3.03;;2;1.6;0;1;50;21;69.46;48.2;6.35;4.73;0;10.18;3;;3.03;;2;1.6;50;21;69.46;48.2;6.35;4.73;0;10.18
PSY;2021;400780367;CLINIQUE FSEF AIRE-SUR-L'ADOUR;750720575;TOT;0;;;0;65;;;;;;23725;5;5;;381;12829;;;;;;;2017;0;;;1;5;1;1603;136;0;80;1;1;8;298;163;92;11;3;;3.03;;2;1.6;;;50;21;69.46;48.2;6.35;4.73;0;10.18;3;;3.03;;2;1.6;50;21;69.46;48.2;6.35;4.73;0;10.18
PSY;2021;400780375;CLINIQUE MAYLIS;400013801;GEN;;;;;65;;;;;;23725;20;;;495;21699;;;;;;;5631;;;;;;;;;;;;;;672;;;;3;;3;;2;;0;1;54;13;47.98;21.76;6.75;2.6;0;0.8;2;;2;;2;;46;10;36.63;14.26;6.75;1;0;0.4
PSY;2021;400780375;CLINIQUE MAYLIS;400013801;TOT;0;;;0;65;;;;;;23725;20;;;495;21699;;;;;;;5631;;;;;;;;;;;;;;672;;;;3;;3;;2;;;;54;13;47.98;21.76;6.75;2.6;0;0.8;2;;2;;2;;46;10;36.63;14.26;6.75;1;0;0.4
PSY;2021;410000020;CH BLOIS SIMONE VEIL;410000087;GEN;;1;;;75;2;0;0;0;0;27375;20;5;1;469;16930;0;0;0;0;0;16;1493;0;183;0;1;1;1;12346;1088;2251;1156;103;1084;0;2863;2503;318;16;4;0;4.42;1;1;1.37;0;1;92;32;112.17;69.9;21.2;4.59;1.6;3.54;3;1;3.92;1;1;1.37;62;22;76.29;46.47;13.81;2.8;0;2
