BOR;AN;FI;RS;GRP;FI_ET;RS_ET;FI_EJ
STB;2021;320000094;CH GERS;14;320782519;CMP CATTP ADULTES LECTOURE;320780125
STB;2021;320000094;CH GERS;14;320782527;CMP PIJ FLEURANCE;320780125
STB;2021;320000094;CH GERS;14;320782550;CMP CATTP ADULTES CONDOM;320780125
STB;2021;320000094;CH GERS;14;320785454;CMP CATTP PIJ NOGARO;320780125
STB;2021;320000094;CH GERS;14;320785470;HJ LA VILLA CH GERS;320780125
STB;2021;320000094;CH GERS;14;320785488;ATELIER THERA MARMINOS CH GERS;320780125
STB;2021;320000094;CH GERS;14;320785496;CMP CATTP ADULTES AUCH;320780125
STB;2021;320000102;CH CONDOM;04;320784549;USLD CH CONDOM;320780133
STB;2021;320000110;EPS LOMAGNE SITE DE FLEURANCE;04;;;320004310
STB;2021;320000128;CH GIMONT;04;320784952;USLD CH GIMONT;320780158
STB;2021;320000144;CHI LOMBEZ SAMATAN;04;320784036;USLD CHI LOMBEZ SAMATAN;320780174
STB;2021;320000151;CH DE MAUVEZIN;04;;;320780182
STB;2021;320000169;CH MIRANDE;04;;;320780190
STB;2021;320000177;CH NOGARO;04;320001092;USLD CH NOGARO;320780208
STB;2021;320000185;CH DE VIC FEZENSAC;04;;;320780216
STB;2021;320004328;HAD GERS CL PASTEUR;09;;;310000096
STB;2021;320004922;CENTRE HOSPIT D'AUCH - ANTENNE CONDOM;04;;;320780117
STB;2021;320780067;POLYCL DE GASCOGNE;09;;;320000052
STB;2021;320780109;CL PSY D'EMBATS;15;;;320000078
STB;2021;320780323;CENTRE PEDIATRIQUE ST JACQUES MPR;09;;;750810590
STB;2021;320784333;CRF ST BLANCARD;09;;;320000565
STB;2021;330000217;MAISON DE SANTE MARIE GALENE;09;;;330780347
STB;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;09;;;330780545
STB;2021;330000340;MSP BORDEAUX BAGATELLE;09;;;330780552
STB;2021;330000431;MONTALIER;05;330780784;MONTALIER - POLE DE SOINS SAINT-SELVE;330000431
STB;2021;330000431;MONTALIER;05;330782400;MONTALIER - UNITE DE SOINS DES GANTS;330000431
STB;2021;330000431;MONTALIER;05;330783978;MONTALIER - UNITE DE SOINS MARC BLANC;330000431
STB;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;04;;;330781204
STB;2021;330000571;CH DE LA HAUTE GIRONDE;04;330007980;EHPAD - USLD CH SAINT-NICOLAS BLAYE;330781220
STB;2021;330000589;CH SUD GIRONDE - SITE LANGON;04;;;330027509
STB;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;04;;;330027509
STB;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;04;;;330781253
STB;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;04;330798935;USLD CH STE-FOY-LA-GRANDE;330781261
STB;2021;330000639;CH CHARLES PERRENS;14;330021858;HOPITAL DE JOUR ADULTES L'ENTRETEMPS;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048018;ETAB. DE SANTE MENTALE DE MERIGNAC;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048059;CMP ADULTES-ENFANTS DE MERIGNAC;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048109;HOPITAL DE JOUR PSYCHIATRIE PERINATALE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048158;UNITE INTERSECT. GERONTO-PSYCHIATRIE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048208;CMP ADULTES DE CASTELNAU;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048299;CMP ADULTES DE TALENCE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048349;CMP ADULTES-ENFANTS DE PESSAC;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048398;CMP ADULTES D'EYSINES;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048448;CMP ADULTES DE BORDEAUX-NORD;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048489;CMP ADULTES BORDEAUX-CENTRE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048539;CMPI DE LA TESTE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048588;CMPI D'ANDERNOS;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048638;CMPI DE MERIGNAC;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330048729;CMPI DE BORDEAUX;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330055740;HOPITAL JOUR ADULTES VILLA ASPHODELE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330055757;CENTRE PSYCHOTHERAPEUTIQUE DE CAYCHAC;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330057332;CENTRE POUR ADOLESCENTS;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330060369;CH CHARLES PERRENS - SITE PELLEGRIN;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330061086;CMP ADULTES BIGANOS;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330061094;CMP ADULTES LESPARRE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330061102;CMP ADULTES ENTRETEMPS;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330061110;CMP ADULTES CAUDERAN;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330061128;CMP ENFANTS BIGANOS;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330061136;CMP ENFANTS CAYCHAC;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330062118;CMP ENFANTS TALENCE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330780644;CMP POUR ENFANTS BORDEAUX;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330783192;CMP POUR ENFANTS TALENCE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330783200;CMP POUR ENFANTS GRADIGNAN;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330783713;HOPITAL DE JOUR ENFANTS LA POMME BLEUE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330783754;HOPITAL JOUR ENFANTS CHATEAU HALLORAN;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330786369;CENTRE DE SANTE MENTALE DU MEDOC;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330791963;HOPITAL DE JOUR ENFANTS DE BIGANOS;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330792607;HOPITAL DE JOUR ADULTES LE SEUIL;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330793951;HOPITAL DE JOUR ADULTES L'HIPPOCAMPE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330795188;MAISON D'ARRÊT - SMPR;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330796202;HOPITAL DE JOUR ADULTES LA CERISAIE;330781287
STB;2021;330000639;CH CHARLES PERRENS;14;330802919;HOPITAL DE JOUR ADULTES LE MASCARET;330781287
STB;2021;330000647;C.H. DE CADILLAC;14;330042169;HOPITAL DE JOUR ENFANTS PODENSAC;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330042219;HOPITAL DE JOUR ADULTES CADILLAC;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330054933;EC. INTER-HOSP. LANGON CADILLAC;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330055534;CLINIQUE D'ORNON;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330058611;HOPITAL JOUR ADULTES;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330781311;HOPITAL DE JOUR ENFANTS L'ILE VERTE;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330781782;CMP BAZAS;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330781816;CMP BORDEAUX;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330781824;CMP LANGON;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330783846;CMP VILLENAVE D'ORNON;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330783853;CMP VILLENAVE;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330784000;CMP BELIN BELIET;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330784018;CMP PORTETS;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330785437;CENTRE DE SOINS SAINT-MAGNE;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330790023;HOPITAL DE JOUR ENFANTS LA DEMI LUNE;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330790080;HOPITAL DE JOUR ENFANTS LES BARIES;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330790098;HOPITAL DE JOUR ENFANTS BX BASTIDE;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330790106;HOP JOUR & NUIT ADULTES CENTUJEAN;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330791542;CMP CESTAS;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330802901;CLINIQUE DES GRAVIERES;330781295
STB;2021;330000647;C.H. DE CADILLAC;14;330803032;POLYCLINIQUE MEDICO-PSYCHO. BAZAS;330781295
STB;2021;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;05;330056276;CATTP ESTRAN;330000779
STB;2021;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;05;330781964;CENTRE MEDICO PSYCHO-SOCIAL;330000779
STB;2021;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;05;330781972;HOPITAL DE JOUR WILSON;330000779
STB;2021;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;05;330792565;SERVICE DU SOIR;330000779
STB;2021;330005182;USLD DU CENTRE DE SOINS PODENSAC;04;;;330792862
STB;2021;330024928;CENTRE DE REEDUCATION AVICENNE;09;;;330050899
STB;2021;330025958;HAD DES VIGNES ET DES RIVIERES;09;;;330025859
STB;2021;330057654;KORIAN LES FLOTS;09;;;310024732
STB;2021;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;04;;;330781253
STB;2021;330058504;CENTRE DE PSYCHIATRIE AMBULATOIRE-CPAC;15;;;330059825
STB;2021;330059106;SSR LE HILLOT;09;;;330781386
STB;2021;330060351;TIVOLI ONCOLOGIE;09;;;330059619
STB;2021;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;09;;;330804097
STB;2021;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;09;;;330060641
STB;2021;330780040;NOUVELLE CLINIQUE BEL AIR;09;;;330000027
STB;2021;330780081;CLINIQUE SAINT- AUGUSTIN;09;;;330000043
STB;2021;330780115;CLINIQUE TIVOLI-DUCOS;09;;;330000076
STB;2021;330780206;CLINIQUE D'ARCACHON;09;;;330000126
STB;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;09;;;330000134
STB;2021;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;09;;;330021429
STB;2021;330780289;HOPITAL DE JOUR L'OISEAU LYRE;15;;;330790809
STB;2021;330780297;CLINIQUE ANOUSTE;15;;;330000175
STB;2021;330780313;MAISON DE SANTE LES PINS;15;;;330000191
STB;2021;330780321;CLINIQUE BETHANIE;15;;;330000209
STB;2021;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;09;;;330000225
STB;2021;330780370;LES FONTAINES DE MONJOUS - SSR;09;;;750034589
STB;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;09;;;330000274
STB;2021;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;09;;;330000282
STB;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;09;;;330796392
STB;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;09;;;330000308
STB;2021;330780511;CLINIQUE SAINTE-ANNE;09;;;330000316
STB;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;09;;;330796392
STB;2021;330780537;HOPITAL PRIVE WALLERSTEIN;09;;;330000324
STB;2021;330780560;CENTRE DE SSR LA PIGNADA;09;;;330781386
STB;2021;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;15;330024829;CSMI RENOVATION - CATTP SUD MEDOC;330785072
STB;2021;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;15;330783242;CSMI RENOVATION - CMP BLANQUEFORT;330785072
STB;2021;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;15;330783267;CSMI RENOVATION - CMP EYSINES;330785072
STB;2021;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;15;330783275;CSMI RENOVATION - CMP LESPARRE MEDOC;330785072
STB;2021;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;15;330783283;CSMI RENOVATION - CMP PAUILLAC;330785072
STB;2021;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;15;330783291;CSMI RENOVATION - CMP SAINT-MEDARD;330785072
STB;2021;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;15;330793969;CSMI RENOVATION - CMP CASTELNAU MEDOC;330785072
STB;2021;330780719;KORIAN HAUTERIVE;09;;;310020383
STB;2021;330780750;CSSR LES LAURIERS;09;;;330056540
STB;2021;330780768;MAISON DE REPOS L'AJONCIERE;09;;;330780552
STB;2021;330780776;CLINIQUE LES HORIZONS;15;;;330056839
STB;2021;330781121;CHATEAU RAUZE - LADAPT;09;;;930019484
STB;2021;330781139;CRF LA TOUR DE GASSIES;09;;;330056540
STB;2021;330781154;KORIAN LES GRANDS CHENES;09;;;330055542
STB;2021;330781170;CENTRE READAPT PASTEUR - RENOVATION;15;330781162;CENTRE READAPT CAUDERAN - RENOVATION;330785072
STB;2021;330781170;CENTRE READAPT PASTEUR - RENOVATION;15;330781808;CENTRE READAPT SEGUEY - RENOVATION;330785072
STB;2021;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;15;;;330056540
STB;2021;330781337;HOPITAL XAVIER ARNOZAN - CHU;04;330800319;USLD HENRI CHOUSSAT;330781196
STB;2021;330781352;HOPITAL SAINT-ANDRE - CHU;04;;;330781196
STB;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;04;;;330781196
STB;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;09;;;330000670
STB;2021;330781626;CLINIQUE ROSE DES SABLES;09;;;920030269
STB;2021;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;15;;;330000480
STB;2021;330782582;POLYCLINIQUE JEAN VILLAR;09;;;330000928
STB;2021;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;15;;;330785072
STB;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;04;;;330781196
STB;2021;330783721;HOPITAL GARDEROSE;04;330008087;HOPITAL DE JOUR ADULTES LA MARGERIDE;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330008095;HOPITAL DE JOUR ADULTES CLE DES CHAMPS;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330008103;HOPITAL DE JOUR ADULTES LE MAGNOLIA;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330040569;HOPITAL DE JOUR ENFANTS AMAZONE;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062126;CMP ADULTES BLAYE;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062134;CMP ADULTES COUTRAS;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062142;CMP ENFANTS PUGNAC;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062159;CMP ADULTES SAINT-ANDRE;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062167;CMP ADULTES CASTILLON;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062175;CMP ENFANTS SAINTE FOY;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062183;CMP ADULTES SAINTE FOY;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330062191;CMP ENFANTS LIBOURNE;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330790882;HOPITAL DE JOUR POUR ENFANTS ROCHEREAU;330781253
STB;2021;330783721;HOPITAL GARDEROSE;04;330792391;HOPITAL DE JOUR POUR ENFANTS ST GIRONS;330781253
STB;2021;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;15;;;750005068
STB;2021;330791641;EHPAD - USLD LES ARBOUSIERS;09;;;330056540
STB;2021;330802752;CENTRE JEAN ABADIE - CHU;04;;;330781196
STB;2021;330802778;KORIAN CHÂTEAU LEMOINE;09;;;310020383
STB;2021;330804501;CENTRE HOSPITALIER DE BAZAS;04;;;330781212
STB;2021;340000025;INSTITUT ST PIERRE;09;;;340022722
STB;2021;340000033;CH BEZIERS;04;340796150;USLD CH BEZIERS;340780055
STB;2021;340000173;CH PEZENAS;04;;;340780451
STB;2021;340000181;CH ST PONS DE THOMIERES;04;;;340780469
STB;2021;340000215;CH LODEVE;04;340788678;USLD CH LODEVE;340780519
STB;2021;340000223;HOPITAL ST CLAIR HBT SETE;04;;;340011295
STB;2021;340000231;CH POLE DE SANTE DE LUNEL;04;340782697;USLD CH LUNEL;340780535
STB;2021;340000249;CH CLERMONT L'HERAULT;04;;;340780543
STB;2021;340000439;CENTRE ORTHOPEDIQUE MAGUELONE;09;;;340780881
STB;2021;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;09;;;340013028
STB;2021;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS;04;;;340780469
STB;2021;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;04;;;340780477
STB;2021;340009018;CL DU PIC ST LOUP;09;;;340008978
STB;2021;340009885;POLYCL CHAMPEAU;09;;;340009877
STB;2021;340010149;CL ST CLEMENT;15;;;340010099
STB;2021;340015502;CL DU MILLENAIRE;09;;;340000512
STB;2021;340015965;POLYCL ST PRIVAT;09;;;340000074
STB;2021;340016476;HAD BEZIERS HAD;09;;;340016468
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340016765;CMPEA HJ ANNE FRANCK BEZIERS;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340017854;UNITE CONSULTATIONS SOINS AMBULATOIRES;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340021724;CMP 11 SITE PERREAL BEZIERS;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340021732;CMP 10 SITE PERREAL BEZIERS;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340026806;CMPEA BEDARIEUX;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340782622;CENTRE PSYCHOTHERAPIE CAMILLE CLAUDEL;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340787191;CMP PSY ADULTES ST PONS DE THOMIERES;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340787282;CMPEA SAINT PONS;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340787308;CMP INFANTO JUVENILE PEZENAS;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340787316;CMPEA AGDE;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340787340;CMP ADULTES BEDARIEUX;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340787357;CMP ADULTES AGDE;340780055
STB;2021;340016732;HJ PSY ADULTES SITE PERREAL;14;340787829;CMP PSY ADULTES PEZENAS;340780055
STB;2021;340017771;SSR CH BEZIERS;04;;;340780055
STB;2021;340017839;ADENE HAD MONTPELLIER;09;;;340027937
STB;2021;340017847;HAD HOME SANTE 34;09;;;340018175
STB;2021;340019090;CRF BOURGES;09;;;340019082
STB;2021;340019603;GCS HELP;09;;;340019587
STB;2021;340021211;HAD CH BEZIERS;04;;;340780055
STB;2021;340022763;CHU MTP SMUR ANTENNE LUNEL;04;;;340780477
STB;2021;340022771;CHU MTP SMUR ANTENNE GANGES;04;;;340780477
STB;2021;340022979;POLYCL ST ROCH;09;;;340000306
STB;2021;340023258;GCS CENTRE SMR AMBRUSSUM;09;;;340023241
STB;2021;340024314;CL ST JEAN SUD DE FRANCE;09;;;340000272
STB;2021;340024512;SSR LES JARDINS DE SOPHIA;09;340789379;USLD LES JARDINS DE SOPHIA;340001825
STB;2021;340024546;CL PLEIN SOLEIL SITE MTP;09;;;340000405
STB;2021;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;04;;;340780477
STB;2021;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;04;;;340780477
STB;2021;340780121;CL LA PERGOLA;15;;;340000082
STB;2021;340780139;CL DU DR JEAN CAUSSE;09;;;340000090
STB;2021;340780147;POLYCL DES TROIS VALLEES;09;;;340000108
STB;2021;340780154;POLYCL PASTEUR;09;;;340000116
STB;2021;340780196;CRF LE VAL D'ORB;09;;;340798123
STB;2021;340780212;CRF STER LAMALOU LES BAINS;09;;;340796069
STB;2021;340780220;CH PAUL COSTE FLORET;04;;;340796358
STB;2021;340780253;MAISON DE REPOS LE COLOMBIER;09;;;340001387
STB;2021;340780436;HOPITAL ST LOUP HBT AGDE;04;340788629;USLD ST LOUP AGDE HBT;340011295
STB;2021;340780444;CH BEDARIEUX;04;340788595;USLD CH BEDARIEUX;340009893
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340020304;HJ PSY ADULTES UNITE GIGNAC;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340020320;HJ PSY ADULTE ARCEAUX VOLONTAIRES;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340020338;HJ PSY ADULTE PAVILLON 41 COLOMBIERE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340020346;HJ PSY ADULTES CMP CATTP CHAMPOLLION;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340020353;HJ PSY ADULTE LE CLOS DU MOULIN MEZE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340020361;HJ PSY ADULTE LA MAIRE COURNONTERRAL;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021286;HJ PSY ADULTES NEW FRESCO COLOMBIERE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021294;HJ PIJ VILLA LES 2 RUISSEAUX MTP;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021302;HJ PIJ VILLA ST GEORGES MTP;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021310;CMPEA HJ PIJ GIGNAC;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021633;CMP ADULTES UNITE GIGNAC;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021641;CMP ADULTE PAGNOL LUNEL;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021658;CMP ADULTE LE CLOS DU MOULIN MEZE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021674;CMP ADULTE MICHEL POMPIGNANE MTP;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340021708;CATTP GIGNAC;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340787035;HJ CMP CATTP PSY ADULTE HAUTS MASSANE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340787043;CMP CATTP ADULTE POINT DE REPERE MTP;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340787084;HJ PSY ADULTE LUNEL;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340787092;HJ PSY ADULTE LA CLARTE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340787118;HJ PSY ADULTE PUSSIN LODEVE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340787134;CMP CATTP ADULTE LODEVE;340780477
STB;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;04;340787225;CMPEA FERRADE LUNEL;340780477
STB;2021;340780568;CL DU SOUFFLE LA VALLONIE;09;;;340000256
STB;2021;340780642;CL BEAU SOLEIL;09;;;340785856
STB;2021;340780667;CL DU PARC;09;;;340000280
STB;2021;340780675;CL CLEMENTVILLE;09;;;340000298
STB;2021;340780717;CL ST LOUIS;09;;;340023225
STB;2021;340780725;CL VIA DOMITIA;09;;;340000330
STB;2021;340780741;POLYCL STE THERESE;09;;;340000348
STB;2021;340780758;CL RECH;15;;;340000355
STB;2021;340780766;CLINIQUE LA LIRONDE;15;;;920030269
STB;2021;340780782;CL STELLA;15;;;340000371
STB;2021;340780790;CL ST ANTOINE;15;;;340000389
STB;2021;340780816;CL MUTUALISTE JEAN LEON;09;;;340023209
STB;2021;340780857;CL LE CASTELET;09;;;340000421
STB;2021;340780931;CL ST MARTIN VIGNOGOUL;15;;;340000454
STB;2021;340781608;CL DU MAS DE ROCHET;09;;;340015171
STB;2021;340782002;CRF LA PETITE PAIX;09;;;340000629
STB;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;04;;;340780477
STB;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;04;;;340780477
STB;2021;340782481;CENTRE BELLEVUE CHU MONTPELLIER;04;;;340780477
STB;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;04;;;340780477
STB;2021;340787266;HJ PSY INFANTO JUVENILE HBT SETE;14;340015163;CMP CATTP LA PALANCA;340011295
STB;2021;340787266;HJ PSY INFANTO JUVENILE HBT SETE;14;340020585;HJ LA BARAQUETTE;340011295
STB;2021;340787266;HJ PSY INFANTO JUVENILE HBT SETE;14;340020593;HJ PSY INFANTO JUVENILE HBT FRONTIGNAN;340011295
STB;2021;340787266;HJ PSY INFANTO JUVENILE HBT SETE;14;340020601;HJ PSY INFANTO JUVENILE HBT MEZE;340011295
STB;2021;340787266;HJ PSY INFANTO JUVENILE HBT SETE;14;340020619;CMPEA PSY INFANTO JUVENILE MEZE;340011295
STB;2021;340787266;HJ PSY INFANTO JUVENILE HBT SETE;14;340020627;CMPEA PSY INFANTO JUVENILE SETE;340011295
STB;2021;340787266;HJ PSY INFANTO JUVENILE HBT SETE;14;340020635;CMPEA PSY INFANTO JUVENILE FRONTIGNAN;340011295
STB;2021;340789981;CL FONTFROIDE;09;;;340001866
STB;2021;340796051;USLD LES PERGOLINES HBT SETE;04;;;340011295
STB;2021;340796093;CRF STER ST CLEMENT DE RIVIERE;09;;;340796069
STB;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;04;;;340780477
STB;2021;340797596;CENTRE DU MELEZET;09;;;920030269
STB;2021;340798552;CENTRE CONVALESCENCE LE PECH DU SOLEIL;09;;;340798545
STB;2021;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;09;;;220020739
STB;2021;350000071;HOPITAL ARTHUR GARDINER;09;;;920028560
STB;2021;350000121;CHP SAINT GREGOIRE;09;;;350000303
STB;2021;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;09;;;350001137
STB;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;04;350000279;CH SAINT MALO SITE DU ROSAIS;350000022
STB;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;04;350005070;HDJ E RENAN;350000022
STB;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;04;350044228;HDJ CMP CATTP COMBOURG;350000022
STB;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;04;350045068;HDJ CMP CATTP DOL-DE-BRETAGNE;350000022
STB;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;04;350045076;HDJ CMP CATTP DINARD;350000022
