BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2021;400015236;GCS DU MARSAN;400015145;1;6;;;;;;;;;;6;;;1;;;15;;;1727;4908;6635;6120;;2;53;55;55;;0;0;0;0;;0;76;76;0;;131;3011;3142;1973;;2;75;77;71;
BLOCS;2021;400780342;CLINIQUE JEAN LE BON;400000196;1;3;0;0;0;0;0;1;0;0;;4;0;;1;;;7;;;782;6106;6888;4158;;0;10;10;10;;0;0;0;0;;1;75;76;0;;65;2679;2744;1836;;9;9;18;15;
BLOCS;2021;410000020;CH BLOIS SIMONE VEIL;410000087;2;8;2;1;1;0;0;0;0;0;0;9;3;0;1;1;0;12;2;0;4125;4164;8289;4553;;850;338;1188;419;;262;0;262;2;;28;0;28;20;;2124;1698;3822;1970;;15;49;64;4;
BLOCS;2021;410000046;CH ROMORANTIN-LANTHENAY;410000103;2;3;1;1;0;0;0;1;0;0;0;5;1;0;1;0;0;10;0;0;804;1478;2282;1927;;274;17;291;121;;0;0;0;0;;0;0;0;0;;376;678;1054;730;;1;7;8;0;
BLOCS;2021;410000202;POLYCLINIQUE BLOIS;410000319;1;8;1;1;1;1;;1;;2;;13;2;4;2;;1;24;;2;3203;6772;9975;8985;;220;38;258;214;;1;0;1;1;;286;58;344;290;;2289;5543;7832;6348;;16;87;103;55;
BLOCS;2021;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;1;5;1;1;1;;;1;;;;7;2;4;1;1;1;12;12;7;1854;3082;4936;4641;;388;24;412;141;;0;0;0;0;;7;26;33;0;;212;1199;1411;1186;;1;6;7;0;
BLOCS;2021;420000010;CH DE ROANNE;420780033;1;9;3;1;1;0;;1;;4;;15;4;;1;;;15;;;2939;3841;6780;4447;;902;125;1027;450;;241;1;242;23;;11;0;11;8;;1423;1096;2519;1480;;4;63;67;0;
BLOCS;2021;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;1;3;0;1;0;0;0;1;0;0;0;5;0;0;1;0;0;6;0;0;1679;2109;3788;3133;4068;602;54;656;252;10;0;1;1;0;0;6;0;6;0;0;571;1854;2425;1656;1221;1;4;5;2;131
BLOCS;2021;420000234;CH DE FIRMINY;420780652;1;4;;1;;;;1;;;;6;;;1;;;6;;;1687;1746;3433;2527;1707;731;124;855;366;10;97;2;99;0;0;7;0;7;1;0;733;1501;2234;1316;961;2;28;30;3;0
BLOCS;2021;420000267;CH DU FOREZ SITE DE FEURS;420013831;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;68;18;86;1;0;0;0;0;0;0;3;0;3;1;0;1;0;1;1;0;185;5;190;53;0;0;0;0;0;0
BLOCS;2021;420010050;CLINIQUE MUTUALISTE MFL SSAM;420787061;1;16;;;;1;;2;;;;19;;;2;;;24;;;6485;5802;12287;10116;;0;0;0;0;;36;0;36;5;;506;135;641;402;;2138;4475;6613;4586;;44;60;104;8;
BLOCS;2021;420010241;INSTITUT CANCEROLOGIE LUCIEN NEUWIRTH;420013492;;;;;;;;;;;;;;;;;;;;;208;76;284;17;;0;0;0;0;;0;0;0;0;;11;0;11;1;;118;3;121;29;;150;0;150;7;
BLOCS;2021;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;1;15;;1;;1;;2;;1;;20;;;1;;;30;;;9646;13463;23109;20860;;525;118;643;541;;1071;28;1099;791;;806;476;1282;1027;;2413;9866;12279;7331;;76;461;537;21;
BLOCS;2021;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420000135;2;11;2;0;0;0;0;1;1;0;0;12;3;;2;1;;18;3;;3488;11173;14661;11897;;0;0;0;0;;0;0;0;0;;4;107;111;0;;995;4307;5302;3675;;14;133;147;47;
BLOCS;2021;420780637;CH DU GIER - MCO;420002495;2;4;1;0;0;0;0;3;0;1;1;8;2;0;1;1;0;8;8;0;1160;2231;3391;2320;;384;44;428;152;;25;0;25;1;;3;0;3;0;;917;1712;2629;1575;;0;36;36;1;
BLOCS;2021;420782310;CLINIQUE DU RENAISON;420000853;1;7;7;0;;0;;2;;0;;9;7;;1;;;15;;;3303;5412;8715;7782;;3;12;15;15;;22;3;25;1;;170;168;338;204;;993;5754;6747;4533;;1;75;76;6;
BLOCS;2021;420782591;CLINIQUE NOUVELLE DU FOREZ;420000887;1;;;;;;;;;;;;;3;;;1;;;7;0;1432;1432;1185;;0;3;3;3;;0;0;0;0;;0;175;175;0;;0;1511;1511;945;;0;6;6;0;
BLOCS;2021;420785354;HOPITAL NORD - CHU42;420784878;6;28;2;3;2;10;3;6;1;;;47;8;;5;2;;34;11;;16591;9058;25649;18420;;2118;370;2488;1065;;4020;13;4033;199;;582;67;649;310;;5371;4660;10031;4620;;196;514;710;32;
BLOCS;2021;430000109;CLINIQUE BON SECOURS;430000372;1;4;;;;;;1;;;;5;;;1;;;7;;;1363;2242;3605;2888;;0;0;0;0;;0;0;0;0;;10;95;105;9;;1135;3518;4653;3573;;2;229;231;0;
BLOCS;2021;430000117;CH EMILE ROUX LE PUY;430000018;1;6;1;1;1;;;1;0;;;8;2;1;2;;1;14;;2;4708;4370;9078;7688;;751;98;849;358;;148;0;148;7;;131;160;291;138;;1514;2072;3586;2051;;2;11;13;0;
BLOCS;2021;430000190;CH DE BRIOUDE;430000034;1;3;0;;0;;0;1;0;;0;4;0;1;1;0;;6;0;;748;911;1659;1361;;0;0;0;0;;0;0;0;0;;1;0;1;1;;365;1176;1541;1072;;0;0;0;0;
BLOCS;2021;440000016;CH DE SAINT NAZAIRE;440000057;1;12;2;1;1;0;0;2;0;0;0;15;3;0;2;0;0;20;5;;5118;4599;9717;7466;;1703;390;2093;896;;1202;27;1229;5;;92;168;260;11;;2254;1140;3394;1086;;14;141;155;1;
BLOCS;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;3;31;3;1;1;4;1;3;0;2;0;41;5;1;7;2;0;58;10;0;23269;12045;35314;28924;2184;2881;1339;4220;1841;537;229;2;231;200;;743;181;924;361;433;5619;4685;10304;5780;;147;255;402;32;
BLOCS;2021;440000396;CH ERDRE ET LOIRE;440053643;1;3;1;1;;;;1;;;;5;1;;1;1;;6;2;;842;1854;2696;1613;;403;80;483;186;;1;0;1;0;;1;34;35;0;;222;861;1083;676;;1;2;3;0;
BLOCS;2021;440000404;CLINIQUE SAINTE MARIE;440000925;1;5;1;;;;;1;;;;6;1;0;1;1;;8;8;;1666;3772;5438;4904;;0;0;0;0;;0;0;0;0;;3;136;139;0;;245;2661;2906;1909;;0;2;2;1;
BLOCS;2021;440000412;CLINIQUE BRETECHE VIAUD;440000941;1;7;;2;;;;1;;;;10;;;2;;;15;;;5102;4328;9430;7945;24;1116;181;1297;490;0;1;0;1;0;0;3;270;273;1;0;124;897;1021;689;0;103;501;604;0;0
BLOCS;2021;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;1;0;;;;;;1;;;;1;;;;;;;;;7;0;7;3;;0;0;0;0;;0;0;0;0;;0;0;0;0;;113;1;114;0;;1;0;1;0;
BLOCS;2021;440000487;CLINIQUE UROLOGIQUE NANTES ATLANTIS;440001014;1;3;1;0;0;1;0;0;0;1;0;5;1;0;1;0;0;9;0;0;1739;2774;4513;4513;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1891;335;2226;2226;0;85;56;141;141;0
BLOCS;2021;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;1;0;1;1;0;0;1;0;0;0;3;1;0;1;1;0;3;3;0;224;193;417;227;0;351;84;435;187;0;51;0;51;0;0;2;0;2;0;0;479;629;1108;497;0;2;45;47;0;0
BLOCS;2021;440000883;HIC SEVRE ET LOIRE - VERTOU;440042141;0;0;;0;;0;;0;;0;;0;;;0;;;0;;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;5;0;5;0;;0;0;0;0;
BLOCS;2021;440001113;ICO - SITE GAUDUCHEAU;490017258;1;5;;;;1;;;;;;6;;;1;;;7;;;2664;3883;6547;3930;;0;0;0;0;;1;2;3;0;;42;19;61;4;;52;44;96;42;;166;21;187;0;
BLOCS;2021;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;0;0;0;;;;;;;;;0;0;;;;;;;;5;0;5;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;23;0;23;0;;0;0;0;0;
BLOCS;2021;440002020;POLYCLINIQUE DE L'EUROPE;440001386;1;6;6;;;;;1;1;;;7;7;;1;1;;14;14;;2799;11454;14253;12468;;0;0;0;0;;673;0;673;1;;248;240;488;416;;1067;4942;6009;4583;;7;163;170;2;
BLOCS;2021;440003291;CHU DE NANTES SITE SAINT JACQUES;440000289;0;0;0;;;;;;;;;0;0;0;;;;;;;0;28;28;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;252;252;0;;0;0;0;0;
BLOCS;2021;440017598;CHU DE NANTES SITE LAENNEC;440000289;3;12;2;0;0;4;0;0;0;0;0;16;2;;1;1;;12;1;;5036;446;5482;4500;59;1;0;1;1;;3374;197;3571;920;;1044;409;1453;899;;1992;707;2699;190;;22;134;156;0;
BLOCS;2021;440029338;CLINIQUE MUTUALISTE JULES VERNE;440053411;2;6;;1;;;;;;;;7;;;2;;;14;;;3383;3919;7302;6128;358;2280;716;2996;974;123;0;0;0;0;0;29;0;29;10;0;1800;766;2566;2149;1880;56;72;128;21;37
BLOCS;2021;440029379;CLINIQUE JULES VERNE;440000974;2;22;;;;1;;5;;1;;29;;;4;;;30;;;5561;26648;32209;28773;1261;0;0;0;0;;0;1;1;1;;93;476;569;146;;2139;16801;18940;12222;2969;19;148;167;53;7
BLOCS;2021;440033819;SANTE ATLANTIQUE;440006344;1;42;;2;;1;;;;;;45;;;3;;;59;;;15246;65981;81227;72723;;2223;361;2584;1233;;1;1;2;2;;593;714;1307;582;;5711;15565;21276;14822;;63;598;661;188;
BLOCS;2021;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;1;17;;;;5;;6;;;;28;;;4;;;59;;;12128;18355;30483;25080;3892;0;0;0;0;;3153;260;3413;2659;1;394;526;920;512;;3289;11882;15171;11161;5248;82;67;149;35;9
BLOCS;2021;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440053429;1;6;1;0;;1;;1;;1;;9;1;;2;2;;14;14;;3006;3242;6248;5125;;1;0;1;1;;1;0;1;0;;65;217;282;84;;2035;5187;7222;5764;;9;59;68;56;
BLOCS;2021;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;3;1;1;1;;;1;;;;5;2;;1;1;;9;2;;2510;1685;4195;3334;73;831;50;881;406;;45;0;45;0;;0;0;0;0;;1633;983;2616;1351;;1;68;69;42;
BLOCS;2021;450000070;CH PITHIVIERS;450000112;1;0;;0;;0;;1;;0;;1;;;1;;;4;;;2;1;3;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;73;638;711;485;;1;0;1;0;
BLOCS;2021;450000245;CLINIQUE L'ARCHETTE;450000542;1;10;;;;;;1;;;;11;;;1;;;15;;;4534;7107;11641;10758;;0;2;2;2;;0;0;0;0;;334;346;680;310;;739;5745;6484;4239;;8;51;59;15;
BLOCS;2021;450000294;ORELIANCE - REINE BLANCHE;450000591;1;0;0;0;0;3;1;0;0;0;0;3;1;;1;1;;2;2;;761;29;790;47;;0;0;0;0;;2310;6;2316;1882;;8;0;8;4;;304;0;304;115;;0;0;0;0;
BLOCS;2021;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;16;2;2;1;1;0;1;0;0;0;20;3;0;3;0;0;30;0;0;9025;4913;13938;10702;;3685;429;4114;1333;;1559;282;1841;41;;368;105;473;271;;4280;2039;6319;2700;;17;250;267;2;
BLOCS;2021;450010079;ORELIANCE - LONGUES ALLEES;450000195;1;2;0;1;1;16;3;2;1;0;0;21;5;;2;1;;38;14;;7449;29802;37251;32490;;179;52;231;224;;2;0;2;1;;155;114;269;170;;1510;7440;8950;6101;;4;47;51;32;
BLOCS;2021;450012968;CLINIQUE DE MONTARGIS;450001474;1;2;;;;1;;1;;1;;5;;;1;;;10;;;1022;3074;4096;3632;;0;0;0;0;;12;0;12;0;;0;0;0;0;;107;2087;2194;1403;;0;10;10;9;
BLOCS;2021;450021449;SITE JEANNE D'ARC GIEN - CHR ORLEANS;450000088;1;4;0;2;1;0;0;2;0;0;0;8;1;;1;;;10;;;1129;2388;3517;3011;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1434;3891;5325;3712;;0;4;4;4;
BLOCS;2021;460000045;CH FIGEAC SITE MAQUISARDS;460780083;1;4;1;;;;;1;;;;5;1;0;1;;0;6;;0;1471;1133;2604;2181;1208;1;0;1;1;;5;0;5;5;;0;0;0;0;;505;2144;2649;1465;111;1;11;12;0;
BLOCS;2021;460000102;CH JEAN COULON GOURDON;460780208;1;;;;;;;;;;;;;4;;;1;;;5;6;559;565;435;;0;1;1;0;;1;0;1;1;;0;3;3;0;;55;1490;1545;961;;0;4;4;4;
BLOCS;2021;460000110;CH JEAN ROUGIER CAHORS;460780216;5;7;;1;;;;3;;3;;14;;;1;;;9;;;2344;2209;4553;3733;161;377;139;516;313;3;100;0;100;41;0;2;0;2;0;0;1181;2276;3457;2321;1166;4;16;20;7;0
BLOCS;2021;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;3;12;1;1;1;3;1;3;;1;;20;3;;3;;;30;;;5201;9022;14223;11117;;85;55;140;132;;1371;178;1549;1239;;448;795;1243;675;;3304;8434;11738;7924;;9;144;153;15;
BLOCS;2021;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;2;6;1;1;1;;;2;1;;;9;3;;1;1;;14;2;;2912;2516;5428;4036;;465;123;588;421;;80;0;80;19;;13;316;329;9;;1476;1681;3157;1360;;1;191;192;1;
BLOCS;2021;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;5;1;1;;;;1;;;;7;1;;1;1;;12;12;;1884;2906;4790;3994;;337;74;411;229;;1;0;1;0;;2;0;2;2;;399;1440;1839;987;;0;4;4;0;
BLOCS;2021;470016049;GCS POLE DE SANTE DU VILLENEUVOIS;470016023;1;6;6;1;1;;;2;2;;;9;9;;1;;;12;;;2280;3222;5502;5155;;6;23;29;29;;66;0;66;25;;0;0;0;0;;835;4913;5748;2791;;1;4;5;4;
BLOCS;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;3;0;1;;1;;1;;;;6;0;;1;0;0;8;0;0;1251;876;2127;1880;;299;42;341;174;;17;0;17;0;;0;6;6;0;;311;736;1047;575;;2;26;28;0;
BLOCS;2021;480002948;HOPITAL LOZERE SITE GEVAUDAN;480780097;1;2;;;;;;1;;;;3;;0;1;;0;7;;0;149;1556;1705;1563;;0;0;0;0;;26;0;26;0;;4;53;57;0;;99;1461;1560;875;;0;0;0;0;
BLOCS;2021;490000049;CHR ANGERS SITE LARREY;490000031;5;28;4;2;2;2;2;8;1;0;0;40;9;2;5;2;0;66;18;0;15893;10317;26210;18681;7385;2707;816;3523;1331;332;2404;126;2530;801;3;1403;711;2114;329;4;5228;4682;9910;5505;7001;191;114;305;8;2412
BLOCS;2021;490000155;ICO - SITE PAUL PAPIN;490017258;1;3;;;;;;;;;;3;;;1;;;6;;;2154;2603;4757;2564;;1;0;1;1;;1;0;1;0;;13;0;13;3;;45;59;104;69;;12;0;12;0;
BLOCS;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;2;6;;;;2;;2;;1;;11;;;1;;;14;;;2283;3766;6049;5125;;0;0;0;0;;2088;112;2200;1749;;664;803;1467;1063;;789;5277;6066;4308;;1;45;46;18;
BLOCS;2021;490000635;CH DE CHOLET;490000676;3;5;1;2;2;2;;3;;1;;13;3;3;3;2;1;20;5;6;4583;3033;7616;5737;9121;1248;254;1502;615;35;202;0;202;4;0;196;240;436;160;0;2258;2917;5175;2949;2600;6;40;46;1;759
BLOCS;2021;490001765;CH DE SAUMUR;490528452;1;2;1;1;1;;;1;1;;;4;3;;1;1;;4;1;;443;639;1082;628;2119;598;101;699;311;0;33;0;33;0;0;0;0;0;0;;410;1007;1417;767;810;1;6;7;0;235
BLOCS;2021;490002037;POLYCLINIQUE DU PARC;490000890;1;10;;4;;0;;4;;0;;18;;;1;;;15;;;4724;9031;13755;11778;;141;60;201;191;;98;0;98;0;;127;390;517;99;;2188;5322;7510;5954;;9;32;41;37;
BLOCS;2021;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;490000627;1;7;;;;;;1;;;;8;;;1;;;14;;;2957;4443;7400;6189;3971;0;0;0;0;;0;0;0;0;;0;3;3;0;;698;4600;5298;3802;1414;3;11;14;8;
BLOCS;2021;490014909;CLINIQUE DE L'ANJOU;490008109;1;16;;1;1;1;;3;;;;21;1;;1;;;36;;;9648;17640;27288;24408;;528;145;673;651;;30;0;30;2;;29;112;141;22;;3770;8997;12767;9969;;5;113;118;25;
BLOCS;2021;490015906;CLINIQUE ST LEONARD;490000197;1;7;1;;;;;;;;;7;1;;1;1;;15;2;;6671;8959;15630;15208;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1;0;1;0;;1;81;82;1;
BLOCS;2021;490020245;CH HAUT ANJOU SITE SEGRE;530000025;;;;;;;;;;;;;;;;;;;;;15;0;15;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;10;0;10;3;;0;0;0;0;
BLOCS;2021;490540440;CENTRE DE LA MAIN;490004330;1;2;;;;;;;;;;2;;2;1;;1;4;;4;0;6839;6839;6080;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2021;500000021;CHAG - SITE AVRANCHES;500000054;1;5;1;1;1;;;2;;;;8;2;0;1;;0;12;;0;2753;1360;4113;3084;;799;74;873;337;;22;0;22;6;;2;0;2;1;;1841;1537;3378;2156;;1;1;2;1;
BLOCS;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;1;7;;;;;;2;;1;;10;;;1;;;12;;;2347;9480;11827;8826;;0;0;0;0;;0;0;0;0;;48;166;214;85;;609;2519;3128;2009;;39;13;52;13;
BLOCS;2021;500000187;CHPC - SITE CHERBOURG;500000013;2;4;1;2;2;;;;;;;6;3;;2;;;10;;;3404;1998;5402;3976;;1263;141;1404;486;;853;3;856;8;;12;0;12;6;;2063;1524;3587;1088;;2;1;3;0;
BLOCS;2021;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;1;4;;;;;;1;;;;5;;;1;;;7;;;1274;3753;5027;4587;233;0;0;0;0;;0;0;0;0;;0;29;29;0;;545;1327;1872;1488;1227;15;76;91;70;
BLOCS;2021;500000260;CHAG - SITE GRANVILLE;500000054;1;0;;;;;;1;;;;1;;3;;;1;;;4;128;650;778;607;;0;0;0;0;;2;0;2;2;;0;11;11;0;;98;3;101;4;;0;1;1;0;
BLOCS;2021;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;2;4;;;;;;1;;;;5;;;1;;;6;;;587;1995;2582;2032;;0;0;0;0;;0;0;0;0;;0;0;0;0;;232;1431;1663;1144;;2;58;60;8;
BLOCS;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;1;6;6;2;2;;;1;1;;;9;9;;1;1;;12;12;;4005;1987;5992;4112;;1147;128;1275;458;;253;1;254;26;;312;123;435;345;;940;891;1831;790;;7;15;22;0;
BLOCS;2021;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;1;0;;;;;;;;;;0;;0;;;;;;;129;43;172;3;;0;0;0;0;;0;0;0;0;;0;0;0;0;;58;0;58;1;;1;0;1;0;
BLOCS;2021;500002357;POLYCLINIQUE DU COTENTIN;500002233;1;2;;;;1;;1;;2;;6;;3;1;;1;10;;;2852;5205;8057;6811;;1;16;17;17;;0;0;0;0;;165;208;373;284;;785;2563;3348;2560;;5;57;62;59;
BLOCS;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;4;5;1;1;1;;;4;1;;;10;3;;1;;;7;;;2011;1748;3759;3060;3337;470;64;534;248;2;14;0;14;4;0;1;2;3;0;0;2377;2812;5189;2709;1687;8;47;55;42;133
BLOCS;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;1;13;13;;;;;;;;;13;13;;2;2;;23;23;;7557;17536;25093;23806;;0;0;0;0;;0;0;0;0;;6;46;52;2;;98;141;239;36;;12;980;992;0;
BLOCS;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;3;1;1;1;;;3;;;;7;2;;1;;;6;;;1171;910;2081;1638;43;366;88;454;244;;;;;;;;;;;;900;1007;1907;1049;;1;1;2;;
BLOCS;2021;510000243;CLINIQUE D'EPERNAY;510000573;1;4;1;0;0;0;0;1;1;0;0;5;2;0;1;0;0;8;0;0;911;3656;4567;3513;;0;4;4;4;;0;0;0;0;;0;6;6;0;;319;2409;2728;1624;;0;59;59;33;
BLOCS;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;;;;;;;1;;;;1;;;;;;;;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;84;5;89;0;;0;0;0;0;
BLOCS;2021;510000516;INSTITUT GODINOT;510000136;2;3;;;;;;1;;;;4;;;2;;;8;;;1423;1518;2941;1784;648;1;0;1;1;0;0;0;0;0;0;3;0;3;3;0;163;263;426;230;54;1;0;1;0;0
BLOCS;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;2;13;13;;;4;1;1;1;1;0;19;15;3;1;1;;16;10;;7286;5165;12451;9462;;6;1;7;7;;2360;12;2372;472;;792;173;965;534;;3773;1988;5761;2776;;93;111;204;41;
BLOCS;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;1;3;3;;;2;0;0;0;0;0;5;3;0;1;0;;5;0;;1280;1949;3229;2603;;0;0;0;0;;23;0;23;18;;6;3;9;5;;171;194;365;109;;1;15;16;0;
BLOCS;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;3;8;8;1;1;2;1;;;;;11;10;;2;1;;17;10;;6566;1622;8188;6601;;1455;327;1782;907;;19;0;19;3;;98;5;103;58;;1122;450;1572;371;;12;23;35;3;
BLOCS;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;1;13;2;2;2;3;1;5;;1;;24;5;;2;;;44;;;9857;9343;19200;16336;1518;1489;262;1751;977;45;2276;25;2301;1874;;724;782;1506;772;;6040;21193;27233;17881;3643;31;104;135;76;
BLOCS;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;0;0;2;2;0;0;0;0;0;0;2;2;;0;;;0;;;147;82;229;118;;468;53;521;191;;25;0;25;0;;0;0;0;0;;12;62;74;93;;0;7;7;0;
BLOCS;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;0;0;;;;;;;;;;0;;0;;;;;;;33;15;48;2;;0;0;0;0;;19;2;21;0;;0;0;0;0;;67;125;192;79;;0;0;0;0;
BLOCS;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;4;1;1;1;0;0;2;1;0;0;7;3;0;1;;;8;1;;2175;981;3156;2683;;649;33;682;310;;27;0;27;1;;39;18;57;34;;1011;1110;2121;1320;;11;106;117;49;
BLOCS;2021;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;1;5;1;1;1;;;1;;;;7;2;;1;;;8;;;1151;2435;3586;3070;;1;0;1;1;;215;0;215;0;;23;143;166;25;;377;270;647;539;;1;47;48;44;
BLOCS;2021;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;1;4;1;;;;;;;;;4;1;;1;;;6;;;976;2250;3226;2949;;1;0;1;1;;13;1;14;0;;1;1;2;2;;59;0;59;25;;0;0;0;0;
BLOCS;2021;520780180;CLINIQUE FRANCOIS 1ER;520000100;1;3;;;;;;1;;;;4;;;1;;;6;;;1189;2765;3954;3505;;0;0;0;0;;0;0;0;0;;33;33;66;29;;410;1966;2376;1539;;1;5;6;0;
BLOCS;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;5;1;1;1;;;1;;;;7;2;;1;;;12;;;1354;1586;2940;2444;;538;68;606;208;;4;0;4;1;;1;0;1;1;;721;2526;3247;2202;;4;22;26;12;
BLOCS;2021;530000173;CH DU NORD MAYENNE;530000074;2;5;1;1;1;0;0;1;0;0;0;7;2;;1;1;1;14;14;14;1128;1235;2363;1565;1115;444;81;525;252;0;49;0;49;0;0;0;0;0;0;0;521;1558;2079;1078;412;3;13;16;0;72
BLOCS;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;4;4;1;1;;1;;1;;;;7;1;;1;;;10;;;2334;3365;5699;4157;4200;900;211;1111;459;0;1495;13;1508;8;1;6;467;473;6;0;1084;2744;3828;1974;1028;16;73;89;1;566
BLOCS;2021;530031962;POLYCLINIQUE DU MAINE;530000975;1;8;;;;;;1;;;;9;;;1;;;11;;;3146;5088;8234;7225;;0;0;0;0;;0;0;0;0;;150;219;369;275;;1883;4897;6780;4894;;6;26;32;6;
BLOCS;2021;540000015;CHRU NANCY - MATERNITE;540023264;1;3;1;2;1;0;0;0;0;1;0;6;2;;1;;;7;;;619;1183;1802;1435;4;2402;473;2875;1209;86;2;0;2;0;;10;1;11;11;;117;347;464;412;;10;58;68;0;
BLOCS;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1;3;3;1;1;;;1;1;;;5;5;0;1;1;0;5;5;0;699;1737;2436;2182;1039;428;58;486;117;11;0;0;0;0;;0;0;0;0;;364;1880;2244;1398;199;0;21;21;2;6
BLOCS;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;2;;1;;;;1;;;;4;;;1;;;11;;;882;1119;2001;1318;3;198;38;236;128;;2;0;2;2;;0;0;0;0;;566;560;1126;748;;2;13;15;0;
BLOCS;2021;540000163;CHRU NANCY - CENTRE EMILE GALLE;540023264;1;7;;;;;;;;;;7;;0;1;;;20;;;4999;8378;13377;11774;7;0;0;0;0;;0;0;0;0;;2;0;2;2;;6;0;6;1;;0;0;0;0;
BLOCS;2021;540000361;CLINIQUE JEANNE D'ARC;540003928;1;5;0;0;;;;1;;;;6;0;;1;;;9;;;1152;3554;4706;4099;;0;0;0;0;;20;0;20;0;;0;71;71;0;;884;3937;4821;2294;;0;10;10;8;
BLOCS;2021;540000445;CLINIQUE AMBROISE PARE;540000890;2;1;;;;5;;;;;;6;;;2;;;9;;;748;831;1579;939;;0;0;0;0;;3083;226;3309;2712;;453;311;764;463;;29;0;29;7;;6;51;57;0;
BLOCS;2021;540000452;CLINIQUE SAINT ANDRE;540000908;3;9;0;0;0;0;0;1;0;0;0;10;0;0;1;0;0;16;0;0;2936;10105;13041;12663;1393;0;0;0;0;0;0;0;0;0;0;0;190;190;0;0;167;1457;1624;715;27;3;17;20;3;319
