BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;REAADU;15;5475;409;423;26;5181;12;43;45;;7;1.6;;1;0.5;28;3;30.38;17;3;18.49;;;;;1;0.8
REA;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SITOT;16;5840;1657;;;5065;;;;;;;;;;;;;;;;;;;;;
REA;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SURVADU;30;10950;1597;;;7523;;;;;22;8;;1;0.5;8;3;9.5;6;;6;;;;;;
REA;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;USIC;16;5840;1657;;;5065;;;;;16;10;;;;12;2;13;5;2;6.34;;;;;;
REA;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SURVADU;6;2190;342;;;1733;;;;;;;6;1;6.28;;;;6;8;6.37;;;;;;
REA;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SITOT;12;4380;1188;;;2851;;;;;;;;;;;;;;;;;;;;;
REA;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SURVADU;6;2190;445;;;1369;;;;;;;;;;5;;5;5;;5;;;;;;
REA;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;USIC;12;4380;1188;;;2851;;;;2;9;6.5;1;;1;12;;12;7;1;7.5;;;;;;
REA;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SURVADU;6;2190;379;;;1506;;;;;2;1.5;;1;0.41;11;1;11.8;4;;5.04;;;;;;
REA;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;SURVADU;8;2928;721;;;2598;;;;7;5;10;1;1;1;10;;10;2;;2.5;;;;2;;2
REA;2021;330781303;HIA ROBERT PICQUE;750821092;REAADU;9;3285;278;279;8;2231;56;45;41;10;7;8.86;1;0;1.5;23;2;24.11;12;3;13.9;0;0;0;2;0;2
REA;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;REAADU;8;2920;271;277;19;2703;27;39;7;4;;2.8;2;1;2.42;20;21;32.4;14;14;17.04;;;;3;6;4.7
REA;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SITOT;8;2917;743;;;2211;;;;;;;;;;;;;;;;;;;;;
REA;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SURVADU;6;2182;512;;;1849;;;;;;1.2;0;0;0;0;1;0.17;2;3;3.38;;;;1;3;1.9
REA;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;USIC;8;2917;743;;;2211;;;;;;0.39;;1;0.9;6;19;13.68;9;8;11.52;;;;4;3;5.2
REA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;AUTSI;5;2190;59;;;2021;;;;13;3;8.44;2;4;3.81;2;0;2;7;3;6.91;0;0;0;2;0;2
REA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAADU;82;29225;6365;7665;2719;25186;17;19;1001;21;1;19.63;4;3;5.96;203;52;200.83;127;39;135.64;;;;17;11;20.99
REA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAENF;6;2190;463;501;34;3631;27;;;11;;7.81;3;35;37.6;19;7;25.07;9;3;9.25;;;;3;3;5.75
REA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SITOT;21;7390;1490;;;6816;;;;;;;;;;;;;;;;;;;;;
REA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SIUNV;16;5200;1431;;;4795;;;;9;6;4.5;1;0;1;28;10;20.93;28;8;21.43;;;0;3;1;3.82
REA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVADU;56;21013;4811;;;12371;;;;8;;11.56;3;4;3.44;64;81;68.41;63;54;57.89;0;0;0;7;5;9.68
REA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVENF;10;3582;979;;;2794;;;;;;0.1;3;3;4.01;2;4;4.19;5;4;7.42;0;0;0;0;0;0
REA;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;REAADU;10;3650;361;365;8;3200;15;29;50;4;;4;;;;21;;14.43;13;;11.55;;;;;;
REA;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;SURVADU;2;730;34;;;423;;;;4;;4;;;;21;;14.43;13;;11.55;;;;;;
REA;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;AUTSI;26;7995;895;;;7862;;;;;;;2;1;2;4;51;48.95;15;19;26.3;;;;1;22;18.23
REA;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAADU;44;16060;2351;2596;183;16057;18;34;219;5;1;7.65;45;27;68.67;64;39;99.77;45;19;64.3;;;;5;17;15.6
REA;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAENF;8;2456;358;382;16;2393;13;;;9;;8.17;2;5;5.4;11;22;24.43;5;10;10.81;0;0;0;1;2;2.9
REA;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SITOT;52;17482;3562;;;16077;;;;;;;;;;;;;;;;;;;;;
REA;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SURVADU;47;14346;2254;;;14423;;;;19;2;13.67;1;3;2.64;10;103;112.19;25;49;68.83;;;;10;11;17.38
REA;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;USIC;26;9487;2667;;;8215;;;;;;1.7;1;7;5.93;1;48;48.73;0;51;42.43;0;0;0;1;6;6.38
REA;2021;340000033;CH BEZIERS;340780055;AUTSI;2;730;38;;;344;;;;;3;0.31;;;;;3;1;1;1;0.94;;;;;5;0.36
REA;2021;340000033;CH BEZIERS;340780055;REAADU;12;4380;626;629;27;4970;2;36;48;2;3;4.12;1;;0.54;26;4;28.37;23;1;19.71;;;;4;3;4.42
REA;2021;340000033;CH BEZIERS;340780055;SITOT;18;6570;1584;;;5552;;;;;;;;;;;;;;;;;;;;;
REA;2021;340000033;CH BEZIERS;340780055;SIUNV;8;2920;556;;;2407;;;;;4;0.95;;1;0.12;8;;7.96;4;4;5.41;;;;7;3;7.9
REA;2021;340000033;CH BEZIERS;340780055;SURVADU;6;2190;183;;;619;;;;2;1;1.5;;;;8;2;6.19;4;;5.44;;;;1;1;1.12
REA;2021;340000033;CH BEZIERS;340780055;USIC;8;2920;990;;;2801;;;;;5;1.96;;1;0.25;6;6;11.13;8;3;8.94;;;;3;1;1.89
REA;2021;340000207;ICM;340780493;AUTSI;4;1460;312;;;1383;;;;12;0;0.63;;1;0.24;14;1;6.68;8;2;4.28;;;;1;;0.72
REA;2021;340000207;ICM;340780493;SITOT;4;1460;312;;;1383;;;;;;;;;;;;;;;;;;;;;
REA;2021;340000207;ICM;340780493;SURVADU;4;1460;283;;;1330;;;;12;;0.63;;1;0.24;14;1;6.68;8;2;4.28;;;;1;;0.72
REA;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;REAADU;8;2920;319;327;9;3096;3;37;50;8;;2.88;1;;0.75;20;3;19.74;13;2;14.23;;;;2;1;2.76
REA;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SITOT;6;2190;635;;;1830;;;;;;;;;;;;;;;;;;;;;
REA;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SURVADU;4;1460;181;;;633;;;;7;;0.63;1;;0.15;6;2;5.31;3;1;3.28;;;;3;;0.5
REA;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;USIC;6;2190;635;;;1830;;;;4;;1;;;;;;;;;;;;;;;
REA;2021;340009885;POLYCL CHAMPEAU;340009877;SURVADU;4;1460;242;;;605;;;;;13;0.7;;1;0.5;13;;13;13;;13;;1;0.2;;;
REA;2021;340015502;CL DU MILLENAIRE;340000512;REAADU;16;5840;835;872;19;4050;7;38;75;17;;17;1;;1;31;;32.9;15;2;16.9;2;;2;2;;3.6
REA;2021;340015502;CL DU MILLENAIRE;340000512;SITOT;16;5840;1828;;;4739;;;;;;;;;;;;;;;;;;;;;
REA;2021;340015502;CL DU MILLENAIRE;340000512;SIUNV;6;2190;500;;;1670;;;;7;;7;1;;1;7;1;7.62;8;;9.4;1;;1;3;1;3.39
REA;2021;340015502;CL DU MILLENAIRE;340000512;SURVADU;20;7300;2035;;;4536;;;;17;;17;1;;1;15;1;16.6;14;2;16.2;1;;1;3;;2.2
REA;2021;340015502;CL DU MILLENAIRE;340000512;USIC;10;3650;1328;;;3069;;;;20;;20;1;;1;9;2;10.6;7;1;7.3;1;;1;2;;1.9
REA;2021;340015965;POLYCL ST PRIVAT;340000074;SURVADU;12;4380;912;;;3059;;;;;11;2;;1;0.5;12;2;13.4;7;;7;;;;2;;2
REA;2021;340022979;POLYCL ST ROCH;340000306;REAADU;4;1460;0;0;0;0;0;0;0;4;;1.5;;;;4;;4.81;4;;4.81;;;;;;
REA;2021;340022979;POLYCL ST ROCH;340000306;SURVADU;6;2190;598;;;1312;;;;24;;8.6;;1;0.3;6;;5.42;2;;2;;;;;;
REA;2021;340022979;POLYCL ST ROCH;340000306;SURVENF;4;1460;77;;;138;;;;5;;2.05;2;3;4.38;2;;1.47;;;;;;;;;
REA;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;REAADU;12;4380;522;528;9;4006;17;32;107;5;5;7;1;;1;22;8;27.7;13;8;17.3;;1;0.5;5;2;4.8
REA;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;SURVADU;12;4380;747;;;3706;;;;;;;;;;5;1;5.3;5;3;5.8;;;;2;2;2.5
REA;2021;340780642;CL BEAU SOLEIL;340785856;SURVADU;6;2190;318;;;1682;;;;1;;1;;;;6;;6;6;;6;;;;;;
REA;2021;340780667;CL DU PARC;340000280;AUTSI;6;2190;77;;;1336;;;;2;;2;0;0;0;;;;;;;0;0;0;0;0;0
REA;2021;340780667;CL DU PARC;340000280;REAADU;10;3650;329;344;21;3162;21;38;44;5;;5;1;0;1;31;1;33.5;14;2;16;0;1;0.25;1;0;1
REA;2021;340780667;CL DU PARC;340000280;SITOT;14;5110;689;;;4136;;;;;;;;;;;;;;;;;;;;;
REA;2021;340780667;CL DU PARC;340000280;SURVADU;54;19710;2166;;;12104;;;;7;;7;0;0;0;26;0;26;26;;26;0;2;1;1;0;1
REA;2021;340780667;CL DU PARC;340000280;USIC;8;2920;612;;;2800;;;;7;;7;1;0;1;13;;13;9;;9;0;0;0;0;0;0
REA;2021;340780675;CL CLEMENTVILLE;340000298;AUTSI;6;2190;361;;;1313;;;;;11;;1;1;0.77;7;2;8;2;;2.6;;;;2;;1.54
REA;2021;340780675;CL CLEMENTVILLE;340000298;SITOT;6;2190;361;;;1313;;;;;;;;;;;;;;;;;;;;;
REA;2021;340780675;CL CLEMENTVILLE;340000298;SURVADU;12;4380;443;;;3209;;;;;13;;;;0.33;4;;4;1;;1.3;;;;1;;0.77
REA;2021;340780717;CL ST LOUIS;340023225;SURVADU;5;1825;175;;;639;;;;;9;4.8;1;1;1.1;3;;3;1;1;1.1;;;;;1;0.3
REA;2021;340780741;POLYCL STE THERESE;340000348;SURVADU;4;1460;47;;;67;;;;4;;4;;;;6;;6;6;;6;;;;;;
REA;2021;340781608;CL DU MAS DE ROCHET;340015171;AUTSI;2;732;34;;;797;;;;1;1;0.65;;;;5;4;0.3;5;4;0.5;;1;0.05;6;7;0.16
REA;2021;340781608;CL DU MAS DE ROCHET;340015171;SITOT;2;732;34;;;797;;;;;;;;;;;;;;;;;;;;;
REA;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;AUTSI;32;11680;590;;;10584;;;;3;10;6.58;2;;1.83;46;;43;34;;33.27;;;;4;;3.4
REA;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;REAADU;20;7064;786;857;46;6275;29;37;48;5;24;9.76;4;;4;53;;49.88;31;;29.8;;;;3;1;1.47
REA;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SITOT;32;11680;590;;;10584;;;;;;;;;;;;;;;;;;;;;
REA;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SURVADU;18;6516;1514;;;5919;;;;;28;3.1;1;;0.32;24;;22.68;21;;19;;;;;1;0.7
REA;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;AUTSI;3;915;123;;;627;;;;;8;2.03;5;;4.6;25;;23.09;22;;21.49;;;;1;;0.5
REA;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;REAADU;16;5840;433;456;17;5271;9;45;28;9;5;9.04;3;;3;38;;35.74;22;;21.49;;;;1;;0.5
REA;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SITOT;19;6755;1459;;;6261;;;;;;;;;;;;;;;;;;;;;
REA;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SIUNV;16;5840;1336;;;5634;;;;;4;1.55;1;;1;23;;20.91;22;;21.41;;;;1;;0.5
REA;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SURVADU;22;7448;1707;;;6509;;;;;2;0.19;1;;1.07;31;;27.56;25;;24.9;;;;;;
REA;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;AUTSI;30;8825;1196;;;7457;;;;1;17;4.02;2;;2.01;46;;43.86;32;;27.07;;;;1;;0.67
REA;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;REAADU;34;13115;1363;1404;184;12966;17;37;60;12;16;14;10;;9.58;104;;101.16;77;;72.06;;;;4;1;4.31
REA;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SITOT;30;8825;1196;;;7457;;;;;;;;;;;;;;;;;;;;;
REA;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVADU;18;5488;663;;;4316;;;;;15;0.96;1;;0.5;15;;14.7;12;;11.91;;;;;;
REA;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVENF;8;2788;312;;;1753;;;;;15;1.5;10;1;9.5;4;;3.89;11;1;9.54;;;;;;
REA;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;AUTSI;22;8030;1036;;;6458;;;;;12;4.39;33;3;31.41;10;2;9.9;22;3;22.49;;;;2;2;2.8
REA;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAADU;16;5256;1024;1088;55;4864;24;37;60;;18;10.36;;;0.33;57;1;47.79;31;;26.72;;;;1;;0.09
REA;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAENF;4;1460;577;591;71;2122;41;;;;9;2.04;10;3;11.62;4;1;2.88;4;;4.26;;;;;;0.5
REA;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SITOT;37;13505;3011;;;11299;;;;;;;;;;;;;;;;;;;;;
REA;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SURVADU;8;2920;904;;;2026;;;;;10;0.76;;;;9;3;9.8;7;3;6.79;;;;;;
REA;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SURVENF;8;2052;227;;;766;;;;;;;4;3;5.38;;;;4;;3.98;;;;;;
REA;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;USIC;15;5475;1975;;;4841;;;;;8;1.18;;1;0.5;21;3;21.8;15;1;16.53;;;;;1;0.5
REA;2021;350000121;CHP SAINT GREGOIRE;350000303;REAADU;4;570;32;32;2;383;28;27;3;22;;1.48;;;;;4;2.73;;4;2.58;;;;;;
REA;2021;350000121;CHP SAINT GREGOIRE;350000303;SURVADU;16;5840;1701;;;4529;;;;31;;2;;;;10;8;20.02;11;8;19.46;;;;;;
REA;2021;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;SURVADU;6;2190;381;;;1436;;;;13;2;2.6;;;;8;2;2.6;6;2;2.6;;;;;;
REA;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;REAADU;14;5110;468;482;30;3378;12;41;25;;8;6.36;1;;1;20;16;29.12;9;20;18.56;;;;1;3;1.13
REA;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SITOT;14;5110;1350;;;3786;;;;;;;;;;;;;;;;;;;;;
REA;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SIUNV;6;2190;562;;;1739;;;;;7;0.61;;;;2;5;6.1;3;4;6.47;;;;2;1;1.38
REA;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SURVADU;2;730;344;;;823;;;;;8;1.6;;;;;12;5.57;;14;6.23;;;;;;
REA;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;USIC;8;2920;788;;;2047;;;;;8;1.39;;;;7;4;10.28;6;6;10.67;;;;;2;0.05
REA;2021;350000154;C.H FOUGERES;350000030;SURVADU;5;1825;411;;;1467;;;;0;9;0.55;0;1;0.2;6;5;9.67;4;3;6.68;0;0;0;0;3;0.57
REA;2021;350000162;CHIRC SITE REDON;350000048;SURVADU;4;1460;273;;;1085;;;;3;;1.38;1;;0.4;9;6;10.3;3;4;5.85;;;;1;;1
REA;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;SURVADU;5;1825;406;;;1258;;;;2;1;0.65;;;0.22;8;2;8.5;5;1;5.77;;;;;;
REA;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;SURVADU;5;1825;339;;;754;;;;8;;8;1;;1;;3;3;;;;;;;;;
REA;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;AUTSI;56;20125;2366;;;16539;;;;43;11;7.29;2;;2;71;15;77.09;50;12;53.77;;;;4;3;3.89
REA;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;REAADU;60;21128;3379;3685;174;22164;18;30;134;27;2;13.34;5;;4.22;123;16;140.61;72;9;82.13;;;;23;5;22.15
REA;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SITOT;86;31075;4928;;;26144;;;;;;;;;;;;;;;;;;;;;
REA;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SIUNV;10;3650;985;;;2860;;;;7;;1.43;;;;5;;3.29;5;1;6.09;;;;2;1;1.58
REA;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SURVADU;47;17155;3243;;;17535;;;;22;1;3.27;;;;13;2;16;7;2;10.5;;;;;;
REA;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;USIC;20;7300;1577;;;6745;;;;;;;1;;1.67;23;11;28.38;22;5;22.93;;;;2;;2.2
REA;2021;350005146;HOPITAL PRIVE SEVIGNE;350000733;SURVADU;12;4380;994;;;4008;;;;10;6;13;;2;0.26;11;5;14.7;8;;7.4;;;;;;
REA;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;AUTSI;6;2190;38;;;1807;;;;5;1;0.59;;;;;;;;;;;;;;;
REA;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;REAENF;6;2190;314;323;45;1695;15;;;14;8;6.03;3;6;8.79;11;1;11.08;7;5;11.59;;;;1;3;2.29
REA;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SITOT;6;2190;38;;;1807;;;;;;;;;;;;;;;;;;;;;
REA;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SURVENF;17;6205;1215;;;5899;;;;1;4;1.41;;;;;;;;;;;;;;;
REA;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;SITOT;12;4380;1334;;;3208;;;;;;;;;;;;;;;;;;;;;
REA;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;SURVADU;6;2190;408;;;1562;;;;;5;5;;1;0.2;;19;5.4;;14;5.4;;2;0.4;;7;0.4
REA;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;USIC;12;4380;1334;;;3208;;;;;19;19;0;1;0.3;;26;12.17;;13;4.6;;;;;2;0.25
REA;2021;360000129;CLINIQUE SAINT FRANCOIS;360000269;SURVADU;;;88;;;305;;;;;;;;;;;;;;;;;;;;;
REA;2021;360000137;CH CHATEAUROUX;360000053;REAADU;10;3650;255;265;12;3411;12;39;20;4;1;4.15;1;;1;28;3;31.22;24;1;24.57;;;;3;3;3.27
REA;2021;360000137;CH CHATEAUROUX;360000053;SITOT;9;3285;756;;;2832;;;;;;;;;;;;;;;;;;;;;
REA;2021;360000137;CH CHATEAUROUX;360000053;SURVADU;13;4745;1023;;;3836;;;;3;;1;;;;1;;1;1;;1;;;;1;1;1.3
REA;2021;360000137;CH CHATEAUROUX;360000053;USIC;9;3285;756;;;2832;;;;3;;1;;1;0.4;8;3;10.51;9;;9.01;;;;;4;0.2
REA;2021;360000160;CH DU BLANC;360000053;SURVADU;5;1825;278;;;1307;;;;2;;1;;;;;;;;;;;;;;;
REA;2021;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;SURVADU;4;1460;1;;;1;;;;3;;0.1;;;;;;;;;;;;;;;
REA;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;REAADU;10;3650;549;562;8;3441;18;33;55;25;;25;1;;0.5;19;2;18.67;12;1;12.93;4;;4;;;
REA;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;SITOT;19;6935;1681;;;6261;;;;;;;;;;;;;;;;;;;;;
REA;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;SURVADU;30;10950;2358;;;8014;;;;31;;31;1;;0.67;17;2;18.91;8;;7.47;1;;1;;;
REA;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;USIC;19;6935;1681;;;6261;;;;18;;18;1;;0.67;18;5;24.73;8;1;7.38;1;;1;;;
REA;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;AUTSI;2;730;27;;;551;;;;;;;;;;4;2;5.27;1;1;1.98;0;0;0;2;2;3.3
REA;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;REAENF;8;2920;452;479;16;2385;13;;;6;;5.5;6;0;5.67;16;7;19.39;8;6;11.42;0;0;0;4;2;4.85
REA;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;SITOT;2;730;27;;;551;;;;;;;;;;;;;;;;;;;;;
REA;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;SURVENF;14;5110;725;;;3389;;;;;;;5;3;5.84;9;6;12.85;10;10;15.42;0;0;0;3;1;2.55
REA;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;AUTSI;22;8030;848;;;6967;;;;0;;;2;0;1.25;27;14;31.68;13;11;17.77;0;0;0;3;1;1.47
REA;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;REAADU;47;17155;1091;1155;82;11993;20;34;28;11;;7.16;1;0;1.58;47;17;64.17;32;15;42.58;0;0;0;6;2;6.41
REA;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;SITOT;30;10950;2541;;;9716;;;;;;;;;;;;;;;;;;;;;
REA;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;SIUNV;8;2920;1693;;;2749;;;;1;;1;0;0;0;12;4;11.63;9;3;8.95;0;1;0.5;0;2;0.86
REA;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;SURVADU;24;8760;1602;;;7703;;;;;;;1;0;0.33;19;3;17.39;15;6;15.91;0;0;0;2;0;1.5
REA;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;USIC;;;0;;;0;;;;3;1;2.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;AUTSI;6;2190;503;;;1811;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;REAADU;34;12410;1414;1557;73;10657;14;34;75;1;;1;2;0;2.08;72;21;79.88;44;17;54.01;0;0;0;5;0;4.5
REA;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;SITOT;23;8395;2693;;;7922;;;;;;;;;;;;;;;;;;;;;
REA;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;SURVADU;16;5840;1987;;;9443;;;;2;;2;1;0;1;32;13;34.42;21;15;29.21;0;0;0;4;1;4.47
REA;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;USIC;17;6205;2190;;;6111;;;;4;1;2.17;1;0;1;22;13;25.71;12;6;15.54;0;0;0;2;3;5.88
REA;2021;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;SURVADU;16;5840;789;;;3872;;;;;;;1;;0.39;10;4;11.34;7;4;9.28;;;;2;1;0.69
REA;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;REAADU;10;3650;410;424;13;4029;6;42;38;6;;5.91;;1;0.5;25;5;24.35;11;4;14.51;;;;;;
REA;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;SITOT;6;2190;450;;;1287;;;;;;;;;;;;;;;;;;;;;
REA;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;SURVADU;6;2190;571;;;1894;;;;5;;2;;;;8;;6;5;;5;;;;1;;0.41
REA;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;SURVENF;4;1460;259;;;1325;;;;5;;3.3;6;;5.8;;;;4;;3;;;;;;
REA;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;USIC;6;2190;450;;;1287;;;;5;;3.3;;;;11;;10.38;7;;6.88;;;;1;;0.5
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;AUTSI;29;10585;533;;;8962;;;;2;6;4.6;3;;1.64;28;15;40.27;17;4;20.08;1;2;1.25;7;4;10.65
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;REAADU;57;20805;3414;3975;975;18471;19;33;204;24;16;33.89;3;;2.39;131;42;158.95;101;22;110.18;4;3;6.08;23;10;29.51
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;REAENF;8;2920;503;522;12;3276;31;;;6;9;7.5;12;6;16.9;9;3;10.63;8;6;12.29;;1;0.5;2;3;3.89
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;SITOT;54;20250;3424;;;17374;;;;;;;;;;;;;;;;;;;;;
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;SIUNV;9;3825;878;;;2782;;;;1;6;4.6;1;;0.42;11;2;10.71;9;3;10.42;;2;1.46;3;2;3.77
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;SURVADU;34;12410;3176;;;11844;;;;4;1;3.76;1;;1;32;15;47.91;24;11;34.97;;;0.53;4;5;8.92
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;SURVENF;10;3650;609;;;2362;;;;0;2;2;11;3;8.38;3;2;3.58;2;7;6.08;;;0.46;;;0.22
REA;2021;380000067;HOPITAL NORD - CHU38;380780080;USIC;16;5840;2013;;;5630;;;;4;3;5.57;;;;22;10;29.1;12;13;21.59;;;1;6;;5.32
REA;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;SITOT;9;3285;1045;;;2590;;;;;;;;;;;;;;;;;;;;;
