BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2021;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;1;7;3;4;128;0;;;;;;;1;1651;0;1;45;;;;115;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;;2;;0.5;0.5;0.15;1;;;1;
PALIA;2021;540001104;HOPITAL DE JOEUF (ASSPO);570027995;1;8;4;;33;0;;;;;;;1;69;2;;68;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;1;1;0.08;;0.13;;;;0.1;0.08
PALIA;2021;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;1;4;;;74;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;1;12;;;199;0;;;;;;;1;2999;0;2;0;;;;259;;109;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;1;3;3;0;3;2;1.5;0.7;0.2;1.5;1.5;0;1;0.9
PALIA;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;11;;;218;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;0;;;;;1;1;15;372;;;8;1;1811;26;6;119;0;119;0;625;0;10;166;;;1;10;;7;2;6;1;;;1;;2;;1;0.42;;0.8;9.46;;8.6;1.5;4.74;1;;1;2;;;1;2;1;;;;;;;;1.4;;0.2;1.6;;;1;1.6
PALIA;2021;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;8;2;0;127;0;;;;;;;1;2380;9;1;2253;2123;13;117;336;0;6;28;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;1;;;;;;;;;1;;0.05;0.62;;;0.43;0.4
PALIA;2021;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;1;3;0;0;104;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;1;8;3;;100;0;;;;;;;1;1590;8;5;227;117;33;77;463;;26;11;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;;2;;;;2;1;;0.03;3;;;1;0.8
PALIA;2021;560000127;CHBA SITE DE VANNES;560023210;1;7;0;0;122;0;;;;;;;1;2620;41;7;437;108;129;200;673;0;84;45;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;0;0;;0;0;2;;1;2;2;;1;1;1.8;;0.05;1.5;1.5;;0.53;0.7
PALIA;2021;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;12;;;290;0;;;;;;;1;1166;25;4;48;2;5;41;352;;118;63;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;1;1;1;1;;0;;;0;0;1.86;1.86;;1.79;;;1.04;0.4
PALIA;2021;560000143;CHCB- SITE KÉRIO;560014748;0;;;;;1;1;10;183;;;;1;966;10;1;32;;14;18;403;;9;0;;;1;6;;5;1;3;1;;;4;;4;;;0.55;;0.5;8.75;;7.79;0.53;0.5;;;;2;;;1;1;;;;;;;;;;;;1.8;;;0.5;0.25
PALIA;2021;560000184;CLINIQUE DES AUGUSTINES;560006017;0;;;;;1;1;10;156;;;20;0;;;;;;;;;;;;;;;1;;2;;0;5;5;;13;1;11;2;1;1.54;1.54;;8.12;0.99;8.04;0.45;0.03;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;5;0;0;100;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;1;2;0;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;1;6;;;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;560002222;1;4;4;;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;0;;;;;1;1;10;153;;;;0;;;;;;;;;;;;;;;4;;3;;;4;3;2;11;1;10;2;56;1.75;1.65;0.3;8.15;0.94;7.67;0.67;6.36;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;440042844;1;5;5;0;92;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;1;25;;;598;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;5;;;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;1;10;10;;67;0;;;;;;;1;0;21;5;485;131;162;192;269;0;0;41;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;1;;;;;;;;;;1;;1;;;;1;
PALIA;2021;570000109;NIDERVILLER - CRS SAINT LUC;570000034;1;2;2;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;5;;;60;0;;;;;;;1;990;;4;465;137;32;281;200;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;1;;;1;1;0.35;;0.05;1;;;0.5;0.2
PALIA;2021;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;1;7;;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000281;HOPITAL D'HAYANGE - CHR;570005165;1;2;;;1;1;1;20;359;;;;1;1902;25;23;220;136;50;34;962;0;3;4;5;2;;18;;17;2;3;;;1;3;;2;;1;3.08;1.06;0.86;18.86;;17.86;2;2.22;4;2;;2;;;1;2;;;;;;;;2;3.09;2;;2;;;1;2.68
PALIA;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;12;;;148;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;1;5;5;;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;1;3;0;0;58;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000596;HIA LEGOUEST;750821092;1;6;;;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;1;6;;;150;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;10;0;0;90;0;;;;;;;1;1108;12;2;50;5;2;0;336;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;1;1;3;;;;;0.5;0.5;0.3;2.72;;;0.53;
PALIA;2021;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;1;4;;;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;1;3;1;0;86;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;1;4;2;;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;;0.05;0.05;0.05;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;1;2;;;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570009670;HOPITAL ST MAURICE ASSPO;570027995;1;12;4;;172;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;21;;;124;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;580780138;POLYCLINIQUE DU VAL DE LOIRE;580000024;1;3;;;301;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;580972651;CH CHATEAU-CHINON;580780047;1;3;3;0;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;580972669;CH CLAMECY;580780070;1;1;0;0;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;1;3;0;0;6;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;580972685;CH DECIZE;580780096;1;4;;;45;0;;;;;;;1;1057;3;0;99;74;25;0;112;0;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;0.05;1;1;;;
PALIA;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;8;;;1;1;1;12;384;;;;1;3461;;;0;;;;609;4;;;;;;;;;;;2;1;;;;;;;1;0.5;;;;;;;;;;;;;;;2;1;;;;;;;0.99;0.5;;;;;;
PALIA;2021;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN;590053120;0;;;;;1;2;10;;147;0;8;1;24;28;0;755;0;755;0;211;0;42;33;1;1;0;6;5;8;0;1;1;1;1;2;0;1;1;1;1.6;1.6;0.4;6.74;5;8.26;0.5;1.5;0;0;0;1;1;0;0;0;2;2;1;1;1;0;1;1;0.8;0.8;0.1;1.9;1.9;0;0.5;0.2
PALIA;2021;590000121;CH SECLIN;590780227;1;6;3;0;64;0;;;;;;;1;3466;12;;307;0;307;;279;;14;14;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;;;;;;;;;;;1;;1;0.8;;1.93;;;0.5;
PALIA;2021;590000188;CLCC OSCAR LAMBRET LILLE;590780334;1;14;0;0;365;1;1;11;227;0;0;0;0;;;;;;;;;;;;3;2;2;7;5;4;;1;1;;;;;;2;;3.96;2.34;2;7;5;3.09;0.3;1;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590000337;CH DUNKERQUE;590781415;1;7;;;59;0;;;;;;;1;2140;14;;161;;161;;445;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;;;;;;1;1;;;1;;;1;0.8
PALIA;2021;590000428;CH CAMBRAI;590781605;1;6;;;105;0;;;;;;;1;5248;4;4;254;;;;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;2;;;;0.74;;;1;1
PALIA;2021;590000436;CH LE CATEAU;590781621;1;2;2;0;9;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590000469;CH FOURMIES;590781662;1;4;2;0;55;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;590000477;CH LE QUESNOY;590781670;1;5;2;0;125;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590000527;CH AVESNES;590781795;0;;;;;1;2;10;0;76;;0;1;12;15;7;124;21;30;73;59;0;8;2;1;;1;10;;8;1;3;1;;0;0;;1;0;0;0.7;;0.5;9.45;;7.86;0.5;1.01;1;;;;;;1;1;0;;;;;;0;1;0.5;;;;;;0.4;0.4
PALIA;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;1;7;;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590000592;CH DENAIN;590782165;1;6;3;0;158;0;;;;;;;1;2859;11;1;268;58;199;11;237;0;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;1;2;1;;1;1;0.4;;0.2;1.7;1.5;;0.5;0.56
PALIA;2021;590000618;CH VALENCIENNES;590782215;1;10;3;0;421;1;1;10;361;;;;1;4823;32;4;74;16;35;1;1015;;84;11;2;;;11;2;6;1;2;;;;0;;3;0;0;2;;;9.28;2;8.42;1;0.87;;;;2;2;;1;1;;;;0;;;0;1;;;;3.03;2;;1;0.8
PALIA;2021;590000691;CH WATTRELOS;590782439;1;2;;;68;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590000758;CH ARMENTIERES;590782637;1;3;0;0;2;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590000766;CH BAILLEUL;590782645;1;9;4;;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590000774;CH HAZEBROUCK;590782652;1;4;1;;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590001004;CH DOUAI DECHY;590783239;0;;;;;1;1;12;212;;;;1;3493;23;6;99;0;62;0;467;;65;14;2;;1;6;;8;;;1;;;3;;1;2;;2.23;;0.8;11.11;;10.62;1.69;0.28;1;;1;2;;;;;;;;;;;;;1;;0.2;2;;;;0.26
PALIA;2021;590001442;CH ZUYDCOOTE;590784245;0;;;;;1;2;10;;159;;;0;;;;;;;;;;;;1;;1;4;;9;;4;;;;7;;5;1;3;1;;1;8.09;;10;0.41;7;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;1;5;5;;33;0;;;;;;;1;1615;28;28;1690;;1690;;270;;41;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;;;2;;;;;;;;0.5;;;4;2;;;
PALIA;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;0;;;;;1;1;10;193;;;;0;;;;;;;;;;;;1;;;8;8;8;;1;;;;2;2;1;1;3;1;;;7.6;7.6;9.4;0.3;2.65;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590008041;POLYCLINIQUE VAUBAN;590008033;0;;;;;1;1;11;235;;;;0;;;;;;;;;;;;1;;1;6;2;4;1;;;;;1;;1;;4;1;;1;7.2;2;4.8;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590049565;MAISON MEDICALE JEAN XXIII;780020715;0;;;;;1;1;20;210;;;;1;15;37;12;1185;333;867;0;227;0;0;19;1;;1;5;;9;;;3;;;3;;6;1;;2.17;;1;7.5;;12.38;0.5;;;;;2;;;;;3;;;;;;1;;1.5;;;2;;;0.5;
PALIA;2021;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;1;4;;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;0;;;;;1;1;8;222;;;;0;;;;;;;;;;;;2;2;;6;;5;;;;;;3;;2;1;;2;2;;6.4;;5.2;0.5;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;1;10;4;;;0;;;;;;;1;911;;;0;;;;597;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;0.9;;;0.9;;;;
PALIA;2021;590782298;POLYCLINIQUE DU PARC;590000675;1;2;2;;9;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;1;8;;;70;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590782694;CTRE DE CONVALESCENCE PONT BERTIN;750034589;1;2;2;0;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590783171;CENTRE DE SSR LES ABEILLES;930019484;1;3;3;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590783189;UNITE GERONTOLOGIE ET SOINS DE SUITE;590004552;0;;;;;1;2;10;;80;;6;0;;;;;;;;;;;;;;;5;1;6;1;;5;4;2;0;;;;3;1.25;1.2;0.9;5;1;6;1;1.4;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590785374;CLINIQUE TEISSIER;620001834;1;7;0;0;190;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590786984;SSR FILIERIS ESCAUDAIN BOIS DE LA LOGE;750050759;1;2;2;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;1;4;0;0;112;1;1;10;189;;;16;1;3834;1;0;3;2;0;1;877;0;8;47;2;;0;1;;0;1;0;;;0;2;;0;0;1;1.9;;0;2.87;;0.27;1;0.8;2;;2;8;;11;0;2;2;;0;3;;0;1;2;2.9;;1.25;9.59;;9.74;0.5;3.12
PALIA;2021;590790473;SSR FILIERIS LALLAING PLAINE DE SCARPE;750050759;1;10;10;;28;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;0;;;;;1;2;5;0;24;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;1;2;2;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;1;2;;;4;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;1;3;;;;1;1;12;259;;;;1;;;;;;;;;;;;2;;1;9;;6;;;2;;1;8;;12;2;;4.04;;1.61;10.8;;9.2;1.48;;1;;;2;;;1;;;;;;;;;;0.9;;;2;;;0.2;
PALIA;2021;590801106;HOPITAL VICTOR PROVO;590782421;1;10;;;14;1;1;12;274;;;;1;1694;3;;0;;;;321;;;;2;;1;7;;6;;3;1;;;3;;3;1;1;1.96;;1;9.53;;8.75;0.3;2.74;1;;;1;;;;;;;;1;;;1;1;1;;;1.8;;;0.5;0.2
PALIA;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;0;;;;;1;1;12;369;0;0;0;1;5139;772;8;621;270;351;0;549;0;89;11;2;2;;8;;9;;;2;2;1;5;;2;2;4;2.33;2.33;0.5;9.5;;9.72;0.98;2.08;2;2;;1;;;;;2;2;1;1;;;1;1;1.33;1.33;0.1;1.5;;;0.5;0.5
PALIA;2021;590809703;CLINIQUE SAINT-ROCH;590004552;0;;;;;1;2;12;;177;;14;0;;;;;;;;;;;;;;;7;2;7;;;6;3;2;;;;2;6;2.17;1.46;1;7;2;7;1;1.7;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;1;4;4;;9;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;1;11;;;9;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;590817839;CLINIQUE DU VAL DE LYS;590053955;1;4;4;;93;0;;;;;;;0;;;;;;;;;;;;;;2;22;;29;;;11;;;5;;4;2;;6.2;;2;25.2;;30.8;1;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600000046;CH PONT-SAINTE-MAXENCE;600100127;1;3;3;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600000053;CH GHPSO SENLIS;600101984;1;4;;;0;1;1;12;178;;;;1;;;;;;;;;;;;;;;4;;6;1;1;2;2;;11;;10;1;7;1.7;1.7;;9.42;;9.36;1.03;2.9;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600000152;CH CHAUMONT-EN-VEXIN;600100572;1;2;0;0;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600000186;CH CLERMONT;600100648;1;2;;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600000194;CH BEAUVAIS;600100713;1;10;0;0;525;1;1;10;205;0;0;0;1;7782;20;14;746;115;453;178;979;;894;16;5;;1;8;;8;1;1;;;;;;1;;;3;;0.5;7.92;;8.75;0.16;0.5;1;;1;3;;;1;1;;;;;;;;;0.99;;0.25;2.87;;;0.65;0.5
PALIA;2021;600000285;CH CHICN NOYON;600100721;1;7;1;0;175;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;600000467;CH GHPSO CREIL;600101984;1;6;;;41;0;;;;;;;1;9362;23;7;454;14;440;0;360;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;;5;5;;;;1.57;1.57;;1.29;1.29;;1;1.01
PALIA;2021;600010094;SSR HL CRÈVECOEUR-LE-GRAND;600100580;1;3;3;0;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600100101;CH AP-HP LIANCOURT;750712184;0;;;;;0;;;;;;;1;17;0;0;0;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;;;;;;;;;0.03;0.03;;0.03;0.03;;;
PALIA;2021;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;1;4;;;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;600100184;CLINIQUE DU VALOIS;920033198;1;2;;;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
