BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2021;220000095;CTRE HOSPITALIER DINAN;220000046;SSR_A;;45;16425;;428;16199;41;0;
SSR;2021;220000095;CTRE HOSPITALIER DINAN;220000046;SSR_A50;1;6;;;;398;;0;
SSR;2021;220000095;CTRE HOSPITALIER DINAN;220000046;SSR_A59;1;39;;;;15801;;0;
SSR;2021;220000095;CTRE HOSPITALIER DINAN;220000046;SSR_TOT;;45;16425;;428;16199;41;0;0
SSR;2021;220000194;CHCB SITE PLEMET;560014748;SSR_A;;60;21900;6;487;18164;50;2139;
SSR;2021;220000194;CHCB SITE PLEMET;560014748;SSR_A51;1;40;;4;;9469;;1486;
SSR;2021;220000194;CHCB SITE PLEMET;560014748;SSR_A52;1;20;;2;;8695;;653;
SSR;2021;220000194;CHCB SITE PLEMET;560014748;SSR_TOT;;60;21900;6;487;18164;50;2139;0
SSR;2021;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;SSR_A;;27;9855;;297;9721;24;0;
SSR;2021;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;SSR_A50;1;27;;;;9721;;0;
SSR;2021;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;SSR_TOT;;27;9855;;297;9721;24;0;0
SSR;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;SSR_A;;80;26196;15;947;21033;11;3444;
SSR;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;SSR_A50;1;20;;;;6807;;0;
SSR;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;SSR_A51;1;15;;5;;3699;;2211;
SSR;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;SSR_A52;1;15;;5;;3086;;496;
SSR;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;SSR_A59;1;30;;5;;7441;;737;
SSR;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;SSR_TOT;;80;26196;15;947;21033;11;3444;0
SSR;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;SSR_A;;35;11447;;424;10891;0;0;
SSR;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;SSR_A50;1;7;;;;2406;;0;
SSR;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;SSR_A59;1;28;;;;8485;;0;
SSR;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;SSR_TOT;;35;11447;;424;10891;0;0;0
SSR;2021;220000467;LA MAISON DE VELLEDA;920030269;SSR_A;;116;42340;15;939;39898;125;3645;
SSR;2021;220000467;LA MAISON DE VELLEDA;920030269;SSR_A50;1;67;;;;16545;;0;
SSR;2021;220000467;LA MAISON DE VELLEDA;920030269;SSR_A51;1;20;;10;;10107;;2758;
SSR;2021;220000467;LA MAISON DE VELLEDA;920030269;SSR_A59;1;29;;5;;13246;;887;
SSR;2021;220000467;LA MAISON DE VELLEDA;920030269;SSR_TOT;;116;42340;15;939;39898;125;3645;0
SSR;2021;220000475;CENTRE SOINS DE SUITE LES CHATELETS;560006074;SSR_A;;100;36500;10;1026;29996;20;2519;
SSR;2021;220000475;CENTRE SOINS DE SUITE LES CHATELETS;560006074;SSR_A50;1;70;;5;;15025;;1764;
SSR;2021;220000475;CENTRE SOINS DE SUITE LES CHATELETS;560006074;SSR_A59;1;30;;5;;14971;;755;
SSR;2021;220000475;CENTRE SOINS DE SUITE LES CHATELETS;560006074;SSR_TOT;;100;36500;10;1026;29996;20;2519;0
SSR;2021;220000483;CHCB SITE LOUDEAC;560014748;SSR_A;;40;14600;;342;8754;7;0;
SSR;2021;220000483;CHCB SITE LOUDEAC;560014748;SSR_A50;1;20;;;;6954;;0;
SSR;2021;220000483;CHCB SITE LOUDEAC;560014748;SSR_A54;1;20;;;;1800;;0;
SSR;2021;220000483;CHCB SITE LOUDEAC;560014748;SSR_TOT;;40;14600;;342;8754;7;0;
SSR;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;SSR_A;;57;22630;22;750;15532;11;3308;
SSR;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;SSR_A50;1;40;;;;12605;;0;
SSR;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;SSR_A53;1;17;;12;;2927;;1603;
SSR;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;SSR_A55;1;;;10;;0;;1705;
SSR;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;SSR_TOT;;57;22630;22;750;15532;11;3308;0
SSR;2021;220000566;CHPP SITE LAMBALLE;220021968;SSR_A;;20;7300;;262;6448;2;0;
SSR;2021;220000566;CHPP SITE LAMBALLE;220021968;SSR_A50;1;20;;;;6448;;0;
SSR;2021;220000566;CHPP SITE LAMBALLE;220021968;SSR_TOT;;20;7300;;262;6448;2;0;0
SSR;2021;220000574;CHPP SITE QUINTIN;220021968;SSR_A;;20;7300;;183;4162;0;0;
SSR;2021;220000574;CHPP SITE QUINTIN;220021968;SSR_A50;1;20;;;;4162;;0;
SSR;2021;220000574;CHPP SITE QUINTIN;220021968;SSR_TOT;;20;7300;;183;4162;0;0;
SSR;2021;220000590;CENTRE HELIO MARIN;220000202;SSR_E;;;;15;0;0;0;3958;
SSR;2021;220000590;CENTRE HELIO MARIN;220000202;SSR_E50;1;;;15;;0;;3958;
SSR;2021;220000590;CENTRE HELIO MARIN;220000202;SSR_TOT;;;;15;0;0;0;3958;
SSR;2021;220001259;CENTRE HOSPITALIER TREGUIER;220005045;SSR_A;;50;18250;10;369;10102;5;1436;
SSR;2021;220001259;CENTRE HOSPITALIER TREGUIER;220005045;SSR_A59;1;50;;10;;10102;;1436;
SSR;2021;220001259;CENTRE HOSPITALIER TREGUIER;220005045;SSR_TOT;;50;18250;10;369;10102;5;1436;0
SSR;2021;220012884;CENTRE REEDUC TRESTEL;220000103;SSR_A;;80;28666;32;721;23404;74;6759;
SSR;2021;220012884;CENTRE REEDUC TRESTEL;220000103;SSR_A51;1;45;;18;;12318;;3623;
SSR;2021;220012884;CENTRE REEDUC TRESTEL;220000103;SSR_A52;1;35;;14;;11086;;3136;
SSR;2021;220012884;CENTRE REEDUC TRESTEL;220000103;SSR_E;;7;1785;15;309;1211;0;7087;
SSR;2021;220012884;CENTRE REEDUC TRESTEL;220000103;SSR_E51;1;6;;;;1164;;0;
SSR;2021;220012884;CENTRE REEDUC TRESTEL;220000103;SSR_E52;1;1;;15;;47;;7087;
SSR;2021;220012884;CENTRE REEDUC TRESTEL;220000103;SSR_TOT;;87;30451;47;1030;24615;74;13846;0
SSR;2021;220014708;CTRE SSRAA L'AVANCÉE;220017974;SSR_A;;29;10585;10;127;6403;15;1378;
SSR;2021;220014708;CTRE SSRAA L'AVANCÉE;220017974;SSR_A58;1;29;;10;;6403;;1378;
SSR;2021;220014708;CTRE SSRAA L'AVANCÉE;220017974;SSR_TOT;;29;10585;10;127;6403;15;1378;0
SSR;2021;220019061;SSR GERIATRIQUE;220000020;SSR_A;;30;10950;;416;9975;1;0;
SSR;2021;220019061;SSR GERIATRIQUE;220000020;SSR_A59;1;30;;;;9975;;0;
SSR;2021;220019061;SSR GERIATRIQUE;220000020;SSR_TOT;;30;10950;;416;9975;1;0;0
SSR;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;SSR_A;;39;14235;;344;7679;2;0;
SSR;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;SSR_A50;1;24;;;;7679;;0;
SSR;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;SSR_A59;1;15;;;;0;;0;
SSR;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;SSR_TOT;;39;14235;;344;7679;2;0;0
SSR;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;SSR_A;;27;9882;2;333;8513;5;60;
SSR;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;SSR_A50;1;2;;;;3303;;0;
SSR;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;SSR_A51;1;5;;;;4684;;0;
SSR;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;SSR_A59;1;20;;2;;526;;60;
SSR;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;SSR_TOT;;27;9882;2;333;8513;5;60;0
SSR;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;SSR_A;;33;12045;;322;8273;2;0;
SSR;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;SSR_A50;1;;;;;0;;0;
SSR;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;SSR_A59;1;33;;;;8273;;0;
SSR;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;SSR_TOT;;33;12045;;322;8273;2;0;0
SSR;2021;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;SSR_A;;10;3650;;16;1231;7;0;
SSR;2021;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;SSR_A50;1;;;;;0;;0;
SSR;2021;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;SSR_A58;1;10;;;;1231;;0;
SSR;2021;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;SSR_TOT;;10;3650;;16;1231;7;0;0
SSR;2021;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;SSR_A;;25;9125;;211;6380;126;0;
SSR;2021;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;SSR_A50;1;25;;;;6380;;0;
SSR;2021;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;SSR_TOT;;25;9125;;211;6380;126;0;0
SSR;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;SSR_A;;27;9855;;286;8530;9;0;
SSR;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;SSR_A50;1;27;;;;8530;;0;
SSR;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;SSR_TOT;;27;9855;;286;8530;9;0;0
SSR;2021;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;SSR_A;;131;47812;5;1687;35163;11;757;
SSR;2021;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;SSR_A50;1;14;;;;4603;;0;
SSR;2021;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;SSR_A53;1;73;;2;;19371;;292;
SSR;2021;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;SSR_A54;1;44;;3;;11189;;465;
SSR;2021;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;SSR_TOT;;131;47812;5;1687;35163;11;757;0
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_A;;57;20478;10;463;15777;36;2519;
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_A50;1;7;;;;314;;0;
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_A51;1;25;;5;;7340;;1357;
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_A52;1;25;;5;;8123;;1162;
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_E50;1;;;;;0;;0;
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_E51;1;;;;;0;;0;
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_E52;1;;;;;0;;0;
SSR;2021;230782617;CRRF ANDRE LALANDE;920028560;SSR_TOT;;57;20478;10;463;15777;36;2519;1
SSR;2021;240000091;C.H DE LANMARY;240000034;SSR_A;;120;43800;2;968;39010;95;257;
SSR;2021;240000091;C.H DE LANMARY;240000034;SSR_A50;1;26;;;;8379;;0;
SSR;2021;240000091;C.H DE LANMARY;240000034;SSR_A51;1;20;;1;;4319;;66;
SSR;2021;240000091;C.H DE LANMARY;240000034;SSR_A52;1;20;;1;;4247;;191;
SSR;2021;240000091;C.H DE LANMARY;240000034;SSR_A54;1;20;;;;7518;;0;
SSR;2021;240000091;C.H DE LANMARY;240000034;SSR_A59;1;34;;;;14547;;0;
SSR;2021;240000091;C.H DE LANMARY;240000034;SSR_TOT;;120;43800;2;968;39010;95;257;0
SSR;2021;240000174;CENTRE HOSPITALIER DE BELVES;240000042;SSR_A;;25;9125;;266;7173;6;0;
SSR;2021;240000174;CENTRE HOSPITALIER DE BELVES;240000042;SSR_A50;1;25;;;;7173;;0;
SSR;2021;240000174;CENTRE HOSPITALIER DE BELVES;240000042;SSR_TOT;;25;9125;;266;7173;6;0;0
SSR;2021;240000208;CLINIQUE PASTEUR;240000612;SSR_A;;30;10950;4;359;9909;5;46;
SSR;2021;240000208;CLINIQUE PASTEUR;240000612;SSR_A50;1;30;;4;;9909;;46;
SSR;2021;240000208;CLINIQUE PASTEUR;240000612;SSR_TOT;;30;10950;4;359;9909;5;46;
SSR;2021;240000273;CLINIQUE PIERRE DE BRANTOME;920030269;SSR_A;;58;21170;;492;19455;53;0;
SSR;2021;240000273;CLINIQUE PIERRE DE BRANTOME;920030269;SSR_A50;1;58;;;;19455;;0;
SSR;2021;240000273;CLINIQUE PIERRE DE BRANTOME;920030269;SSR_TOT;;58;21170;;492;19455;53;0;0
SSR;2021;240000307;CENTRE MEDICAL CHATEAU DE BASSY;330056540;SSR_A;;80;29120;;694;23932;41;0;
SSR;2021;240000307;CENTRE MEDICAL CHATEAU DE BASSY;330056540;SSR_A50;1;20;;;;5444;;0;
SSR;2021;240000307;CENTRE MEDICAL CHATEAU DE BASSY;330056540;SSR_A59;1;60;;;;18488;;0;
SSR;2021;240000307;CENTRE MEDICAL CHATEAU DE BASSY;330056540;SSR_TOT;;80;29120;;694;23932;41;0;0
SSR;2021;240000414;CENTRE HOSPITALIER DE DOMME;240000067;SSR_A;;21;7665;1;293;5114;2;47;
SSR;2021;240000414;CENTRE HOSPITALIER DE DOMME;240000067;SSR_A50;1;21;;1;;5114;;47;
SSR;2021;240000414;CENTRE HOSPITALIER DE DOMME;240000067;SSR_TOT;;21;7665;1;293;5114;2;47;
SSR;2021;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;240000075;SSR_A;;40;14600;;335;10422;19;0;
SSR;2021;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;240000075;SSR_A50;1;40;;;;10422;;0;
SSR;2021;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;240000075;SSR_TOT;;40;14600;;335;10422;19;0;0
SSR;2021;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;SSR_A;;20;7300;0;89;3020;7;0;
SSR;2021;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;SSR_A50;1;0;;0;;0;;0;
SSR;2021;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;SSR_A58;1;20;;0;;3020;;0;
SSR;2021;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;SSR_TOT;;20;7300;0;89;3020;7;0;0
SSR;2021;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;SSR_A;;28;10220;;222;7006;11;0;
SSR;2021;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;SSR_A50;1;8;;;;2647;;0;
SSR;2021;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;SSR_A59;1;20;;;;4359;;0;
SSR;2021;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;SSR_TOT;;28;10220;;222;7006;11;0;0
SSR;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SSR_A;;19;3525;12;79;2193;2;3213;
SSR;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SSR_A50;1;19;;;;2193;;0;
SSR;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SSR_A53;1;;;12;;0;;3213;
SSR;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SSR_A59;1;0;;;;0;;0;
SSR;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SSR_TOT;;19;3525;12;79;2193;2;3213;0
SSR;2021;240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;240000141;SSR_A;;40;14600;;320;12523;29;0;
SSR;2021;240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;240000141;SSR_A50;1;15;;;;3120;;0;
SSR;2021;240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;240000141;SSR_A59;1;25;;;;9403;;0;
SSR;2021;240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;240000141;SSR_TOT;;40;14600;;320;12523;29;0;0
SSR;2021;240000521;CENTRE HOSPITALIER CHENARD;240016055;SSR_A;;60;21900;;335;8882;9;0;
SSR;2021;240000521;CENTRE HOSPITALIER CHENARD;240016055;SSR_A50;1;50;;;;5729;;0;
SSR;2021;240000521;CENTRE HOSPITALIER CHENARD;240016055;SSR_A59;1;10;;;;3153;;0;
SSR;2021;240000521;CENTRE HOSPITALIER CHENARD;240016055;SSR_TOT;;60;21900;;335;8882;9;0;0
SSR;2021;240000661;MAISON REPOS ET CONVALESCENCE DE LOLME;240000281;SSR_A;;30;10950;;319;7772;5;0;
SSR;2021;240000661;MAISON REPOS ET CONVALESCENCE DE LOLME;240000281;SSR_A50;1;30;;;;7772;;0;
SSR;2021;240000661;MAISON REPOS ET CONVALESCENCE DE LOLME;240000281;SSR_TOT;;30;10950;;319;7772;5;0;0
SSR;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;SSR_A;;30;10950;;266;6570;4;0;
SSR;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;SSR_A50;1;5;;;;572;;0;
SSR;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;SSR_A59;1;25;;;;5998;;0;
SSR;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;SSR_TOT;;30;10950;;266;6570;4;0;
SSR;2021;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;SSR_A;;91;33215;10;932;28915;47;1824;
SSR;2021;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;SSR_A50;1;;;;;0;;0;
SSR;2021;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;SSR_A51;1;42;;3;;16082;;1074;
SSR;2021;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;SSR_A52;1;24;;3;;6141;;240;
SSR;2021;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;SSR_A53;1;20;;2;;5715;;96;
SSR;2021;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;SSR_A55;1;5;;2;;977;;414;
SSR;2021;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;SSR_TOT;;91;33215;10;932;28915;47;1824;1
SSR;2021;240008318;CENTRE DE SOINS LE VERGER DES BALANS;240002428;SSR_A;;12;4380;;143;3954;1;0;
SSR;2021;240008318;CENTRE DE SOINS LE VERGER DES BALANS;240002428;SSR_A50;1;;;;;0;;0;
SSR;2021;240008318;CENTRE DE SOINS LE VERGER DES BALANS;240002428;SSR_A59;1;12;;;;3954;;0;
SSR;2021;240008318;CENTRE DE SOINS LE VERGER DES BALANS;240002428;SSR_TOT;;12;4380;;143;3954;1;0;
SSR;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;SSR_A;;70;25550;12;456;10683;9;1104;
SSR;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;SSR_A50;1;;;;;0;;0;
SSR;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;SSR_A59;1;70;;12;;10683;;1104;
SSR;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;SSR_TOT;;70;25550;12;456;10683;9;1104;
SSR;2021;250000288;CAPIO CLINIQUE SAINT PIERRE PONTARLIER;250000643;SSR_A;;70;25550;5;449;15882;29;2007;
SSR;2021;250000288;CAPIO CLINIQUE SAINT PIERRE PONTARLIER;250000643;SSR_A59;1;70;;5;;15882;;2007;
SSR;2021;250000288;CAPIO CLINIQUE SAINT PIERRE PONTARLIER;250000643;SSR_TOT;;70;25550;5;449;15882;29;2007;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_A;;32;11680;12;183;11154;25;7480;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_A50;1;0;;0;;0;;0;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_A51;1;4;;2;;1240;;1515;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_A52;1;28;;10;;9914;;5965;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_E;;9;3285;3;111;1904;3;810;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_E50;1;0;;0;;0;;0;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_E51;1;3;;1;;770;;157;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_E52;1;6;;2;;1134;;653;
SSR;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;SSR_TOT;;41;14965;15;294;13058;28;8290;0
SSR;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;SSR_A;;22;8030;;321;6493;6;0;
SSR;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;SSR_A50;1;22;;;;6493;;0;
SSR;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;SSR_TOT;;22;8030;;321;6493;6;0;0
SSR;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;SSR_A;;28;10220;6;252;8345;9;581;
SSR;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;SSR_A50;1;28;;6;;8345;;581;
SSR;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;SSR_TOT;;28;10220;6;252;8345;9;581;0
SSR;2021;250000726;CH SAINT LOUIS ORNANS;250000478;SSR_A;;31;11315;0;208;6808;8;0;
SSR;2021;250000726;CH SAINT LOUIS ORNANS;250000478;SSR_A50;1;31;;0;;6808;;0;
SSR;2021;250000726;CH SAINT LOUIS ORNANS;250000478;SSR_TOT;;31;11315;0;208;6808;8;0;0
SSR;2021;250000734;CHI HAUTE COMTE SITE R SALINS MOUTHE;250000452;SSR_A;;7;2555;;135;3406;0;0;
SSR;2021;250000734;CHI HAUTE COMTE SITE R SALINS MOUTHE;250000452;SSR_A50;1;7;;;;3406;;0;
SSR;2021;250000734;CHI HAUTE COMTE SITE R SALINS MOUTHE;250000452;SSR_TOT;;7;2555;;135;3406;0;0;0
SSR;2021;250000759;CENTRE DE SOINS TILLEROYES;250000569;SSR_A;;147;42705;;678;38212;168;0;
SSR;2021;250000759;CENTRE DE SOINS TILLEROYES;250000569;SSR_A50;1;;;;;0;;0;
SSR;2021;250000759;CENTRE DE SOINS TILLEROYES;250000569;SSR_A59;1;147;;;;38212;;0;
SSR;2021;250000759;CENTRE DE SOINS TILLEROYES;250000569;SSR_TOT;;147;42705;;678;38212;168;0;
SSR;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;SSR_A;;80;27375;5;454;19386;60;2958;
SSR;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;SSR_A50;1;5;;;;18;;0;
SSR;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;SSR_A51;1;50;;2;;12256;;2169;
SSR;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;SSR_A52;1;25;;3;;7112;;789;
SSR;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;SSR_TOT;;80;27375;5;454;19386;60;2958;0
SSR;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;SSR_A;;120;46804;;1138;42905;84;0;
SSR;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;SSR_A50;1;;;;;0;;0;
SSR;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;SSR_A52;1;18;;;;6491;;0;
SSR;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;SSR_A59;1;102;;;;36414;;0;
SSR;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;SSR_TOT;;120;46804;;1138;42905;84;0;1
SSR;2021;250016003;CRCPFC LES HAUTS DE CHAZAL;250006335;SSR_A;;;;48;0;0;0;10680;
SSR;2021;250016003;CRCPFC LES HAUTS DE CHAZAL;250006335;SSR_A50;1;;;;;0;;0;
SSR;2021;250016003;CRCPFC LES HAUTS DE CHAZAL;250006335;SSR_A53;1;;;27;;0;;5304;
SSR;2021;250016003;CRCPFC LES HAUTS DE CHAZAL;250006335;SSR_A54;1;;;13;;0;;4347;
SSR;2021;250016003;CRCPFC LES HAUTS DE CHAZAL;250006335;SSR_A55;1;;;8;;0;;1029;
SSR;2021;250016003;CRCPFC LES HAUTS DE CHAZAL;250006335;SSR_TOT;;;;48;0;0;0;10680;
SSR;2021;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;SSR_A;;60;18360;45;323;10883;15;4895;
SSR;2021;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;SSR_A50;1;60;;40;;10883;;4894;
SSR;2021;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;SSR_A55;1;0;;5;;0;;1;
SSR;2021;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;SSR_TOT;;60;18360;45;323;10883;15;4895;0
SSR;2021;260000013;CH DE VALENCE;260000021;SSR_A;;59;16131;11;577;12219;1;681;
SSR;2021;260000013;CH DE VALENCE;260000021;SSR_A50;1;;;;;0;;0;
SSR;2021;260000013;CH DE VALENCE;260000021;SSR_A53;1;;;;;0;;0;
SSR;2021;260000013;CH DE VALENCE;260000021;SSR_A58;1;24;;3;;4451;;215;
SSR;2021;260000013;CH DE VALENCE;260000021;SSR_A59;1;35;;8;;7768;;466;
SSR;2021;260000013;CH DE VALENCE;260000021;SSR_TOT;;59;16131;11;577;12219;1;681;0
SSR;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;SSR_A;;30;10950;;396;7787;1;0;
SSR;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;SSR_A50;1;30;;;;7787;;0;
SSR;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;SSR_TOT;;30;10950;;396;7787;1;0;0
SSR;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;SSR_A;;46;15694;;511;14798;11;0;
SSR;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;SSR_A50;1;21;;;;7569;;0;
SSR;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;SSR_A59;1;25;;;;7229;;0;
SSR;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;SSR_TOT;;46;15694;;511;14798;11;0;0
SSR;2021;260000153;LADAPT CSSR LA BAUME D'HOSTUN;930019484;SSR_A;;0;7380;;93;2596;1;0;
SSR;2021;260000153;LADAPT CSSR LA BAUME D'HOSTUN;930019484;SSR_A50;1;0;;;;2596;;0;
SSR;2021;260000153;LADAPT CSSR LA BAUME D'HOSTUN;930019484;SSR_TOT;;0;7380;;93;2596;1;0;0
SSR;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;SSR_A;;61;18600;;684;15970;0;0;
SSR;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;SSR_A50;1;;;;;0;;0;
SSR;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;SSR_A54;1;61;;;;15970;;0;
SSR;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;SSR_TOT;;61;18600;;684;15970;0;0;0
