,adresse_code_insee,adresse_code_postal,adresse_distribution,adresse_gestion_acheminement,adresse_gestion_code_postal,adresse_gestion_distribution,adresse_gestion_format_postal,adresse_gestion_geo,adresse_gestion_libelle_voie,adresse_gestion_nom,adresse_gestion_pays,adresse_libelle_commune,adresse_libelle_voie,adresse_numero_voie,adresse_repetition,adresse_siege,adresse_type_voie,autorisation_publication_web,code_gestion,created_at,date_creation,date_declaration_dissolution,date_derniere_declaration,date_publication_creation,derniere_maj,dirigeant_civilite,email,groupement,id,id_association,id_ex_association,is_waldec,l1_adresse_import,l2_adresse_import,l3_adresse_import,nature,numero_reconnaissance_utilite_publique,objet,objet_social1,objet_social2,observation,position_activite,siret,site_web,source,telephone,titre,titre_court,updated_at
412,54528,54200,_,TOUL,54200,,,,3 Rue Chanzy,,FRANCE,Toul,Malpertuis,2,,C.E.L.T.,RUE,1,544S,2018-10-01T16:17:46.000Z,1948-12-23,,2015-11-02,1949-01-16,2015-11-05 10:42:13,PM,,S,4219654,W544000239,0544000329,true,,,,D,,L'etude de tout ce qui concerne l'archeologie l'histoire la geographie l'art la litterature l'histoire naturelle et en general tout ce qui peut contribuer a l'education populaire,010015,010010,,A,,,CERCLE D'ETUDES LOCALES DU TOULOIS,,CERCLE D'ETUDES LOCALES DU TOULOIS,CERCLE D'ETUDES LOCALES DU TOULOIS,2018-10-01T16:17:46.000Z
413,49007,49000,,,,,,,,,,ANGERS,,,,,,,491P,2018-09-23T09:59:54.000Z,0001-01-01,,,1967-08-02,2008-12-09 12:14:36,PM,,S,2480945,491P0491003798,0491003798,false,"9, rue grandet",,,D,,Developpement de l'enseignement publicDOSSIER ARCHIVE EN 2006 - ASS NON DISSOUTE - PAS D ACTIVITE DEPUIS 1967,015000,015025,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,2018-09-23T09:59:54.000Z
414,75111,75011,_,PARIS 11,75011,,,,10 RUE CHEVREUL,NOWAK CATHERINE,FRANCE,Paris,Chevreul,10,,,RUE,0,751P,2018-09-23T09:56:34.000Z,1947-06-13,,2018-02-27,1947-07-01,2018-05-30 10:44:24,PF,,S,1619834,W751014026,14026,true,,,,D,,contribuer a l'évolution de l'enseignement et de la formation conformément aux exigences d'une société démocratique,015035,000000,,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUES CRAP,CRAP,2018-09-23T09:56:34.000Z
415,75111,75011,_,PARIS 11,75011,,,,10 RUE CHEVREUL,,FRANCE,Paris,Chevreul,10,,,RUE,0,751P,2018-10-01T16:18:40.000Z,1947-06-13,,2018-02-27,1947-07-01,2018-08-29 20:09:08,PF,,S,4414785,W751014026,14026,true,,,,D,,contribuer a l'évolution de l'enseignement et de la formation conformément aux exigences d'une société démocratique,015035,000000,,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUES CRAP,CRAP,2018-10-01T16:18:40.000Z
416,49007,49000,,,,,,,,,,ANGERS,,,,,,,491P,2018-10-01T16:22:35.000Z,0001-01-01,,,1967-08-02,2008-12-09 12:14:36,PM,,S,5335312,491P0491003798,0491003798,false,"9, rue grandet",,,D,,Developpement de l'enseignement publicDOSSIER ARCHIVE EN 2006 - ASS NON DISSOUTE - PAS D ACTIVITE DEPUIS 1967,015000,015025,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,2018-10-01T16:22:35.000Z
417,17415,17100,,,,,,,,,,SAINTES,,,,,,,174S,2018-09-23T09:57:44.000Z,1967-10-14,,,1967-11-10,2005-03-30 03:56:41,PM,,S,1813997,174S0174001386,0174001386,false,Lyc'e agricole,,,D,,O,000000,000000,,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE DE SAINTES,,2018-09-23T09:57:44.000Z
418,17415,17100,,,,,,,,,,SAINTES,,,,,,,174S,2018-10-01T16:20:20.000Z,1967-10-14,,,1967-11-10,2005-03-30 03:56:41,PM,,S,4668406,174S0174001386,0174001386,false,Lyc'e agricole,,,D,,O,000000,000000,,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE DE SAINTES,,2018-10-01T16:20:20.000Z
419,44109,44000,,,,,,,,,,NANTES,,,,,,,442P,2018-09-23T09:59:37.000Z,0001-01-01,,,1967-01-15,2009-01-05 01:10:39,PM,,S,2391572,442P0442009628,0442009628,false,Centre regional de documentation pedagogique,"17, rue gambetta",,D,,Contribuer au developpement de l'enseignement public et a son adap-tation aux besoins actuels du pays...,015000,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,"CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUES, SECTION NANTAISE",,2018-09-23T09:59:37.000Z
420,44109,44000,,,,,,,,,,NANTES,,,,,,,442P,2018-10-01T16:22:16.000Z,0001-01-01,,,1967-01-15,2009-01-05 01:10:39,PM,,S,5245941,442P0442009628,0442009628,false,Centre regional de documentation pedagogique,"17, rue gambetta",,D,,Contribuer au developpement de l'enseignement public et a son adap-tation aux besoins actuels du pays...,015000,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUE,,"CERCLE DE RECHERCHE ET D'ACTION PEDAGOGIQUES, SECTION NANTAISE",,2018-10-01T16:22:16.000Z
421,72181,72000,_,LE MANS,72000,,,,16 rue du Chêne Vert,,FRANCE,Le    Mans,du Chêne Vert,16,,,RUE,0,723P,2018-09-23T09:54:49.000Z,1972-11-10,,2018-06-07,1972-12-02,2018-06-13 10:03:46,PM,association@maine-et-perche-genealogie.org,S,1197878,W723003798,0723003323,true,,,,D,,"etude de la généalogie dans le cadre géographique des anciennes provinces du maine et du perche au moyen de publications, conférences, expositions.",010017,007035,Reprise  =>  date ag=0000-00-00,A,37852554700022,,CERCLE GENEALOGIQUE DE MAINE ET PERCHE,0243238346,CERCLE GENEALOGIQUE DE MAINE ET PERCHE,CERCLE GENEALOGIQUE DE MAINE ET PER...,2018-09-23T09:54:49.000Z
422,72181,72000,_,LE MANS,72000,,,,16 rue du Chêne Vert,,FRANCE,Le    Mans,du Chêne Vert,16,,,RUE,0,723P,2018-10-01T16:16:58.000Z,1972-11-10,,2018-06-07,1972-12-02,2018-06-13 10:03:46,PM,association@maine-et-perche-genealogie.org,S,4047446,W723003798,0723003323,true,,,,D,,"etude de la généalogie dans le cadre géographique des anciennes provinces du maine et du perche au moyen de publications, conférences, expositions.",010017,007035,Reprise  =>  date ag=0000-00-00,A,37852554700022,,CERCLE GENEALOGIQUE DE MAINE ET PERCHE,0243238346,CERCLE GENEALOGIQUE DE MAINE ET PERCHE,CERCLE GENEALOGIQUE DE MAINE ET PER...,2018-10-01T16:16:58.000Z
423,53130,53000,,,,,,,,,,LAVAL,,,,,,,532P,2018-09-23T09:59:11.000Z,0001-01-01,,,1989-12-27,2008-06-23 06:27:51,PM,,S,2260378,532P0532003527,0532003527,false,"28, rue henri de gisors",,,D,,"Cette association a pour but les recherches genealogiques ,la miseen valeur du patrimoine historique de laval et de la mayenne a travers les documents d'archives ,publications,conferences, expositions",006000,010017,reprise auto => date publication création au JO à vérifier,D,,,CERCLE GENEALOGIQUE DE MAINE ET PERCHE,,CERCLE GENEALOGIQUE MAINE ET PERCHE-SECTION DE LAVAL ET DE LA MAYENNE,,2018-09-23T09:59:11.000Z
424,53130,53000,,,,,,,,,,LAVAL,,,,,,,532P,2018-10-01T16:21:50.000Z,0001-01-01,,,1989-12-27,2008-06-23 06:27:51,PM,,S,5114771,532P0532003527,0532003527,false,"28, rue henri de gisors",,,D,,"Cette association a pour but les recherches genealogiques ,la miseen valeur du patrimoine historique de laval et de la mayenne a travers les documents d'archives ,publications,conferences, expositions",006000,010017,reprise auto => date publication création au JO à vérifier,D,,,CERCLE GENEALOGIQUE DE MAINE ET PERCHE,,CERCLE GENEALOGIQUE MAINE ET PERCHE-SECTION DE LAVAL ET DE LA MAYENNE,,2018-10-01T16:21:50.000Z
425,38185,38100,_,ECHIROLLES,38130,,,,3 ALLÉE DE GASCOGNE,Grunwald Catherine,FRANCE,Grenoble,Berthe de Boissieux,6 bis,,Maison des Associations,RUE,0,381P,2018-09-23T09:55:58.000Z,1980-08-04,,2018-06-19,1980-08-15,2018-06-21 15:20:14,PF,,S,1472943,W381000217,0381010505,true,,,,D,,"Développer l'information sur les problèmes internationaux notamment sur la vie sociale économique culturelle des différents peuples, et de lutter contre le racisme et les différentes formes de discritimation raciale et cela par le moyens d'un centre de documentation, de dossier de presse et d'information, d'expositions, de débats publics...",003040,003000,reprise auto => date publication création au JO à vérifier,A,,,CENTRE D'INFORMATION INTER-PEUPLES,0476875979,CENTRE D'INFORMATION INTER PEUPLES C.I.I.P.,C.I.I.P.,2018-09-23T09:55:58.000Z
426,38185,38100,_,ECHIROLLES,38130,,,,3 ALLÉE DE GASCOGNE,Grunwald Catherine,FRANCE,Grenoble,Berthe de Boissieux,6 bis,,Maison des Associations,RUE,0,381P,2018-10-01T16:18:14.000Z,1980-08-04,,2018-06-19,1980-08-15,2018-06-21 15:20:14,PF,,S,4322948,W381000217,0381010505,true,,,,D,,"Développer l'information sur les problèmes internationaux notamment sur la vie sociale économique culturelle des différents peuples, et de lutter contre le racisme et les différentes formes de discritimation raciale et cela par le moyens d'un centre de documentation, de dossier de presse et d'information, d'expositions, de débats publics...",003040,003000,reprise auto => date publication création au JO à vérifier,A,,,CENTRE D'INFORMATION INTER-PEUPLES,0476875979,CENTRE D'INFORMATION INTER PEUPLES C.I.I.P.,C.I.I.P.,2018-10-01T16:18:14.000Z
427,86194,86000,_,POITIERS,86000,,CESCM,,24 rue de la Chaine,,FRANCE,Poitiers,de la Chaine,24,,CESCM,RUE,0,863P,2018-09-23T09:50:19.000Z,2005-02-16,,2017-09-27,2005-04-09,2018-03-29 20:00:02,PF,,S,210540,W863002454,0863013028,true,,,,D,,REGROUPER ET RASSEMBLER LES ETUDIANTS DU CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE (ETUDIANTS EN MASTER PREMIERE ET DEUXIEME ANNEE ET LES DOCTORANTS) ET A FAVORISER LA COHESION DEVELOPPER LES RELATIONS ENTRE ETUDIANTS PROFESSEURS PROFESSI,015065,000000,,A,,,CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,,JANUA ASSOCIATION DES ETUDIANTS DU CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,JANUA ASSOCIATION DES ETUDIANTS DU ...,2018-09-23T09:50:19.000Z
428,86194,86022,BP 603_,Poitiers Cedex,86022,BP 603,,,24  rue de la Chaîne,,FRANCE,Poitiers Cedex,de la Chaîne,24,,,RUE,0,863P,2018-09-23T09:50:41.000Z,2008-11-21,,2008-11-21,2008-12-06,2009-01-09 09:23:29,PM,,S,319378,W863003257,,true,,,,D,,"réunir les enseignants, chercheurs et étudiants de toutes nationalités qui sont venus enseigner ou étudier à Poitiers pendant l'année universitaire, pour la session d'été ou en tant que professeur invité, et plus généralement, à toutes les personnes qui s'intéressent aux travaux et aux activités du CESCM",015010,015070,,A,,,CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,,SOCIETE DES AMIS ET ANCIENS ELEVES DU CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,SOCIETE DES AMIS ET ANCIENS ELEVES DU,2018-09-23T09:50:41.000Z
429,86194,86000,_,POITIERS,86000,,CESCM,,24 rue de la Chaine,,FRANCE,Poitiers,de la Chaine,24,,CESCM,RUE,0,863P,2018-10-01T16:12:28.000Z,2005-02-16,,2017-09-27,2005-04-09,2018-03-29 20:00:02,PF,,S,3059171,W863002454,0863013028,true,,,,D,,REGROUPER ET RASSEMBLER LES ETUDIANTS DU CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE (ETUDIANTS EN MASTER PREMIERE ET DEUXIEME ANNEE ET LES DOCTORANTS) ET A FAVORISER LA COHESION DEVELOPPER LES RELATIONS ENTRE ETUDIANTS PROFESSEURS PROFESSI,015065,000000,,A,,,CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,,JANUA ASSOCIATION DES ETUDIANTS DU CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,JANUA ASSOCIATION DES ETUDIANTS DU ...,2018-10-01T16:12:28.000Z
430,86194,86022,BP 603_,Poitiers Cedex,86022,BP 603,,,24  rue de la Chaîne,,FRANCE,Poitiers Cedex,de la Chaîne,24,,,RUE,0,863P,2018-10-01T16:12:56.000Z,2008-11-21,,2008-11-21,2008-12-06,2009-01-09 09:23:29,PM,,S,3168028,W863003257,,true,,,,D,,"réunir les enseignants, chercheurs et étudiants de toutes nationalités qui sont venus enseigner ou étudier à Poitiers pendant l'année universitaire, pour la session d'été ou en tant que professeur invité, et plus généralement, à toutes les personnes qui s'intéressent aux travaux et aux activités du CESCM",015010,015070,,A,,,CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,,SOCIETE DES AMIS ET ANCIENS ELEVES DU CENTRE D'ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE,SOCIETE DES AMIS ET ANCIENS ELEVES DU,2018-10-01T16:12:56.000Z
431,38131,38138,_,VIENNE,38200,,,,IMPASSE DU BOIS DE L'ISLE,,FRANCE,Les Côtes-d'Arey,du bois de l'isle,,,,IMP,0,383S,2018-09-23T09:55:05.000Z,2003-06-23,,2015-12-07,1901-07-01,2015-12-09 09:01:02,PM,,S,1262897,W383000616,0383002022,true,,,,D,,"ANCREE A GAUCHE, DIFFUSION DS TOTALITE DES COMMUNES DE LA COMMUNAUTE D'AGGLOMERATION DU PAYS VIENNOIS ET EN PARTICULIER A VIENNE D'UN JOURNAL D'OPINION, REUNIONS THEMATIQUES DE REFLEXION, ET TOUTE AUTRE INITIATIVE POUVANT SERVIR L'OBJET INITIAL",001015,000000,,A,,,CAVE CANEM PAYS VIENNOIS,,CAVE CANEM PAYS VIENNOIS,CAVE CANEM PAYS VIENNOIS,2018-09-23T09:55:05.000Z
432,38131,38138,_,VIENNE,38200,,,,IMPASSE DU BOIS DE L'ISLE,,FRANCE,Les Côtes-d'Arey,du bois de l'isle,,,,IMP,0,383S,2018-10-01T16:17:16.000Z,2003-06-23,,2015-12-07,1901-07-01,2015-12-09 09:01:02,PM,,S,4112515,W383000616,0383002022,true,,,,D,,"ANCREE A GAUCHE, DIFFUSION DS TOTALITE DES COMMUNES DE LA COMMUNAUTE D'AGGLOMERATION DU PAYS VIENNOIS ET EN PARTICULIER A VIENNE D'UN JOURNAL D'OPINION, REUNIONS THEMATIQUES DE REFLEXION, ET TOUTE AUTRE INITIATIVE POUVANT SERVIR L'OBJET INITIAL",001015,000000,,A,,,CAVE CANEM PAYS VIENNOIS,,CAVE CANEM PAYS VIENNOIS,CAVE CANEM PAYS VIENNOIS,2018-10-01T16:17:16.000Z
433,75101,75001,_,PARIS,75001,,,,5  RUE SAINT GERMAIN L'AUXERROIS,,FRANCE,Paris,Saint Germain l'Auxerrois,5,,,RUE,0,751P,2018-09-23T09:50:44.000Z,1959-06-12,,2009-10-15,1901-07-01,2010-01-26 16:41:04,PM,contact@revue-paysans.fr,S,329473,W751041824,41824,true,,,,D,,"accroissement de la formation sociale, économique, politique, culturelle de toute personne sintéressant à lagriculture, à lagro-alimentaire, à toutes les questions qui les concernent et, plus généralement à la vie et à lavenir du monde rural ; la poursuite de laction nécessaire, en vue de permettre aux intéressés dacquérir cette formation par lédition de revues, publications et informations, et par tout autre moyen approprié",015045,022530,,A,,,"CENTRE D'ETUDE DE FORMATION ET D'ACTIONS ""PAYSANS""",0140260180,CENTRE D'ETUDES DE FORMATION ET D'ACTION PAYSANS,CENTRE D'ETUDES DE FORMATION ET D...,2018-09-23T09:50:44.000Z
434,75101,75001,_,PARIS,75001,,,,5  RUE SAINT GERMAIN L'AUXERROIS,,FRANCE,Paris,Saint Germain l'Auxerrois,5,,,RUE,0,751P,2018-10-01T16:12:59.000Z,1959-06-12,,2009-10-15,1901-07-01,2010-01-26 16:41:04,PM,contact@revue-paysans.fr,S,3178130,W751041824,41824,true,,,,D,,"accroissement de la formation sociale, économique, politique, culturelle de toute personne sintéressant à lagriculture, à lagro-alimentaire, à toutes les questions qui les concernent et, plus généralement à la vie et à lavenir du monde rural ; la poursuite de laction nécessaire, en vue de permettre aux intéressés dacquérir cette formation par lédition de revues, publications et informations, et par tout autre moyen approprié",015045,022530,,A,,,"CENTRE D'ETUDE DE FORMATION ET D'ACTIONS ""PAYSANS""",0140260180,CENTRE D'ETUDES DE FORMATION ET D'ACTION PAYSANS,CENTRE D'ETUDES DE FORMATION ET D...,2018-10-01T16:12:59.000Z
435,91223,91150,_,ETAMPES,91150,,,,73 rue Saint Jacques,,FRANCE,Étampes,Saint Jacques,73,,,RUE,0,911S,2018-09-23T09:55:24.000Z,1972-03-23,,2018-04-13,1972-04-15,2018-04-19 14:50:38,PF,,S,1337397,W911001539,0911000166,true,,,,D,,l'étude des moyens destinés à faciliter l'accomplissement des fonctions de documentation et d'information présentes dans les établissements scolaires; la diffusion des conclusions de ces études et des matériels ou publications dont elles ont pu susciter la création; l'organisation de services destinés à répondre à toutes les questions d'ordre technique posées par ses membres; l'harmonisation des tâches professionnelles spécifiques de la documentation et de l'information scolaires,005035,015010,Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier dernière date publication enregistrée,A,,,CENTRE D'ETUDE DE LA DOCUMENTATION ET DE L'INFORMATION SCOLAIRES (CEDIS ),,CENTRE D'ETUDE DE LA DOCUMENTATION ET DE L'INFORMATION SCOLAIRE (CEDIS),CEDIS,2018-09-23T09:55:24.000Z
436,91223,91150,_,ETAMPES,91150,,,,73 rue Saint Jacques,,FRANCE,Étampes,Saint Jacques,73,,,RUE,0,911S,2018-10-01T16:18:47.000Z,1972-03-23,,2018-08-03,1972-04-15,2018-08-14 14:18:22,PF,,S,4438272,W911001539,0911000166,true,,,,D,,l'étude des moyens destinés à faciliter l'accomplissement des fonctions de documentation et d'information présentes dans les établissements scolaires; la diffusion des conclusions de ces études et des matériels ou publications dont elles ont pu susciter la création; l'organisation de services destinés à répondre à toutes les questions d'ordre technique posées par ses membres; l'harmonisation des tâches professionnelles spécifiques de la documentation et de l'information scolaires,005035,015010,Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier dernière date publication enregistrée,A,,,CENTRE D'ETUDE DE LA DOCUMENTATION ET DE L'INFORMATION SCOLAIRES (CEDIS ),,CENTRE D'ETUDE DE LA DOCUMENTATION ET DE L'INFORMATION SCOLAIRE (CEDIS),CEDIS,2018-10-01T16:18:47.000Z
437,56121,56100,_,LORIENT,56100,,,,12 rue Colbert,,FRANCE,Lorient,Colbert,12,,,RUE,0,561S,2018-09-23T09:51:20.000Z,1986-04-08,,2018-06-12,1986-04-30,2018-07-10 17:00:46,PF,,S,411925,W561000955,0561004342,true,,,,D,,"faciliter la recherche et l'etude genealogiques, principalement sur le departement du morbihan ;favoriser les relations et les echanges d'informations entre chercheurs; diffuser les recherches, les travaux et les releves de ses adherents et des personnes qui souhaiterais faire don de leurs productions au cercle genealogique sud bretagne morbihan",010017,000000,Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier,A,,,CERCLE GENEALOGIQUE SUD-BRETAGNE MORBIHAN,,CERCLE GENEALOGIQUE SUD-BRETAGNE - MORBIHAN,CERCLE GENEALOGIQUE SUD-BRETAGNE - ...,2018-09-23T09:51:20.000Z
438,56121,56100,_,LORIENT,56100,,,,12 rue Colbert,,FRANCE,Lorient,Colbert,12,,,RUE,0,561S,2018-10-01T16:13:21.000Z,1986-04-08,,2018-06-12,1986-04-30,2018-07-10 17:00:46,PF,,S,3260691,W561000955,0561004342,true,,,,D,,"faciliter la recherche et l'etude genealogiques, principalement sur le departement du morbihan ;favoriser les relations et les echanges d'informations entre chercheurs; diffuser les recherches, les travaux et les releves de ses adherents et des personnes qui souhaiterais faire don de leurs productions au cercle genealogique sud bretagne morbihan",010017,000000,Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier,A,,,CERCLE GENEALOGIQUE SUD-BRETAGNE MORBIHAN,,CERCLE GENEALOGIQUE SUD-BRETAGNE - MORBIHAN,CERCLE GENEALOGIQUE SUD-BRETAGNE - ...,2018-10-01T16:13:21.000Z
439,75115,75015,_,PARIS 15,75015,,,,17  rue Gramme,,FRANCE,Paris 15e,Gramme,17,,,RUE,0,751P,2018-09-23T09:54:41.000Z,2014-04-29,,2014-04-29,2014-05-10,2014-05-12 11:20:58,PM,contact@clapmag.com,S,1160166,W751224407,,true,,,,D,,"éditer une revue culturelle, éditer le site web ClapMag ; faire intervenir ses membres dans un cadre scolaire , associatif , médiatique ou tout autre événement culturel ; éditer des livres ou toute autre forme d'ouvrage ; produire des émissions vidéo",006000,005005,,A,,http://www.clapmag.com,CLAPMAG,,CLAPMAG,CLAPMAG,2018-09-23T09:54:41.000Z
440,75115,75015,_,PARIS 15,75015,,,,17  rue Gramme,,FRANCE,Paris 15e,Gramme,17,,,RUE,0,751P,2018-10-01T16:16:47.000Z,2014-04-29,,2014-04-29,2014-05-10,2014-05-12 11:20:58,PM,contact@clapmag.com,S,4009708,W751224407,,true,,,,D,,"éditer une revue culturelle, éditer le site web ClapMag ; faire intervenir ses membres dans un cadre scolaire , associatif , médiatique ou tout autre événement culturel ; éditer des livres ou toute autre forme d'ouvrage ; produire des émissions vidéo",006000,005005,,A,,http://www.clapmag.com,CLAPMAG,,CLAPMAG,CLAPMAG,2018-10-01T16:16:47.000Z
441,75114,75014,_,PARIS,75014,,,,5 rue Campagne Première,,FRANCE,Paris,Campagne Première,5,,,RUE,0,751P,2018-09-23T09:49:52.000Z,1991-04-26,,2017-02-03,1991-06-05,2017-06-29 10:07:55,MS,,S,86792,W751099740,99740,true,,,,D,,"encourager et favoriser la connaissance de la montagne, en particulier de la montagne française, sa fréquentation individuelle ou collective en toute saison, l'étude et la pratique des disciplines, sciences et techniques qui s'y rapportent, la sauvegarde des sites naturels, de rapprocher par des liens de solidarité et d'amitié tous les amateurs d'activités de plein air en montagne, et de concourir à la formation de la jeunesse",024000,000000,,A,,,CLUB ALPIN FRANCAIS D'ILE DE FRANCE,,CLUB ALPIN FRANCAIS D'ILE DE FRANCE,CLUB ALPIN FRANCAIS D'ILE DE FRANCE,2018-09-23T09:49:52.000Z
442,75114,75014,_,PARIS,75014,,,,5 rue Campagne Première,,FRANCE,Paris,Campagne Première,5,,,RUE,0,751P,2018-10-01T16:11:58.000Z,1991-04-26,,2017-02-03,1991-06-05,2017-06-29 10:07:55,MS,,S,2935323,W751099740,99740,true,,,,D,,"encourager et favoriser la connaissance de la montagne, en particulier de la montagne française, sa fréquentation individuelle ou collective en toute saison, l'étude et la pratique des disciplines, sciences et techniques qui s'y rapportent, la sauvegarde des sites naturels, de rapprocher par des liens de solidarité et d'amitié tous les amateurs d'activités de plein air en montagne, et de concourir à la formation de la jeunesse",024000,000000,,A,,,CLUB ALPIN FRANCAIS D'ILE DE FRANCE,,CLUB ALPIN FRANCAIS D'ILE DE FRANCE,CLUB ALPIN FRANCAIS D'ILE DE FRANCE,2018-10-01T16:11:58.000Z
